trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2405020,GT-US,7,"GEORGETOWN",,0,100105202,shp-GT-US-01,0,0
6448030,WP-AM,5,"WOODLEY PARK METRO",,1,100251303,shp-WP-AM-03,0,0
6745060,CH-US,4,"UNION STATION",,1,100704606,shp-CH-US-03,0,0
5690040,WP-AM,2,"MCPHERSON SQUARE METRO",,0,100206404,shp-WP-AM-53,0,0
810040,RS-DP,2,"DUPONT CIRCLE",,1,100601404,shp-RS-DP-04,0,0
6042050,NMS,1,"LINCOLN MEMORIAL",,1,100806505,shp-NMS-03,0,0
3150020,EM-LP,7,"L'ENFANT PLAZA",,0,100501202,shp-EM-LP-53,2,2
52060,RS-DP,4,"ROSSLYN",,0,100601606,shp-RS-DP-54,0,0
1418070,EM-LP,3,"EASTERN MARKET",,1,100505707,shp-EM-LP-03,2,2
90030,WP-AM,5,"MCPHERSON SQUARE METRO",,0,100209303,shp-WP-AM-53,0,0
6320040,GT-US,2,"GEORGETOWN",,0,100106404,shp-GT-US-01,0,0
2996040,EM-LP,2,"EASTERN MARKET",,1,100506404,shp-EM-LP-03,2,2
1896070,EM-LP,3,"EASTERN MARKET",,1,100502707,shp-EM-LP-03,2,2
1270010,CH-US,6,"CONGRESS HEIGHTS",,0,100708101,shp-CH-US-53,0,0
1483040,RS-DP,2,"DUPONT CIRCLE",,1,100652404,shp-RS-DP-04,0,0
2202060,GT-US,4,"GEORGETOWN",,0,100104606,shp-GT-US-01,0,0
5626060,RS-DP,4,"ROSSLYN",,0,100605606,shp-RS-DP-54,0,0
4713020,WP-AM,7,"MCPHERSON SQUARE METRO",,0,100208202,shp-WP-AM-53,0,0
6372050,EM-LP,1,"EASTERN MARKET",,1,100505505,shp-EM-LP-03,2,2
6912050,RS-DP,1,"DUPONT CIRCLE",,1,100602505,shp-RS-DP-04,0,0
7143070,EM-LP,3,"L'ENFANT PLAZA",,0,100501707,shp-EM-LP-53,2,2
5560070,GT-US,3,"UNION STATION",,1,100106707,shp-GT-US-51,0,0
1042020,CH-US,7,"UNION STATION",,1,100704202,shp-CH-US-03,0,0
6770060,WP-AM,4,"WOODLEY PARK METRO",,1,100203606,shp-WP-AM-03,0,0
6405060,WP-AM,4,"WOODLEY PARK METRO",,1,100208606,shp-WP-AM-03,0,0
1026010,GT-US,6,"UNION STATION",,1,100101101,shp-GT-US-51,0,0
3581070,RS-DP,3,"ROSSLYN",,0,100601707,shp-RS-DP-54,0,0
