started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-10-01 04:02:42.040000+00:00,2023-10-01 04:10:33.934000+00:00,471,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545,51,Skansen, ved kryss Mellomila / Illevollen,63.430403126559675,10.37476971745491
2023-10-01 04:41:37.573000+00:00,2023-10-01 04:49:58.368000+00:00,500,10,Sorgenfri,ved Sorgenfriveien 13-15,63.40489658467209,10.399461013433495,55,Finalebanen,Ved Edvart Griegs gate,63.41978492000792,10.39221078157425
2023-10-01 04:47:35.782000+00:00,2023-10-01 04:52:05.296000+00:00,269,76,Ilevollen,ved Osloveien,63.42907021700727,10.37181057035923,43,Klostergata,Nede mot elven bak Schwachs gate 3 bygget.,63.423654662664916,10.389957585898202
2023-10-01 05:34:17.006000+00:00,2023-10-01 05:37:15.198000+00:00,178,1882,Lilleby,i Dakotaparken,63.44178275700753,10.439477124178211,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136
2023-10-01 05:36:53.450000+00:00,2023-10-01 05:44:55.062000+00:00,481,55,Finalebanen,Ved Edvart Griegs gate,63.41978492000792,10.39221078157425,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 05:53:10.180000+00:00,2023-10-01 05:54:42.861000+00:00,92,44,Prinsen kinosenter,ved kryss Prinsens gate/Arkitekt Christies gate,63.42663458755783,10.392784774303436,44,Prinsen kinosenter,ved kryss Prinsens gate/Arkitekt Christies gate,63.42663458755783,10.392784774303436
2023-10-01 05:54:40.529000+00:00,2023-10-01 06:00:29.711000+00:00,349,25,Thornesparken ,I Kirkegata ,63.43289961569575,10.412772931158543,41,Vollabakken, Ved Klostergata,63.42193791751501,10.399257121622668
2023-10-01 05:55:53.355000+00:00,2023-10-01 06:03:47.925000+00:00,474,25,Thornesparken ,I Kirkegata ,63.43289961569575,10.412772931158543,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-10-01 05:55:54.213000+00:00,2023-10-01 06:01:13.760000+00:00,319,44,Prinsen kinosenter,ved kryss Prinsens gate/Arkitekt Christies gate,63.42663458755783,10.392784774303436,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-10-01 06:26:38.780000+00:00,2023-10-01 06:37:00.958000+00:00,622,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136,65,Strandveikaia,langs Stiklestadveien ved Strandveien,63.44208952370503,10.427939146757126
2023-10-01 06:41:50.061000+00:00,2023-10-01 06:54:30.772000+00:00,760,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
2023-10-01 06:48:11.534000+00:00,2023-10-01 06:53:02.448000+00:00,290,110,Valentinlyst,ved Strindheim kirke,63.42545389268059,10.441064536571503,56,Falkenborg,Ved Sirkus shopping,63.4362775074396,10.45697271823883
2023-10-01 06:52:39.765000+00:00,2023-10-01 07:03:09.447000+00:00,629,44,Prinsen kinosenter,ved kryss Prinsens gate/Arkitekt Christies gate,63.42663458755783,10.392784774303436,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 07:01:26.382000+00:00,2023-10-01 07:10:41.972000+00:00,555,19,Jomfrugateallmenningen,Fjordgata vest,63.434423074986874,10.395468324422836,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108
2023-10-01 07:18:06.471000+00:00,2023-10-01 07:27:52.817000+00:00,586,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136,30,St. Olavs gate,Ved trikkeholdeplass,63.431170931099416,10.390283614397049
2023-10-01 07:23:05.906000+00:00,2023-10-01 07:28:24.936000+00:00,319,29,Singsaker,Ved Singsaker skole og studenthjem,63.423121157383235,10.412453413009644,44,Prinsen kinosenter,ved kryss Prinsens gate/Arkitekt Christies gate,63.42663458755783,10.392784774303436
2023-10-01 07:33:26.764000+00:00,2023-10-01 07:38:35.033000+00:00,308,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-10-01 07:33:33.592000+00:00,2023-10-01 07:45:23.526000+00:00,709,55,Finalebanen,Ved Edvart Griegs gate,63.41978492000792,10.39221078157425,47,Ilaparken,ved Hans Nissens gate,63.429289773431165,10.369248388233245
2023-10-01 07:42:35.816000+00:00,2023-10-01 07:56:31.682000+00:00,835,6,Lademoparken,ved kryss Mellomveien / Innherredsveien. Operativt betjeningspanel.,63.43660495943216,10.425844341516495,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 07:46:48.793000+00:00,2023-10-01 07:51:04.262000+00:00,255,177,Kristiansten,langs Festningsgata mellom Holbergs gate og Tyholtveien,63.42593349677826,10.41660167758505,94,Gløshaugen,øst for Hovedbygningen,63.41939366673445,10.403602123260498
2023-10-01 07:47:28.785000+00:00,2023-10-01 07:55:03.373000+00:00,454,2301,Rosendal,I krysset Gamle Kongevei x Frostaveien,63.436025749373755,10.430998463879718,66,Verftsbrua,Ved Brattørbrua,63.43527713641004,10.405813604593277
2023-10-01 07:51:15.729000+00:00,2023-10-01 07:59:37.691000+00:00,501,1,Dokkparken,Ved kryss Innherredsveien / Verftsgata. Operativt betjeningspanel.,63.433509009133566,10.411412715911865,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-10-01 07:54:09.434000+00:00,2023-10-01 07:57:26.755000+00:00,197,20,Nordre gate , Ved Olav Tryggvasons gate,63.433085554043984,10.397391468286514,1,Dokkparken,Ved kryss Innherredsveien / Verftsgata. Operativt betjeningspanel.,63.433509009133566,10.411412715911865
2023-10-01 08:05:10.939000+00:00,2023-10-01 08:12:31.793000+00:00,440,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2023-10-01 08:06:11.530000+00:00,2023-10-01 08:15:38.335000+00:00,566,180,Berg Studentby,ved Dybdahls veg,63.41364157249073,10.414855613044438,1881,Sluppen,ved Sluppenvegen 25,63.39840743943492,10.397326759331094
2023-10-01 08:10:40.960000+00:00,2023-10-01 08:15:06.322000+00:00,265,180,Berg Studentby,ved Dybdahls veg,63.41364157249073,10.414855613044438,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2023-10-01 08:18:34.072000+00:00,2023-10-01 08:23:30.847000+00:00,296,177,Kristiansten,langs Festningsgata mellom Holbergs gate og Tyholtveien,63.42593349677826,10.41660167758505,94,Gløshaugen,øst for Hovedbygningen,63.41939366673445,10.403602123260498
2023-10-01 08:18:53.166000+00:00,2023-10-01 08:22:24.069000+00:00,210,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108,31,Tollboden ,ved rundkjøring Havnegata,63.43928560696555,10.40479302406311
2023-10-01 08:26:48.208000+00:00,2023-10-01 08:52:37.710000+00:00,1549,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085
2023-10-01 08:37:06.785000+00:00,2023-10-01 08:44:49.603000+00:00,462,47,Ilaparken,ved Hans Nissens gate,63.429289773431165,10.369248388233245,19,Jomfrugateallmenningen,Fjordgata vest,63.434423074986874,10.395468324422836
2023-10-01 08:40:37.969000+00:00,2023-10-01 08:53:36.973000+00:00,779,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 08:40:50.911000+00:00,2023-10-01 08:50:12.024000+00:00,561,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136,52,Bakklandet,Parkeringsplassen ved Brubakken. Operativt betjeningspanel.,63.427896581278105,10.403341750766884
2023-10-01 08:42:51.781000+00:00,2023-10-01 08:53:17.673000+00:00,625,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085
2023-10-01 08:45:22.827000+00:00,2023-10-01 08:55:42.560000+00:00,619,29,Singsaker,Ved Singsaker skole og studenthjem,63.423121157383235,10.412453413009644,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 08:45:28.469000+00:00,2023-10-01 08:49:49+00:00,260,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,2303,Tempe,Utenfor MAX-bygget i Tempevegen,63.40772802863199,10.39705323440262
2023-10-01 08:49:47.654000+00:00,2023-10-01 08:58:17.193000+00:00,509,51,Skansen, ved kryss Mellomila / Illevollen,63.430403126559675,10.37476971745491,55,Finalebanen,Ved Edvart Griegs gate,63.41978492000792,10.39221078157425
2023-10-01 08:51:24.350000+00:00,2023-10-01 09:15:47.910000+00:00,1463,1885,Nova Kino,ved Danielsbakerveita,63.43337733865644,10.401074857528158,47,Ilaparken,ved Hans Nissens gate,63.429289773431165,10.369248388233245
2023-10-01 08:51:40.457000+00:00,2023-10-01 08:55:54.588000+00:00,254,128,Lillegårdsbakken,Nederst i Lillegårdsbakken,63.42629161886643,10.404109150403997,175,Torvet I,ved Prinsensgate,63.43051170410531,10.392764550201036
