started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2022-11-01 05:03:26.611000+00:00,2022-11-01 05:11:27.399000+00:00,480,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136,9,Brattørkaia,Ved hurtigbåtterminalen. Operativt betjeningspanel.,63.43740318294613,10.39729356765747
2022-11-01 05:03:37.492000+00:00,2022-11-01 05:11:50.135000+00:00,492,16,Rosenborg skole,Ved Rosenborg skole,63.428896386680805,10.416175670425105,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136
2022-11-01 05:36:42.443000+00:00,2022-11-01 05:41:09.611000+00:00,267,47,Ilaparken,ved Hans Nissens gate,63.429289773431165,10.369248388233245,46,Nidarø,ved rundkjøring utenfor Trondheim Spektrum,63.42646180597998,10.37818819284439
2022-11-01 05:41:45.807000+00:00,2022-11-01 05:49:43.474000+00:00,477,46,Nidarø,ved rundkjøring utenfor Trondheim Spektrum,63.42646180597998,10.37818819284439,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085
2022-11-01 05:42:15.166000+00:00,2022-11-01 05:54:16.242000+00:00,721,25,Thornesparken ,I Kirkegata ,63.43289961569575,10.412772931158543,86,Lerkendal,  I Strindvegen ved Klæbuveien,63.412525462202666,10.40068656206131
2022-11-01 05:45:34.687000+00:00,2022-11-01 05:54:18.037000+00:00,523,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,2258,St. Olavs Hospital,Bak kunnskapssenteret,63.42126270770024,10.386516005020496
2022-11-01 05:50:51.398000+00:00,2022-11-01 05:55:38.476000+00:00,287,30,St. Olavs gate,Ved trikkeholdeplass,63.431170931099416,10.390283614397049,148,Fjordgata,Ved 4Sound,63.43483884684911,10.403396522008734
2022-11-01 05:52:35.263000+00:00,2022-11-01 05:58:36.778000+00:00,361,128,Lillegårdsbakken,Nederst i Lillegårdsbakken,63.42629161886643,10.404109150403997,85,TMV-odden,Solsiden,63.43547778770301,10.410569131581866
2022-11-01 05:58:47.354000+00:00,2022-11-01 06:03:04.191000+00:00,256,19,Jomfrugateallmenningen,Fjordgata vest,63.434423074986874,10.395468324422836,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108
2022-11-01 06:03:34.767000+00:00,2022-11-01 06:07:38.882000+00:00,244,1883,Baldershage,ved Kong Øysteins veg,63.43032895814139,10.453960590206151,4,Dalen hageby,Ved Bussholdeplassen,63.43757529885024,10.44872760772705
2022-11-01 06:03:37.688000+00:00,2022-11-01 06:10:28.831000+00:00,411,1,Dokkparken,Ved kryss Innherredsveien / Verftsgata. Operativt betjeningspanel.,63.433509009133566,10.411412715911865,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
2022-11-01 06:05:07.894000+00:00,2022-11-01 06:20:27.737000+00:00,919,110,Valentinlyst,ved Strindheim kirke,63.42545389268059,10.441064536571503,85,TMV-odden,Solsiden,63.43547778770301,10.410569131581866
2022-11-01 06:05:27.328000+00:00,2022-11-01 06:16:35.270000+00:00,667,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
2022-11-01 06:06:59.615000+00:00,2022-11-01 06:16:27.308000+00:00,567,16,Rosenborg skole,Ved Rosenborg skole,63.428896386680805,10.416175670425105,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2022-11-01 06:06:59.898000+00:00,2022-11-01 06:16:24.227000+00:00,564,16,Rosenborg skole,Ved Rosenborg skole,63.428896386680805,10.416175670425105,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2022-11-01 06:12:21.490000+00:00,2022-11-01 06:16:41.195000+00:00,259,1882,Lilleby,i Dakotaparken,63.44178275700753,10.439477124178211,6,Lademoparken,ved kryss Mellomveien / Innherredsveien. Operativt betjeningspanel.,63.43660495943216,10.425844341516495
2022-11-01 06:14:23.898000+00:00,2022-11-01 06:22:12.567000+00:00,468,30,St. Olavs gate,Ved trikkeholdeplass,63.431170931099416,10.390283614397049,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
