prices,adresses,sqm,city
Totalpris: 19 887 356 ,"Gabels gate 21 B, Oslo",160 ,Oslo
Totalpris: 14 340 750 ,"Torjusbakken 19C, Oslo",165 ,Oslo
Totalpris: 10 245 110 ,"Prinsessealléen, Oslo",85 ,Oslo
Totalpris: 6 140 990 ,"Mosseveien 18A, Oslo",66 ,Oslo
Totalpris: 8 204 190 ,"Schleppegrells gate 14B, Oslo",91 ,Oslo
Totalpris: 7 693 500 ,"Linjeveien 51D, Oslo",157 ,Oslo
Totalpris: 6 160 558 ,"Sars' gate 2A, Oslo",59 ,Oslo
Totalpris: 7 175 200 ,"Alnafetgata 4, Oslo",78 ,Oslo
Totalpris: 17 958 000 ,"Fiskekroken 16, Oslo",321 ,Oslo
Totalpris: 4 142 348 ,"Maridalsveien 205, Oslo",36 ,Oslo
Totalpris: 3 608 881 ,"Liakollveien 46B, Oslo",51 ,Oslo
Totalpris: 12 211 005 ,"C.A. Torstensens vei 75, Oslo",192 ,Oslo
Totalpris: 4 874 940 ,"Hammerfestgata 2C, Oslo",52 ,Oslo
Totalpris: 7 798 500 ,"Landgangen 3., Oslo",41 ,Oslo
Totalpris: 11 744 750 ,"Holmenkollveien 162B, Oslo",180 ,Oslo
Totalpris: 9 733 864 ,"Josefines gate 28, Oslo",78 ,Oslo
Totalpris: 8 217 672 ,"Linjeveien 44B, Oslo",186 ,Oslo
Totalpris: 7 764 401 ,"Harald Hårfagres gate 12 B, Oslo",67 ,Oslo
Totalpris: 4 667 184 ,"Trondheimsveien 189, Oslo",53 ,Oslo
Totalpris: 7 291 468 ,"Gladengveien 15D, Oslo",80 ,Oslo
Totalpris: 4 996 497 ,"Sandakerveien 35, Oslo",40 ,Oslo
Totalpris: 5 196 739 ,"Trondheimsveien 193, Oslo",60 ,Oslo
Totalpris: 8 765 346 ,"Sjøgangen 4, Oslo",48 ,Oslo
Totalpris: 7 611 000 - 8 911 000 ,"Mekanikerveien 32, Oslo",67 - 72 ,Oslo
Totalpris: 22 538 480 ,"Bryggegata 22, Oslo",132 ,Oslo
Totalpris: 32 713 500 ,"Veslefrikkveien 2A, Oslo",264 ,Oslo
Totalpris: 16 298 500 ,"Orreveien 11A, Oslo",222 ,Oslo
Totalpris: 9 738 500 ,"Observatorie terrasse 7A, Oslo",94 ,Oslo
Totalpris: 4 623 096 ,"Åslandhellinga 2, Oslo",112 ,Oslo
Totalpris: 16 196 240 ,"Frognerseterveien 52A, Oslo",199 ,Oslo
Totalpris: 2 926 529 ,"Ekebergveien 208, Oslo",37 ,Oslo
Totalpris: 29 213 500 ,"Midttunveien 12B, Oslo",256 ,Oslo
Totalpris: 5 946 240 ,"Høydalsveien 4, Oslo",143 ,Oslo
Totalpris: 6 448 799 ,"Ulvenveien 121 A, Oslo",97 ,Oslo
Totalpris: 4 339 439 ,"Øvrefoss 8 F, Oslo",32 ,Oslo
Totalpris: 8 679 492 ,"Schønings gate 24B, Oslo",66 ,Oslo
Totalpris: 5 195 981 ,"Ulsholtveien 8C, Oslo",127 ,Oslo
Totalpris: 7 483 740 ,"Bogstadveien 72A, Oslo",73 ,Oslo
Totalpris: 18 348 740 ,"Guldbergs vei 1A, Oslo",176 ,Oslo
Totalpris: 7 637 490 ,"Middelthuns gate 17C, Oslo",49 ,Oslo
Fellesutg.: 4 456 ,"C. A. Torstensens vei 51, Oslo",68 ,Oslo
Totalpris: 5 947 218 ,"Refstadveien 32, Oslo",73 ,Oslo
Totalpris: 19 988 500 ,"Fossilveien 18, Oslo",228 ,Oslo
Totalpris: 8 010 740 ,"Kjelsåsveien 164C, Oslo",82 ,Oslo
Totalpris: 16 923 400 ,"Lille Frøens vei 8, Oslo",125 ,Oslo
Totalpris: 14 313 740 ,"Seterhøyveien 9B, Oslo",168 ,Oslo
Totalpris: 9 185 221 ,"Aslakveien 22C, Oslo",91 ,Oslo
Totalpris: 7 382 574 - 11 037 974 ,"Grensesvingen 7, Oslo",65 - 96 ,Oslo
Totalpris: 5 909 240 ,"Munkegata 5, Oslo",62 ,Oslo
Totalpris: 7 655 390 ,"Hellerudveien 132H, Oslo",110 ,Oslo
Totalpris: 17 001 017 ,"Årvollveien 15, Oslo",128 ,Oslo
Totalpris: 18 469 140 ,"Dagaliveien 37C, Oslo",247 ,Oslo
Totalpris: 4 934 558 ,"Platous gate 11B, Oslo",57 ,Oslo
Totalpris: 6 879 377 ,"Wessels gate 2C., Oslo",66 ,Oslo
Totalpris: 6 357 215 ,"Darres gate 16, Oslo",70 ,Oslo
Totalpris: 8 199 750 ,"Dalsåsen 124, Oslo",56 ,Oslo
Totalpris: 6 140 990 ,"Anna Pleyms vei 15B, Oslo",52 ,Oslo
Totalpris: 32 801 000 ,"Borgenveien 29B, Oslo",241 ,Oslo
Totalpris: 11 957 500 ,"Linjeveien 74E, Oslo",91 ,Oslo
Totalpris: 30 169 240 ,"Risbakken 20, Oslo",344 ,Oslo
Totalpris: 4 623 621 ,"Etterstadsletta 4K, Oslo",192 ,Oslo
Totalpris: 8 508 740 ,"Hellerudveien 80A, Oslo",150 ,Oslo
Totalpris: 5 296 240 ,"Ammerudveien 25, Oslo",52 ,Oslo
Totalpris: 26 548 670 ,"Cappelens vei 15, Oslo",159 ,Oslo
Totalpris: 3 998 500 ,"Ammerudgrenda 3, Oslo",67 ,Oslo
Totalpris: 4 666 714 ,"Sverres gate 10, Oslo",412 ,Oslo
Eier (Selveier) ∙ Rekkehus ∙ 4 soverom,"Østensjø terrasse 14, Oslo",50 ,Oslo
Totalpris: 17 384 200 ,"Norderhovgata 4b, Oslo",47 ,Oslo
Totalpris: 10 148 500 ,"Ekebergveien 239C, Oslo",206 ,Oslo
Totalpris: 7 976 358 ,"Arnljot Gellines vei 37A, Oslo",71 ,Oslo
Totalpris: 14 043 500 ,"Mosseveien 222B, Oslo",80 ,Oslo
Totalpris: 4 659 281 ,"Arnljot Gellines vei 5A, Oslo",243 ,Oslo
Totalpris: 5 023 740 ,"Herslebs gate 17B, Oslo",52 ,Oslo
Totalpris: 20 511 640 ,"Lillevannsveien 69B, Oslo",61 ,Oslo
Totalpris: 23 714 573 ,"Bygdøy allé 13A, Oslo",279 ,Oslo
Totalpris: 66 626 240 ,"Bjørnveien 1 C, Oslo",236 ,Oslo
Totalpris: 13 285 390 ,"Sondrevegen 3C, Oslo",388 ,Oslo
Totalpris: 3 289 221 ,"Vestre Haugen 62A, Oslo",158 ,Oslo
Totalpris: 10 068 740 - 10 528 740 ,"Lerkeveien 23-25, Oslo",41 ,Oslo
Totalpris: 8 046 200 ,"Vollebekkveien 2E, Oslo",190 ,Oslo
Totalpris: 5 369 390 ,"Turbinveien 9, Oslo",85 ,Oslo
Totalpris: 8 468 636 ,"Waldemars hage 1, Oslo",62 ,Oslo
Totalpris: 21 976 269 - 21 976 269 ,"Vestliveien 8, Oslo",59 ,Oslo
Totalpris: 7 499 258 ,"Munkedamsveien 81D, Oslo",262 - 263 ,Oslo
Totalpris: 4 820 579 ,"Haugerudveien 80, Oslo",64 ,Oslo
Totalpris: 12 996 850 - 14 646 850 ,"Nedre Ullern Terrasse 15, Oslo",83 ,Oslo
Totalpris: 6 314 200 ,"Hoffsjef Løvenskiolds vei 24, Oslo",124 - 144 ,Oslo
Totalpris: 7 098 170 ,"Sinsenveien 51 C, Oslo",61 ,Oslo
Totalpris: 12 824 140 ,"Røahagan 1H, Oslo",84 ,Oslo
Totalpris: 5 713 456 ,"Sinsenterrassen 25, Oslo",171 ,Oslo
Eier (Selveier) ∙ Enebolig ∙ 4 soverom,"Kirkeåsveien 4C, Oslo",62 ,Oslo
Totalpris: 6 653 340 ,"Vollebekkveien 2K, Oslo",75 ,Oslo
Totalpris: 15 961 588 ,"Bygdøy allé 66 (inngang Erling Skjalgssons gate), Oslo",146 ,Oslo
Totalpris: 5 019 632 ,"Ammerudveien 25 (B603), Oslo",64 ,Oslo
Totalpris: 5 575 940 ,"Sinsenveien 47A leil. F-185, Oslo",40 ,Oslo
Totalpris: 4 109 221 ,"Garver Ytteborgs vei 117, Oslo",87 ,Oslo
Totalpris: 12 813 500 ,"Sigurd Iversens vei 51A, Oslo",152 ,Oslo
Totalpris: 4 813 436 ,"Vollebekkveien 2G, Oslo",41 ,Oslo
Totalpris: 8 031 520 ,"Bestumstubben 13H, Oslo",117 ,Oslo
Totalpris: 6 785 740 ,"Stovnerveien 38 B, Oslo",148 ,Oslo
Totalpris: 6 357 650 ,"Gunnar Schjelderups vei 11G, Oslo",62 ,Oslo
Totalpris: 17 983 017 ,"Bygdøy allé 47A, Oslo",172 ,Oslo
Totalpris: 5 500 474 ,"Kjelsåsveien 5A, Oslo",68 - 108 ,Oslo
Totalpris: 25 374 733 ,"Odins gate 21, Oslo",65 ,Oslo
Totalpris: 11 258 780 ,"Harald Hårfagres gate 12, Oslo",149 ,Oslo
Totalpris: 8 969 126 ,"Tjernlia 50, Oslo",113 ,Oslo
Totalpris: 26 601 240 - 39 601 240 ,"Rødkleivfaret 1, Oslo",142 ,Oslo
Totalpris: 22 625 376 ,"Sognsveien 9 B, Leilighet 104, Oslo",191 - 234 ,Oslo
Totalpris: 16 420 500 ,"Økernveien 191C, Oslo",171 ,Oslo
Totalpris: 16 051 000 - 17 601 000 ,"Liaveien 2, Oslo",378 ,Oslo
Totalpris: 43 070 740 ,"Holmenkollveien 133E, Oslo",159 - 167 ,Oslo
Totalpris: 14 829 650 ,"Sognsveien 9 B, Oslo",374 ,Oslo
Totalpris: 5 561 019 ,"Eiriks gate 3, Oslo",101 ,Oslo
Totalpris: 9 799 441 ,"Skovveien 4, Oslo",61 ,Oslo
Totalpris: 4 476 221 ,"Rugveien 73, Oslo",76 ,Oslo
Totalpris: 6 251 455 ,"Gullkroken 5, Oslo",69 ,Oslo
Totalpris: 8 247 484 ,"Lars Husmanns gate 3, Oslo",74 ,Oslo
Totalpris: 6 117 621 ,"Welhavens gate 10 (Vendt mot bakgård), Oslo",89 ,Oslo
Totalpris: 16 112 950 ,"Trosterudstien 8B, Oslo",51 ,Oslo
Totalpris: 4 122 591 ,"Trondheimsveien 5D, Oslo",179 ,Oslo
Totalpris: 8 118 000 ,"Øverliveien 2, Oslo",54 ,Oslo
Totalpris: 8 722 990 ,"Eckersbergs gate 19, Oslo",196 ,Oslo
Totalpris: 7 370 990 ,"St. Halvards gate 24, Oslo",66 ,Oslo
Totalpris: 8 405 200 ,"Lørenveien 50, Oslo",80 ,Oslo
Totalpris: 24 636 640 ,"Schultz' gate 18A - 401, Oslo",85 ,Oslo
Totalpris: 2 779 727 ,"Gunnar Schjelderups vei 33A, leil. 309, Oslo",121 ,Oslo
Totalpris: 11 254 990 ,"Høyblokka A-0304 NY2, Oslo",21 ,Oslo
Totalpris: 6 317 750 ,"Neuberggata 9A, Oslo",118 ,Oslo
Totalpris: 14 616 170 ,"Rosendalsveien 43 B, Oslo",53 ,Oslo
Totalpris: 3 237 958 ,"Toftes gate 57A, Oslo",165 ,Oslo
Totalpris: 7 800 900 ,"Ekebergveien 184, Oslo",23 ,Oslo
Totalpris: 6 122 384 ,"Grønnegata 3, Oslo",105 ,Oslo
Totalpris: 4 564 983 ,"Mosseveien 12B, Oslo",41 ,Oslo
Totalpris: 5 446 450 ,"Frysjaveien 13A, Oslo",51 ,Oslo
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Holtveien 10, Oslo",65 ,Oslo
Totalpris: 7 124 750 ,"Lørenvangen 6A, Oslo",65 ,Oslo
Totalpris: 11 993 500 ,"Hellerudveien 1C, Oslo",231 ,Oslo
Totalpris: 14 257 950 ,"Fagerborggata 17, Oslo",96 ,Oslo
Totalpris: 14 122 850 ,"Ekebergveien 232, Oslo",96 ,Oslo
Totalpris: 6 711 547 ,"Ullevålsveien 94B, Oslo",55 ,Oslo
Totalpris: 19 836 640 ,"Schultz' gate 18A - 102, Oslo",155 ,Oslo
Totalpris: 4 816 390 ,"Dalsbergstien 22 f, Oslo",37 ,Oslo
Totalpris: 10 304 470 ,"Gladengveien 8, B702 - Transport, Oslo",73 ,Oslo
Totalpris: 6 468 400 ,"Ekebergveien 129, Oslo",54 ,Oslo
Totalpris: 10 525 000 ,"Nuggerudveien 9A, Oslo",228 ,Oslo
Totalpris: 8 305 450 ,"Grønvoll allé 36, Oslo",81 ,Oslo
Totalpris: 5 546 621 ,"Granstangen 38B, Oslo",115 ,Oslo
Totalpris: 9 123 500 ,"Kongsveien 83B, Oslo",80 ,Oslo
Totalpris: 16 196 000 ,"Vestre Holmen vei 2B, Oslo",180 ,Oslo
Totalpris: 25 076 200 - 25 676 200 ,"Hoffsjef Løvenskiolds vei 47 D - E, Oslo",310 - 325 ,Oslo
Totalpris: 3 997 490 ,"Frydenbergveien 52, Oslo",31 ,Oslo
Totalpris: 12 203 740 - 22 043 740 ,"Thereses gate 31, Oslo",81 - 119 ,Oslo
Totalpris: 10 312 081 - 14 578 018 ,"Visningssenter i Frysjaveien 44 - Ager Borettslag - Salgstrinn 3 - Oppgang G/H, Oslo",81 - 115 ,Oslo
Totalpris: 16 644 750 - 17 044 750 ,"Voksenkollveien 55 C, D, E, Oslo",133 ,Oslo
Totalpris: 7 687 700 ,"Maridalsveien 22A, Oslo",80 ,Oslo
Totalpris: 6 569 623 ,"Olaf Bulls vei 16, Oslo",93 ,Oslo
Totalpris: 6 521 650 ,"Harald Hårfagres gate 12 B, Oslo",52 ,Oslo
Totalpris: 6 241 749 ,"Harald Hårfagres gate 12 B, Oslo",53 ,Oslo
Totalpris: 10 785 500 ,"Høybråtenveien 74 C, Oslo",172 ,Oslo
Totalpris: 6 358 300 ,"Rosteds gate 12, Oslo",63 ,Oslo
Totalpris: 6 228 981 ,"Cort Adelers gate 35A, Oslo",66 ,Oslo
Totalpris: 15 601 000 - 16 901 000 ,"Myrerskogveien 48, Oslo",145 - 164 ,Oslo
Totalpris: 15 385 900 ,"Huitfeldts gate 13 A, Oslo",181 ,Oslo
Totalpris: 7 708 000 ,"Gransdalen 1G, Oslo",260 ,Oslo
Totalpris: 6 118 881 ,"Skøyen terrasse 6, Oslo",68 ,Oslo
Totalpris: 4 596 611 ,"Grenseveien 56, Oslo",51 ,Oslo
Totalpris: 17 601 240 ,"Nordhagaveien 29 Prosjekt, Oslo",171 ,Oslo
Totalpris: 20 085 500 ,"Frognerseterveien 1 F, Oslo",215 ,Oslo
Totalpris: 8 780 570 ,"Sinsenveien 45, Oslo",95 ,Oslo
Totalpris: 6 407 299 ,"Sofies gate 14B, Oslo",92 ,Oslo
Totalpris: 4 285 492 ,"Gina Krogs vei 11A, Oslo",60 ,Oslo
Totalpris: 6 458 150 ,"Harbitzalléen 9, Oslo",53 ,Oslo
Totalpris: 11 326 000 - 13 976 000 ,"Østbyveien 6C-F, Oslo",130 - 188 ,Oslo
Totalpris: 14 661 201 ,"Bryggetorget 15, Oslo",102 ,Oslo
Totalpris: 9 960 968 ,"Sigurd Hoels vei 6, Oslo",126 ,Oslo
Totalpris: 13 985 432 - 16 035 708 ,"Frognerseterveien 49, Oslo",134 - 140 ,Oslo
Totalpris: 17 991 600 - 20 091 600 ,"Solskinnsveien 17, Oslo",155 ,Oslo
Totalpris: 17 932 810 - 23 021 860 ,"Skogfaret 23, Oslo",159 - 198 ,Oslo
Totalpris: 17 426 000 ,"Vækerøåsen 6, Oslo",254 ,Oslo
Totalpris: 6 112 750 ,"Prinsessealléen, Oslo",42 ,Oslo
Totalpris: 3 874 221 ,"Garver Ytteborgs vei 113, Oslo",74 ,Oslo
Totalpris: 8 991 240 ,"Lørenveien 53B, Oslo",87 ,Oslo
Totalpris: 7 893 500 ,"Bygdøy terrasse 20, Oslo",76 ,Oslo
Totalpris: 8 360 445 ,"Bygdøy allé 115B, Oslo",95 ,Oslo
Totalpris: 15 813 740 ,"Fiolveien 5, Oslo",170 ,Oslo
Totalpris: 2 590 180 ,"Strømsveien 20, Oslo",16 ,Oslo
Totalpris: 7 233 763 ,"Ljabruveien 11, Oslo",84 ,Oslo
Totalpris: 16 369 250 ,"Bestumveien 76E, Oslo",170 ,Oslo
Totalpris: 5 190 371 ,"Enebakkveien 79, Oslo",62 ,Oslo
Totalpris: 6 266 940 ,"Bygdøy allé 70, Oslo",50 ,Oslo
Totalpris: 4 098 063 ,"Thorvald Meyers gate 5, Oslo",31 ,Oslo
Totalpris: 4 338 671 ,"Bjerregaards gate 19, Oslo",32 ,Oslo
Totalpris: 14 350 650 ,"Skovveien 17, Oslo",118 ,Oslo
Totalpris: 15 027 900 ,"Melkeveien 15 - A2, Oslo",85 ,Oslo
Totalpris: 2 786 639 ,"Stavangergata 46A, Oslo",15 ,Oslo
Totalpris: 39 924 990 ,"Halvdan Svartes gate 38 A, Oslo",319 ,Oslo
Totalpris: 16 578 331 - 16 874 893 ,"Prosjektet 14, Toppleiligheter.  Visningssenter i Frysjaveien 44, Oslo, Oslo",111 - 115 ,Oslo
Totalpris: 16 308 400 ,"Ullern allé 41, Oslo",139 ,Oslo
Totalpris: 9 239 440 ,"Schæffers gate 8A, Oslo",82 ,Oslo
Totalpris: 21 013 500 ,"Lønnhaugen allé 1, Oslo",81 ,Oslo
Totalpris: 19 883 250 ,"Wildenveybakken 1, Oslo",333 ,Oslo
Totalpris: 4 549 098 ,"Sars' gate 31L, Oslo",311 ,Oslo
Totalpris: 6 420 000 ,"Nordahl Bruns gate 8, Oslo",55 ,Oslo
Totalpris: 13 835 900 - 15 335 900 ,"Kastellbakken 2, Oslo",61 ,Oslo
Totalpris: 11 763 662 ,"Gladengveien 8, A508 - Transport, Oslo",179 ,Oslo
Totalpris: 4 646 240 ,"Sinsenveien 5B, Oslo",84 ,Oslo
Totalpris: 10 772 990 ,"Høybråtenveien 43H, Oslo",40 ,Oslo
Totalpris: 5 623 455 ,"Nedslagsveien 7, Oslo",198 ,Oslo
Totalpris: 8 573 221 ,"Dælenenggata 40G, Oslo",66 ,Oslo
Totalpris: 16 030 133 - 30 637 544 ,"Hoffsveien 49 A og C, Oslo",82 ,Oslo
Totalpris: 5 110 950 ,"Sannergata 17 A, Oslo",129 - 173 ,Oslo
Totalpris: 11 481 240 ,"Sørkedalsveien 9B, Oslo",58 ,Oslo
Totalpris: 18 357 950 ,"Via Nova 8, Oslo",85 ,Oslo
Totalpris: 8 842 783 ,"Holmenkollveien 76C, Oslo",268 ,Oslo
Totalpris: 4 883 221 ,"Smeltedigelen 2, Oslo",108 ,Oslo
Totalpris: 8 661 143 - 9 965 518 ,"Visningssenter i Frysjaveien 44 - Ager Borettslag - Salgstrinn 1 - Oppgang A/B/C, Oslo",55 ,Oslo
Totalpris: 5 277 836 ,"Sørkedalsveien 226, Oslo",88 - 95 ,Oslo
Totalpris: 12 927 370 - 13 527 370 ,"Vitigrend boligsameie salgstrinn 2. Oppmøte for visninger er Ullveien 46., Oslo",73 ,Oslo
Totalpris: 15 886 670 ,"Kaptein Oppegaards vei 32C, Oslo",139 - 140 ,Oslo
Totalpris: 6 093 347 ,"Gladengveien 8, D104 - Transport, Oslo",188 ,Oslo
Totalpris: 4 467 240 ,"Alnagata 11, Oslo",57 ,Oslo
Totalpris: 8 926 015 ,"Sorgenfrigata 40 B, Oslo",33 ,Oslo
Totalpris: 17 951 000 ,"Kapellveien 124 Prosjekt, Oslo",87 ,Oslo
Totalpris: 6 980 450 ,"Sørengkaia 98, Oslo",189 ,Oslo
Totalpris: 9 247 960 - 10 147 960 ,"Løren botaniske hus 6, Slåttehumla brl, Visningsleilighet i Børsteveien 29, Oslo",63 ,Oslo
Totalpris: 14 780 681 - 24 061 315 ,"Hoffsveien 47 og 49 C, Oslo",97 - 112 ,Oslo
Totalpris: 8 132 018 ,"Vollebekk torgkvartal - Salgstrinn 1 - Visningsleilighet i Brobekkveien 58F, 6. etasje., Oslo",119 - 141 ,Oslo
Totalpris: 13 516 700 ,"Rundhaugveien 15 B, Oslo",83 ,Oslo
Totalpris: 6 361 000 ,"Bånkallstubben 18B, Oslo",121 ,Oslo
Totalpris: 13 855 000 ,"ØSTERLI TERRASSE 19, Oslo",165 ,Oslo
Totalpris: 1 128 740 ,"Briskebyveien 48, Oslo",150 ,Oslo
Totalpris: 9 840 713 ,"Pilestredet 68A, Oslo",10 ,Oslo
Totalpris: 8 906 969 ,"Mikrobølgen 8E, Oslo",84 ,Oslo
Totalpris: 5 548 450 ,"Tøyengata 32, Oslo",107 ,Oslo
Totalpris: 7 325 820 ,"MARIDALSVEIEN 39C, Oslo",76 ,Oslo
Totalpris: 5 167 981 ,"Betzy Kjelsbergs vei 15, Oslo",69 ,Oslo
Totalpris: 25 735 560 ,"Oscars gate 74, Oslo",66 ,Oslo
Totalpris: 4 098 880 ,"Rugdeberget 2, Oslo",127 ,Oslo
Totalpris: 15 695 780 ,"Bygdøy allé 17, Oslo",79 ,Oslo
Totalpris: 14 319 250 ,"Fjellhus allé 22, Oslo",166 ,Oslo
Totalpris: 9 235 900 ,"Frysjaveien 14, Oslo",214 ,Oslo
Andel ∙ Leilighet ∙ 4 soverom,"Ensjøveien 12D, Oslo",102 ,Oslo
Totalpris: 6 878 250 ,"Freserveien 31, Oslo",77 ,Oslo
Totalpris: 5 163 221 ,"Frysjaveien 17A, Oslo",67 ,Oslo
Totalpris: 5 374 221 ,"Betzy Kjelsbergs vei 13, Oslo",66 ,Oslo
Totalpris: 3 825 696 ,"Brettevilles gate 21, Oslo",38 ,Oslo
Totalpris: 3 850 463 ,"Selvbyggerveien 52, Oslo",36 ,Oslo
Totalpris: 5 227 181 ,"Lysehagan 50, Oslo",68 ,Oslo
Totalpris: 33 726 993 ,"Drammensveien 72, Oslo",61 ,Oslo
Totalpris: 5 639 720 - 18 862 110 ,"Marstrandgata 11, Oslo",82 ,Oslo
Totalpris: 15 573 500 ,"Frøyas gate 1, Oslo",202 ,Oslo
Totalpris: 4 601 104 ,"Hølandsgata 22B, Oslo",37 - 118 ,Oslo
Totalpris: 5 289 650 ,"Grønvoll allé 38, Oslo",125 ,Oslo
Totalpris: 10 232 073 ,"Gladengveien 8, Oslo",36 ,Oslo
Totalpris: 5 802 603 ,"Øvrefoss 8 D, Oslo",43 ,Oslo
Totalpris: 6 618 050 ,"Dalssvingen 14A, Oslo",75 ,Oslo
Totalpris: 6 592 733 ,"Treschows gate 19, Oslo",41 ,Oslo
Totalpris: 4 516 466 ,"Uranienborgveien 26, Oslo",120 ,Oslo
Totalpris: 19 280 437 ,"Trondheimsveien 197 A, Oslo",72 ,Oslo
Andel ∙ Tomannsbolig ∙ 3 soverom,"Bredes vei 15 - 17 - 19, Oslo",36 ,Oslo
Totalpris: 23 595 500 ,"Arnebråtveien 99, Oslo",190 ,Oslo
Totalpris: 15 273 500 ,"Engebråtveien 13, Oslo",235 ,Oslo
Totalpris: 8 628 750 ,"Grorudveien 102C, Oslo",309 ,Oslo
Totalpris: 18 451 000 ,"Myrerskogveien 54E, Oslo",202 ,Oslo
Totalpris: 23 063 740 ,"Skjoldveien 1B, Oslo",111 ,Oslo
Totalpris: 4 891 981 ,"Nordåssløyfa 37B, Oslo",300 ,Oslo
Totalpris: 4 755 221 ,"Enebakkveien 180, Oslo",104 ,Oslo
Totalpris: 10 968 150 ,"Ekebergveien 226A, Oslo",67 ,Oslo
Fellesutg.: 5 776 ,"Stovnerbakken 179A, Oslo",102 ,Oslo
Totalpris: 5 072 690 ,"Sinsenveien 47D, leil. A2-119, Oslo",123 ,Oslo
Totalpris: 6 369 650 ,"Bergrådveien 40, Oslo",37 ,Oslo
Totalpris: 13 426 831 ,"Thomas Heftyes gate 54B, Oslo",65 ,Oslo
Totalpris: 6 589 221 ,"Midtveien 65, Oslo",108 ,Oslo
Totalpris: 13 849 140 ,"Lillevannsveien 65E, Oslo",76 ,Oslo
Totalpris: 14 350 857 ,"August Cappelens gate 2, Oslo",198 ,Oslo
Totalpris: 8 159 650 ,"Frysjaveien 42H, Oslo",164 ,Oslo
Totalpris: 4 070 382 ,"Trondheimsveien 64, Oslo",82 ,Oslo
Totalpris: 5 955 900 ,"Frysjaveien 25A, Oslo",30 ,Oslo
Totalpris: 7 688 500 ,"Grorudveien 30A, Oslo",54 ,Oslo
Totalpris: 4 483 682 ,"Haarklous plass 15B, Oslo",192 ,Oslo
Totalpris: 6 324 431 ,"Olaf Bulls vei 12, Oslo",45 ,Oslo
Totalpris: 11 173 500 ,"Linjeveien 72A, Oslo",103 ,Oslo
Totalpris: 4 955 929 ,"Trondheimsveien 182, Oslo",244 ,Oslo
Totalpris: 14 275 768 ,"Inkognitogata 4, Oslo",55 ,Oslo
Totalpris: 4 206 034 ,"Holmlia Senter vei 31, Oslo",110 ,Oslo
Totalpris: 6 482 561 ,"Hovseterveien 96, Oslo",102 ,Oslo
Totalpris: 21 191 200 ,"Sollerudveien 20 K og L, Oslo",78 ,Oslo
Totalpris: 9 542 950 ,"Nordtvetbakken 1, Oslo",219 ,Oslo
Totalpris: 6 868 740 ,"Hovinveien 37J, Oslo",164 ,Oslo
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Silurveien 18-20, Oslo",68 ,Oslo
Totalpris: 4 228 754 ,"Granbergstubben 72, Oslo",112 ,Oslo
Totalpris: 5 270 257 ,"Kløfterhagen 25 B, Oslo",99 ,Oslo
Totalpris: 26 576 133 ,"Vålveien 8, Oslo",212 ,Oslo
Totalpris: 4 592 481 ,"Skøyenåsveien 18, Oslo",64 ,Oslo
Totalpris: 18 676 240 - 21 676 240 ,"Arnebråtveien 137A, Oslo",63 ,Oslo
Totalpris: 5 890 269 ,"Silurveien 35, Oslo",162 - 184 ,Oslo
Totalpris: 13 838 500 ,"Holmenkollveien 160A, Oslo",58 ,Oslo
Totalpris: 56 376 000 - 62 526 000 ,"Nordbergveien 75, Oslo",165 ,Oslo
Totalpris: 3 264 566 ,"Oscars gate 19, Oslo",218 - 320 ,Oslo
Totalpris: 7 921 967 - 16 111 603 ,"Ekebergveien 239, Oslo",18 ,Oslo
Totalpris: 51 269 500 ,"Ullveien 1, Oslo",67 - 120 ,Oslo
Totalpris: 6 761 346 ,"Golfstubben 6, Oslo",526 ,Oslo
Totalpris: 12 218 000 ,"Tormods vei 1D, Oslo",78 ,Oslo
Totalpris: 10 778 888 ,"Gladvoll Terrasse 2, Oslo",247 ,Oslo
Totalpris: 5 469 997 ,"Schouterrassen 11, Oslo",118 ,Oslo
Totalpris: 15 021 750 - 15 721 750 ,"Via Nova 13, Oslo",66 ,Oslo
Totalpris: 8 245 481 ,"Simon Darres vei 61, Oslo",178 - 185 ,Oslo
Totalpris: 5 440 981 ,"Nåkkves vei 3, Oslo",133 ,Oslo
Totalpris: 13 130 490 ,"Smedhaugen 3D, Oslo",85 ,Oslo
Totalpris: 13 838 500 ,"Kjelsåsveien 29F, Oslo",150 ,Oslo
Totalpris: 79 951 000 ,"Vallegata 3, Oslo",130 ,Oslo
Totalpris: 8 411 000 ,"Grantunet 1, Oslo",380 ,Oslo
Totalpris: 10 960 596 ,"Seilduksgata 25B, Oslo",208 ,Oslo
Totalpris: 24 498 740 ,"Karlstadgata 2B, Oslo",193 ,Oslo
Totalpris: 5 937 906 ,"Myrhaugen 27, Oslo",204 ,Oslo
Totalpris: 13 931 331 ,"Majorstuveien 35B, Oslo",70 ,Oslo
Totalpris: 26 343 500 ,"Ullernveien 24D, Oslo",125 ,Oslo
Totalpris: 3 760 221 ,"Ammerudhellinga 74, Oslo",303 ,Oslo
Totalpris: 14 555 005 ,"Vækerøveien 28G, Oslo",74 ,Oslo
Totalpris: 30 546 240 ,"Christian Benneches vei 4 G, Oslo",154 ,Oslo
Totalpris: 4 926 240 ,"Åslandhellinga 210B, Oslo",288 ,Oslo
Totalpris: 4 682 900 ,"Haakon Tveters vei 70, Oslo",112 ,Oslo
