trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/2413201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2413201.html"
"http://aikataulut.hsl.fi/pysakit/fi/2152241.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2152241.html"
"http://aikataulut.hsl.fi/pysakit/fi/2152242.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2152242.html"
"http://aikataulut.hsl.fi/pysakit/fi/2215254.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2215254.html"
"http://aikataulut.hsl.fi/pysakit/fi/2215255.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2215255.html"
"http://aikataulut.hsl.fi/pysakit/fi/2111219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2111219.html"
"http://aikataulut.hsl.fi/pysakit/fi/2114222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2114222.html"
"http://aikataulut.hsl.fi/pysakit/fi/2421204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2421204.html"
"http://aikataulut.hsl.fi/pysakit/fi/2421205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2421205.html"
"http://aikataulut.hsl.fi/pysakit/fi/2222215.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2222215.html"
"http://aikataulut.hsl.fi/pysakit/fi/2222216.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2222216.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322209.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322209.html"
"http://aikataulut.hsl.fi/pysakit/fi/2511219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2511219.html"
"http://aikataulut.hsl.fi/pysakit/fi/2332205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2332205.html"
"http://aikataulut.hsl.fi/pysakit/fi/2332301.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2332301.html"
"http://aikataulut.hsl.fi/pysakit/fi/2118221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2118221.html"
"http://aikataulut.hsl.fi/pysakit/fi/2118224.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2118224.html"
"http://aikataulut.hsl.fi/pysakit/fi/2432219.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2432219.html"
"http://aikataulut.hsl.fi/pysakit/fi/2432240.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2432240.html"
"http://aikataulut.hsl.fi/pysakit/fi/2722289.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2722289.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322248.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322248.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322239.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322239.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322240.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322240.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322232.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322232.html"
"http://aikataulut.hsl.fi/pysakit/fi/2322234.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2322234.html"
"http://aikataulut.hsl.fi/pysakit/fi/2511221.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2511221.html"
"http://aikataulut.hsl.fi/pysakit/fi/2633220.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2633220.html"
"http://aikataulut.hsl.fi/pysakit/fi/2633222.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2633222.html"
"http://aikataulut.hsl.fi/pysakit/fi/2612226.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2612226.html"
"http://aikataulut.hsl.fi/pysakit/fi/2143204.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2143204.html"
"http://aikataulut.hsl.fi/pysakit/fi/2113203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2113203.html"
"http://aikataulut.hsl.fi/pysakit/fi/2161201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2161201.html"
"http://aikataulut.hsl.fi/pysakit/fi/2161202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2161202.html"
"http://aikataulut.hsl.fi/pysakit/fi/2521217.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2521217.html"
"http://aikataulut.hsl.fi/pysakit/fi/2521218.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2521218.html"
"http://aikataulut.hsl.fi/pysakit/fi/2723246.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2723246.html"
"http://aikataulut.hsl.fi/pysakit/fi/2723272.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2723272.html"
"http://aikataulut.hsl.fi/pysakit/fi/2724251.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2724251.html"
"http://aikataulut.hsl.fi/pysakit/fi/2724270.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2724270.html"
"http://aikataulut.hsl.fi/pysakit/fi/2645201.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2645201.html"
"http://aikataulut.hsl.fi/pysakit/fi/2645202.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2645202.html"
"http://aikataulut.hsl.fi/pysakit/fi/2141234.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2141234.html"
"http://aikataulut.hsl.fi/pysakit/fi/2143203.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/2143203.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240133.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1240133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1240134.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1240134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491139.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1491139.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402299.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1402299.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472100.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1472100.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472135.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1472135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472148.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1472148.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293115.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293116.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293117.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293118.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362143.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362143.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362144.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362144.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362149.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362149.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362150.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362150.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291146.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291146.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291149.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291149.html"
"http://aikataulut.hsl.fi/pysakit/fi/1285164.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1285164.html"
"http://aikataulut.hsl.fi/pysakit/fi/1285165.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1285165.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320205.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1320205.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320206.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1320206.html"
"http://aikataulut.hsl.fi/pysakit/fi/1454128.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1454128.html"
"http://aikataulut.hsl.fi/pysakit/fi/1454123.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1454123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1454124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1454124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382123.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382163.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382163.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382164.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382164.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382174.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382174.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382176.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382176.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382185.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382185.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382188.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1382188.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1401129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040440.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1040440.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020448.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020448.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020449.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020449.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341118.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1341118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341119.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1341119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122440.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1122440.html"
"http://aikataulut.hsl.fi/pysakit/fi/1122441.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1122441.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1432124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291112.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291113.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1270102.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1270102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1270103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1270103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291121.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291122.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1260105.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1260105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1260180.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1260180.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130442.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130442.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130443.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130443.html"
"http://aikataulut.hsl.fi/pysakit/fi/1230103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1230103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1230104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1230104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1230405.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1230405.html"
"http://aikataulut.hsl.fi/pysakit/fi/1230406.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1230406.html"
"http://aikataulut.hsl.fi/pysakit/fi/1232104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1232104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1230407.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1230407.html"
"http://aikataulut.hsl.fi/pysakit/fi/1232102.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1232102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1453109.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1453109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1453110.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1453110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1453123.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1453123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1040129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130119.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130120.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130446.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130446.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130447.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1130447.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402119.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1402119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402153.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1402153.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173101.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173112.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173401.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173402.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173407.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173407.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173434.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1173434.html"
"http://aikataulut.hsl.fi/pysakit/fi/1433105.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1433105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1433106.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1433106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352139.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1352139.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352142.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1352142.html"
"http://aikataulut.hsl.fi/pysakit/fi/1455129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1455129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1455130.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1455130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1464135.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1464135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465136.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1465136.html"
"http://aikataulut.hsl.fi/pysakit/fi/1383119.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1383119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1383159.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1383159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1531159.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1531159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1531160.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1531160.html"
"http://aikataulut.hsl.fi/pysakit/fi/1541174.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1541174.html"
"http://aikataulut.hsl.fi/pysakit/fi/1541191.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1541191.html"
"http://aikataulut.hsl.fi/pysakit/fi/1546103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1546103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1385104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1385104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1411102.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1411102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1411103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1411103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1531153.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1531153.html"
"http://aikataulut.hsl.fi/pysakit/fi/1531154.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1531154.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171122.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171442.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171442.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180121.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1180121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180443.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1180443.html"
"http://aikataulut.hsl.fi/pysakit/fi/1335102.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1335102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1335103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1335103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362145.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362145.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362146.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362146.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040123.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1040123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1040124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1040124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1364103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1364103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1364104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1364104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401121.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1401121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401152.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1401152.html"
"http://aikataulut.hsl.fi/pysakit/fi/1112104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1112104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1112105.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1112105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1203401.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1203401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1203402.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1203402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1602206.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1602206.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1301129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301144.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1301144.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171154.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171154.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171158.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171411.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171411.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171412.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171412.html"
"http://aikataulut.hsl.fi/pysakit/fi/1060101.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1060101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1060129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1060129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1050401.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1050401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1060103.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1060103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1060104.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1060104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1060404.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1060404.html"
"http://aikataulut.hsl.fi/pysakit/fi/1070424.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1070424.html"
"http://aikataulut.hsl.fi/pysakit/fi/1204401.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1204401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1204402.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1204402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291172.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291172.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291173.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1291173.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293123.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1293124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020128.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020128.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020130.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020131.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020132.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020132.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020133.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020135.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020237.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020237.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020239.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020239.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020241.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020241.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020243.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020243.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020245.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020245.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020249.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020249.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020251.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020251.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020253.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020253.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020255.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020255.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020257.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020257.html"
"http://aikataulut.hsl.fi/pysakit/fi/1020259.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1020259.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220101.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1220101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220180.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1220180.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341124.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1341124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1341125.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1341125.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171120.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171134.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171135.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171444.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171444.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171445.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171445.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171457.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171457.html"
"http://aikataulut.hsl.fi/pysakit/fi/1171458.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1171458.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201110.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1201110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1201122.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1201122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362129.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362130.html",fi,"http://aikataulut.hsl.fi/pysakit/fi/1362130.html"
