service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1001_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001 3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001 3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001 3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001 3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001 3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1001 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001 5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1001 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001H3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001H3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001H3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001H3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001H3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001H4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001H4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001H4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001H4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001H4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1001H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1001H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1001H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1001H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1001H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1001H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1001H7_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1001H7_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1001T_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1001T_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1001T6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1001T6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002 3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002 3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002 3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002 3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002 3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002 3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002 3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002 4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002 4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002 4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002 4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002 4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002 4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002 4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002 6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002 6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002H3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002H3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002H3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002H3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002H3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002H3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002H3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002H4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002H4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002H4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002H4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002H4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002H4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002H4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1002H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1002H6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1002H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1002H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1002H6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1002H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1002H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003 3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003 3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003 3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003 3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003 3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003 3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003 3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003 4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003 4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003 4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003 4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003 4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003 4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003 4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003 6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003 6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003H3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003H3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003H4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003H4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003H4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003H4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003H4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003H4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003H4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003H6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003H7_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003H7_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003H7_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003H7_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003H7_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003H7_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003H7_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1003N_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1003N_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1003N_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1003N_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1003N_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1003N_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1003N_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004 3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004 3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004 3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004 3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004 3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004 3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004 3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004 4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004 4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004 4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004 4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004 4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004 4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004 4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004 5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004 6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004 6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004H3_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004H3_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004H3_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004H3_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004H3_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004H3_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004H3_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004H4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004H4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004H4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004H4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004H4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004H4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004H4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1004H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1004H6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1004H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1004H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1004H6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1004H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1004H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1005_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1005_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1005_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1005_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1005_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1005_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1005_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1005 4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1005 4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1005 4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1005 4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1005 4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1005 4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1005 4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1005H4_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1005H4_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1005H4_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1005H4_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1005H4_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1005H4_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1005H4_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1006_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1006_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1006_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1006_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1006_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1006_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1006_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1006 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1006 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1006 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1006 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1006 5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1006 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1006 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1006 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1006 6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1006 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1006 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1006 6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1006 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1006 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1006H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1006H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1006H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1006H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1006H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1006H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1006H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1006H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1006H6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1006H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1006H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1006H6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1006H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1006H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1007_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1007_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1007_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1007_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1007_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1007_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1007_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1007 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1007 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1007 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1007 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1007 5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1007 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1007 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1007 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1007 6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1007 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1007 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1007 6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1007 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1007 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1007H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1007H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1007H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1007H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1007H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1007H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1007H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1007H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1007H6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1007H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1007H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1007H6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1007H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1007H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1008_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1008_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1008_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1008_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1008 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1008 5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1008 5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1008 5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1008 5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1008 5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008 6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1008 6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1008 6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1008 6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1008 6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008H5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1008H5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1008H5_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1008H5_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1008H5_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1008H5_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1008H5_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008H6_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1008H6_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1008H6_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1008H6_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1008H6_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1008H7_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1008H7_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1008T_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1008T_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1008T6_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1008T6_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1009_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1009_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
1009_20240917_20241115_Ma,1,0,0,0,0,0,0,20240917,20241115
1009_20240917_20241115_Pe,0,0,0,0,1,0,0,20240917,20241115
1009_20240917_20241115_Su,0,0,0,0,0,0,1,20240917,20241115
1009_20240917_20241115_Ti,0,1,0,0,0,0,0,20240917,20241115
1009_20240917_20241115_To,0,0,0,1,0,0,0,20240917,20241115
1009 5_20240917_20241115_Ke,0,0,1,0,0,0,0,20240917,20241115
1009 5_20240917_20241115_La,0,0,0,0,0,1,0,20240917,20241115
