stop_id,stop_city
2506400,Washington
2506388,Washington
2506391,Washington
2506399,Washington
2506393,Washington
2506392,Washington
2506396,Washington
2506390,Washington
2506387,Washington
2506402,Washington
2506389,Washington
2506398,Washington
2506401,Washington
2506395,Washington
2506394,Washington
2506397,Washington
2506386,Washington
