price,address,area,latLong.longitude,latLong.latitude,country,price_per_sqm
605059.0,"3424 NE 63rd Ave, Portland, OR 97213",189.707926,-122.59805,45.54783,USA,3189.423935824379
499590.0,"2420 NE 61st Ave, Portland, OR 97213",218.786565,-122.60019,45.540546,USA,2283.4583101572075
363995.45,"6334 N Omaha Ave, Portland, OR 97217",142.977717,-122.6899,45.56866,USA,2545.819430030485
590590.0,"9440 SW 49th Ave, Portland, OR 97219",244.241987,-122.72699,45.456867,USA,2418.0527158911464
672490.0,"3735 SE Clay St, Portland, OR 97214",260.871624,-122.624954,45.511604,USA,2577.857988878085
409409.0,"2805 NW Upshur St APT J, Portland, OR 97210",107.58167399999999,-122.70895,45.536213,USA,3805.5645053450276
718809.0,"2325 NE 53rd Ave, Portland, OR 97213",232.629112,-122.6092,45.539455,USA,3089.93570847659
909909.0,"2545 NW Mildred St, Portland, OR 97210",221.573655,-122.704,45.525303,USA,4106.575756941862
377650.0,"3930 SE 62nd Ave, Portland, OR 97206",105.537808,-122.59913,45.494064,USA,3578.338485104788
500500.0,"2924 NE 34th Ave, Portland, OR 97212",160.72219,-122.62936,45.54407,USA,3114.069065385433
445809.0,"6324 NE Grand Ave, Portland, OR 97211",155.426719,-122.660065,45.568634,USA,2868.290618680563
272909.0,"7052 NE Irving St, Portland, OR",,-122.590294,45.52768,USA,
313950.0,"9579 N Lombard St, Portland, OR 97203",126.34808,-122.759834,45.595676,USA,2484.802301704941
195650.0,"14848 SE Caruthers Ct, Portland, OR 97233",109.811346,-122.509575,45.5065,USA,1781.6920302570556
427700.0,"55 NE Graham St, Portland, OR 97212",169.640878,-122.66512,45.542976,USA,2521.208361112114
932750.0,"1330 SW Orinda Way, Portland, OR 97225",329.062426,-122.79201,45.509926,USA,2834.568538676002
122850.0,"1134 SW Jefferson St, Portland, OR",,-122.6861,45.51634,USA,
318500.0,"2310 SE 152nd Ave, Portland, OR 97233",82.312058,-122.50671,45.505825,USA,3869.4209297986454
659750.0,"2141 NW Davis St APT 103, Portland, OR 97210",129.228073,-122.695496,45.52442,USA,5105.314849042127
409409.0,"2165 NW Everett St, Portland, OR 97210",93.83203,-122.69571,45.525074,USA,4363.211581375784
636909.0,"15429 SE Henderson Way, Portland, OR 97236",245.635532,-122.50463,45.46984,USA,2592.9025610187373
444990.0,"10117 NW Wilark Ave, Portland, OR 97231",179.116984,-122.78412,45.59491,USA,2484.3540241834353
