price,adresse,area,city,country,price_per_sqm
343907.12,"Skjoldvegen 61B, Nesttun",44.0,Bergen,Norway,7816.070909090909
422445.32999999996,"Nesttunvegen 3, Paradis",60.0,Bergen,Norway,7040.755499999999
291001.63999999996,"Hordnesvegen 89B, Fana",151.0,Bergen,Norway,1927.1631788079467
1059446.0399999998,"Geithusvegen 39, Hjellestad",101.0,Bergen,Norway,10489.564752475246
419993.89999999997,"Stokkedalen 27, Straumsgrend",152.0,Bergen,Norway,2763.1177631578944
351804.5,"Toppevegen 32, Mjølkeråen",105.0,Bergen,Norway,3350.519047619048
600537.1399999999,"Sandsliåsen 57C, Sandsli",128.0,Bergen,Norway,4691.696406249999
596674.708,"Sundts veg 85, Nesttun",101.0,Bergen,Norway,5907.670376237624
881985.0399999999,"Langenesvegen 59, Blomsterdalen",199.0,Bergen,Norway,4432.085628140703
1985137.9999999998,"Fjellveien 42, Bergen",315.0,Bergen,Norway,6302.0253968253965
1231145.9,"Sanddalsbotn 53, Nesttun",274.0,Bergen,Norway,4493.233211678832
361501.0,"Øvre Lyngbø 13, Laksevåg",132.0,Bergen,Norway,2738.6439393939395
705719.44,"Kistebakkane 2, Mjølkeråen",305.0,Bergen,Norway,2313.8342295081966
559940.84,"Nesttunvegen 3, Paradis",79.0,Bergen,Norway,7087.8587341772145
856054.7499999999,"Ellingshaugen 29A, Godvik",170.0,Bergen,Norway,5035.616176470588
617136.0,"Olsvikveien 132, Olsvik",252.0,Bergen,Norway,2448.9523809523807
860354.7499999999,"Ellingshaugen 29B, Godvik",170.0,Bergen,Norway,5060.910294117646
539872.74,"Dolvikbakken 155, bolig B105, Søreidgrend",130.0,Bergen,Norway,4152.86723076923
254860.13999999998,"Lokketovegen 5, Mjølkeråen",192.0,Bergen,Norway,1327.3965624999998
520604.43999999994,"Janaveien 165, Godvik",176.0,Bergen,Norway,2957.9797727272726
353758.67799999996,"Fæsteråsen 29, Olsvik",110.0,Bergen,Norway,3215.987981818181
991192.1399999999,"Sundts veg 58, Nesttun",164.0,Bergen,Norway,6043.854512195121
485396.89999999997,"Kringlebotn 389, Nesttun",184.0,Bergen,Norway,2638.0266304347824
661231.6399999999,"Kjenndalslia 45, Nesttun",197.0,Bergen,Norway,3356.50578680203
493080.13999999996,"Morviklien 10B, Morvik",130.0,Bergen,Norway,3792.9241538461533
11035563.0,"Skipanesvegen 264, Hjellestad",477.0,Bergen,Norway,23135.35220125786
429756.79199999996,"Gyldenprisveien 16, Bergen",67.0,Bergen,Norway,6414.28047761194
557527.766,"Breivikdalen 63, Godvik",105.0,Bergen,Norway,5309.788247619047
971286.58,"Birkeveien 18, Bergen",274.0,Bergen,Norway,3544.8415328467154
429027.33999999997,"Bohrs gate 6, Bergen",112.0,Bergen,Norway,3830.6012499999997
309044.44,"Vestre Vallavegen 31, Nesttun",175.0,Bergen,Norway,1765.9682285714287
960941.6399999999,"Sandbrekkevegen 20, Paradis",139.0,Bergen,Norway,6913.249208633093
1101981.64,"Sandbrekkevegen 20, Paradis",143.0,Bergen,Norway,7706.165314685314
457311.01999999996,"Vallastølen C104, Nesttun",109.0,Bergen,Norway,4195.513944954128
487411.01999999996,"Vallastølen C304, Nesttun",112.0,Bergen,Norway,4351.884107142857
218720.36,"Nordstrandvegen 37, Ytre Arna",60.0,Bergen,Norway,3645.339333333333
412675.73,"Nesttunvegen 3, Paradis",60.0,Bergen,Norway,6877.928833333333
667058.1399999999,"Ture Nermans vei 64, Fyllingsdalen",205.0,Bergen,Norway,3253.942146341463
398003.78599999996,"PRESIDENT CHRISTIES VEI 26, Straumsgrend",60.0,Bergen,Norway,6633.396433333332
234943.4,"Aurdalslia 22, Sandsli",87.0,Bergen,Norway,2700.4988505747124
661524.8999999999,"Smøråsvegen 69, Rådal",124.0,Bergen,Norway,5334.878225806451
256970.14999999997,"Skoglien 35, Bergen",60.0,Bergen,Norway,4282.835833333333
661696.8999999999,"Straumesvingen 36, Straumsgrend",195.0,Bergen,Norway,3393.3174358974356
344000.0,"Nyhavn 4, Bergen",40.0,Bergen,Norway,8600.0
1322357.5,"Sanddalsvegen 21, Nesttun",158.0,Bergen,Norway,8369.351265822785
1120128.5,"Storetveitåsen 25, Bergen",197.0,Bergen,Norway,5685.931472081218
705786.5199999999,"Eidsvågveien 7A, Eidsvågneset",149.0,Bergen,Norway,4736.822281879194
1102756.5,"Myntevikvegen 112, Blomsterdalen",195.0,Bergen,Norway,5655.161538461539
687203.6399999999,"Sandbrekkevegen 20, Paradis",125.0,Bergen,Norway,5497.62912
854981.0399999999,"Jacob Kjødes veg 4A, Paradis",91.0,Bergen,Norway,9395.396043956043
859567.4199999999,"Fantoftvegen 57D, Bergen",114.0,Bergen,Norway,7540.0650877192975
360453.778,"Nøstegaten 81, Bergen",54.0,Bergen,Norway,6675.069962962963
124436.84,"Lien 42, Bergen",24.0,Bergen,Norway,5184.868333333333
429541.61999999994,"NESTTUNVEGEN 3, Paradis",60.0,Bergen,Norway,7159.026999999999
450476.6,"Neumanns gate 16, Bergen",85.0,Bergen,Norway,5299.724705882352
441646.29199999996,"Salhusvegen 98 og 100, Mjølkeråen",124.0,Bergen,Norway,3561.66364516129
705319.5399999999,"Søndre Allmenningen 6, Bergen",183.0,Bergen,Norway,3854.2051366120213
531264.14,"Dolvikbakken 161, bolig B103, Søreidgrend",130.0,Bergen,Norway,4086.647230769231
573081.6399999999,"Troldhaugvegen 2A, Paradis",222.0,Bergen,Norway,2581.4488288288285
263669.12,"Skulstadvegen 11, Trengereid",73.0,Bergen,Norway,3611.9057534246576
728468.1599999999,"Sundts veg 170 - Blomsterhyllen C402, Nesttun",116.0,Bergen,Norway,6279.897931034482
959778.0599999999,"Sundts veg 188 - Parkhuset A304, Nesttun",126.0,Bergen,Norway,7617.28619047619
1260424.5999999999,"Sundts veg 91, Nesttun",187.0,Bergen,Norway,6740.238502673796
881819.0599999999,"Sundts veg 188 - Parkhuset  - A403, Nesttun",109.0,Bergen,Norway,8090.083119266054
373051.144,"Ådnavegen 50, Indre Arna",84.0,Bergen,Norway,4441.085047619047
22152.911999999997,"Damsgårdsveien 50, Bergen",250000.0,Bergen,Norway,0.08861164799999999
951047.34,"Sundts veg 188 - Parkhuset - A302, Nesttun",122.0,Bergen,Norway,7795.469999999999
589090.5399999999,"Sundts veg 184 TH 02, Nesttun",98.0,Bergen,Norway,6011.127959183673
374099.99999999994,"ARNATVEITLIA 25, Arnatveit",100.0,Bergen,Norway,3740.9999999999995
26495.309999999998,"Nattlandsveien 8, Bergen",12.0,Bergen,Norway,2207.9424999999997
946049.536,"Colletts gate 31, Oslo",113.0,Oslo,Norway,8372.11978761062
582429.066,"Landingsveien 18, Oslo",105.0,Oslo,Norway,5546.943485714286
1053499.14,"Sandakerveien 56C, Oslo",118.0,Oslo,Norway,8927.95881355932
535613.59,"Silurveien 42, Oslo",94.0,Oslo,Norway,5698.016914893617
595201.5279999999,"Midtstugrenda 43, Oslo",95.0,Oslo,Norway,6265.279242105263
1412046.0399999998,"Snippen 8B, Oslo",126.0,Oslo,Norway,11206.714603174602
346652.84199999995,"Anna Rogstads vei 23, Oslo",54.0,Oslo,Norway,6419.497074074073
429972.30799999996,"Schweigaards gate 94B, Oslo",55.0,Oslo,Norway,7817.678327272726
547531.0399999999,"Konows gate 83A, Oslo",78.0,Oslo,Norway,7019.628717948717
1456237.9999999998,"Høyboveien 7F, Oslo",191.0,Oslo,Norway,7624.282722513088
291264.886,"Sverdrups Gate 17A, Oslo",24.0,Oslo,Norway,12136.036916666666
747643.0639999999,"Alunsjøveien 52A, Oslo",172.0,Oslo,Norway,4346.762
2115686.0,"Jerpefaret 12, Oslo",156.0,Oslo,Norway,13562.089743589744
789943.5399999999,"Toftes gate 21A, Oslo",89.0,Oslo,Norway,8875.770112359549
1196298.7,"Trollåsveien 6 A, Oslo",175.0,Oslo,Norway,6835.992571428571
1204898.7,"Trollåsveien 6 B, Oslo",174.0,Oslo,Norway,6924.705172413793
654300.0399999999,"Mellombølgen 63, Oslo",89.0,Oslo,Norway,7351.685842696628
353939.192,"Smestadhagan 20 A, Oslo",58.0,Oslo,Norway,6102.399862068965
311057.614,"Alnagata 11, Oslo",24.0,Oslo,Norway,12960.733916666666
614438.438,"Vibes gate 21 B, Oslo",81.0,Oslo,Norway,7585.659728395061
687314.494,"Konows gate 3B, Oslo",86.0,Oslo,Norway,7992.0289999999995
356338.67799999996,"Rødstuveien 17, Oslo",41.0,Oslo,Norway,8691.187268292682
529019.5399999999,"Seljeveien 31, Oslo",61.0,Oslo,Norway,8672.451475409835
499312.55999999994,"Ivan Bjørndals gate 2, Oslo",52.0,Oslo,Norway,9602.164615384614
348825.45999999996,"Bjerkelundgata 6 A, Oslo",36.0,Oslo,Norway,9689.59611111111
559747.168,"Kjølberggata 22, Oslo",75.0,Oslo,Norway,7463.295573333333
808399.9999999999,"Stovnerveien 82 C, Oslo",9400000.0,Oslo,Norway,0.086
311780.1,"Nebbejordet 17, Oslo",79.0,Oslo,Norway,3946.583544303797
791199.9999999999,"Stovnerveien 82 A, Oslo",154.0,Oslo,Norway,5137.6623376623365
772722.8999999999,"Trondheimsveien 24B, Oslo",97.0,Oslo,Norway,7966.215463917525
349129.89999999997,"Ringshusveien 35A, Oslo",59.0,Oslo,Norway,5917.455932203389
357233.42199999996,"Vestlisvingen 19, Oslo",77.0,Oslo,Norway,4639.395090909091
406836.24399999995,"Bølerlia 151, Oslo",69.0,Oslo,Norway,5896.177449275361
1084395.5,"Bygdøy allé 58B, Oslo",102.0,Oslo,Norway,10631.328431372549
1304706.0,"Måltrostveien 7G, Oslo",243.0,Oslo,Norway,5369.16049382716
850640.534,"Hoff terrasse 4, Oslo",100.0,Oslo,Norway,8506.40534
480382.06799999997,"Wilses gate 10, Oslo",54.0,Oslo,Norway,8895.964222222221
617371.8979999999,"Sporveisgata 2A, Oslo",87.0,Oslo,Norway,7096.228712643678
585365.536,"Observatoriegata 7B, Oslo",61.0,Oslo,Norway,9596.156327868852
406366.942,"Tverrbakken 4 D, Oslo",36.0,Oslo,Norway,11287.97061111111
359391.506,"Grefsenveien 17, Oslo",43.0,Oslo,Norway,8357.942
555431.0,"Sigurd Hoels vei 120, Oslo",58.0,Oslo,Norway,9576.396551724138
386503.006,"Langgata 47, Oslo",54.0,Oslo,Norway,7157.463074074074
677000.2559999999,"Årvollveien 68H, Oslo",87.0,Oslo,Norway,7781.612137931033
735983.012,"Rostockgata, Oslo",50.0,Oslo,Norway,14719.66024
2052751.028,"John Colletts allé 35, Oslo",164.0,Oslo,Norway,12516.77456097561
386224.366,"Raukveien 1, Oslo",58.0,Oslo,Norway,6659.040793103448
250438.70799999998,"Gamle Enebakkvei 69, Oslo",36.0,Oslo,Norway,6956.630777777777
430256.366,"Hagaveien 12P, Oslo",90.0,Oslo,Norway,4780.626288888889
547454.5,"Malerhaugveien 27, Oslo",64.0,Oslo,Norway,8553.9765625
634766.0,"Mørtelverksbakken 15, Oslo",88.0,Oslo,Norway,7213.25
842408.7,"Prinsessealléen 23, Oslo",96.0,Oslo,Norway,8775.090624999999
1730315.7,"Myrhaugen 24 A-C, Oslo",166.0,Oslo,Norway,10423.588554216867
489165.59199999995,"Uelands gate 59E, Oslo",55.0,Oslo,Norway,8893.919854545453
472699.51599999995,"Eilert Sundts gate 18B, Oslo",45.0,Oslo,Norway,10504.433688888888
925681.6399999999,"Måltrostveien 96, Oslo",145.0,Oslo,Norway,6384.011310344827
468520.518,"Welhavens gate 2A, Oslo",45.0,Oslo,Norway,10411.567066666667
515784.13999999996,"Darres gate 12, Oslo",60.0,Oslo,Norway,8596.402333333333
420388.55399999995,"Fyrstikkalléen 15A, Oslo",58.0,Oslo,Norway,7248.078517241378
431956.06999999995,"Holsts gate 11A, Oslo",48.0,Oslo,Norway,8999.084791666666
818177.168,"Evald Ryghs gate 16A, Oslo",84.0,Oslo,Norway,9740.20438095238
365405.39999999997,"Regnbueveien 1, Oslo",64.0,Oslo,Norway,5709.459374999999
397229.61399999994,"Liakollveien 44B, Oslo",73.0,Oslo,Norway,5441.501561643835
972753.7399999999,"Svingen 13B, Oslo",126.0,Oslo,Norway,7720.267777777777
628657.5059999999,"Karl Flods vei 10B, Oslo",141.0,Oslo,Norway,4458.563872340425
687625.8999999999,"Fjellgata 30B, Oslo",81.0,Oslo,Norway,8489.208641975307
427735.104,"Etterstadsletta 80, Oslo",74.0,Oslo,Norway,5780.204108108108
469907.95599999995,"Olaf Bulls vei 8C, Oslo",75.0,Oslo,Norway,6265.439413333333
206420.63999999998,"Gunnar Schjelderups vei 33B, Oslo",15.0,Oslo,Norway,13761.375999999998
1379489.0199999998,"Bjerkebakken 42D, Oslo",197.0,Oslo,Norway,7002.48233502538
404760.20399999997,"Dops gate 4B, Oslo",49.0,Oslo,Norway,8260.412326530612
260015.066,"Odvar Solbergs vei 74, Oslo",61.0,Oslo,Norway,4262.542065573771
351514.93799999997,"Tante Ulrikkes vei 42B, Oslo",69.0,Oslo,Norway,5094.419391304347
961180.548,"Nobels gate 29B, Oslo",83.0,Oslo,Norway,11580.488530120481
648009.1399999999,"Sigurd Hoels vei 5, Oslo",76.0,Oslo,Norway,8526.436052631578
713761.2139999999,"Selma Ellefsens vei 3H, Oslo",91.0,Oslo,Norway,7843.529824175824
740566.6399999999,"Dyna Brygge 3, Oslo",41.0,Oslo,Norway,18062.600975609752
859427.5839999999,"Lyseskrenten 54 I, Oslo",117.0,Oslo,Norway,7345.534905982905
1894235.9999999998,"Eddaveien 20D, Oslo",208.0,Oslo,Norway,9106.903846153846
327059.54799999995,"Krumgata 4B, Oslo",22.0,Oslo,Norway,14866.34309090909
438586.49799999996,"Nobels gate 23, Oslo",48.0,Oslo,Norway,9137.218708333332
521847.99999999994,"Stenbråtveien 107B, Oslo",90.0,Oslo,Norway,5798.31111111111
700747.264,"Fjellgata 2C, Oslo",87.0,Oslo,Norway,8054.566252873563
1548846.4119999998,"Gullhaug torg 2A, Oslo",117.0,Oslo,Norway,13238.00352136752
545658.82,"Colletts gate 79, Oslo",64.0,Oslo,Norway,8525.9190625
411834.64999999997,"Olaf Schous vei 14, Oslo",53.0,Oslo,Norway,7770.465094339622
387643.366,"Skiferveien 10, Oslo",65.0,Oslo,Norway,5963.744092307692
583757.766,"Pilestredet Park 18, Oslo",56.0,Oslo,Norway,10424.24582142857
548125.73,"Paulus' plass 1A, Oslo",64.0,Oslo,Norway,8564.46453125
412025.99999999994,"Hasleveien 14, Oslo",47.0,Oslo,Norway,8766.510638297872
560359.316,"Karl Andersens vei 1D, Oslo",168.0,Oslo,Norway,3335.472119047619
396717.484,"Turbinveien 38, Oslo",41.0,Oslo,Norway,9676.036195121951
1729502.9999999998,"Utsynsveien 5E, Oslo",252.0,Oslo,Norway,6863.107142857142
370675.30799999996,"Tokerudberget 14, Oslo",125.0,Oslo,Norway,2965.402464
464936.63999999996,"Arups gate 2B, Oslo",64.0,Oslo,Norway,7264.634999999999
1275272.5,"Trostefaret 29A, Oslo",169.0,Oslo,Norway,7545.991124260355
415558.87999999995,"Rødbergveien 7 A, Oslo",67.0,Oslo,Norway,6202.371343283581
1128406.0,"Askeveien 3D, Oslo",90.0,Oslo,Norway,12537.844444444445
677088.32,"Sinsenveien 49, Oslo",82.0,Oslo,Norway,8257.17463414634
360111.24,"Kirkeveien 57, Oslo",59.0,Oslo,Norway,6103.580338983051
1514451.4,"Ullernveien 11 D, Oslo",35.0,Oslo,Norway,43270.04
396692.19999999995,"Mørtelverksbakken 19, Oslo",178.0,Oslo,Norway,2228.607865168539
764055.7339999999,"Pilestredet 65A, Oslo",45.0,Oslo,Norway,16979.01631111111
328165.76599999995,"Toftes gate 47C, Oslo",72.0,Oslo,Norway,4557.857861111111
635431.6399999999,"Terrasseveien 6, Oslo",25.0,Oslo,Norway,25417.265599999995
340813.614,"Dr. Dedichens vei 84, Oslo",103.0,Oslo,Norway,3308.8700388349516
851552.048,"Bølgelengden salgstrinn 2 - 36 nye boliger!, Oslo",81.0,Oslo,Norway,10512.98824691358
603917.7139999999,"Uranienborg terrasse 19, Oslo",106.0,Oslo,Norway,5697.336924528301
312973.006,"Lindebergåsen 1B, Oslo",62.0,Oslo,Norway,5047.951709677419
491137.39999999997,"Frederik Stangs gate 4, Oslo",54.0,Oslo,Norway,9095.137037037037
340469.614,"Ammerudveien 57, Oslo",45.0,Oslo,Norway,7565.991422222222
1138918.64,"Lillevannsveien 13A, Oslo",76.0,Oslo,Norway,14985.771578947368
379669.70399999997,"Marcus Thranes gate 18, Oslo",132.0,Oslo,Norway,2876.285636363636
528955.8999999999,"Schultz' gate 9, Oslo",54.0,Oslo,Norway,9795.479629629628
597606.26,"Sandakerveien 37, Oslo",47.0,Oslo,Norway,12715.026808510638
719636.132,"Kjelsåsveien 164C, Oslo",56.0,Oslo,Norway,12850.645214285714
523995.50599999994,"Aslakveien 26C, Oslo",87.0,Oslo,Norway,6022.936850574712
770013.0399999999,"Thurmanns gate 10C, Oslo",65.0,Oslo,Norway,11846.35446153846
660329.5,"Fernanda Nissens gate 2A, Oslo",90.0,Oslo,Norway,7336.9944444444445
440869.54,"Sinsenveien 45C, Oslo",70.0,Oslo,Norway,6298.136285714286
450469.54799999995,"Amtmann Meinichs gate 3, Oslo",40.0,Oslo,Norway,11261.738699999998
392369.496,"Amtmann Meinichs gate 19B, Oslo",55.0,Oslo,Norway,7133.990836363636
440490.366,"Arnljot Gellines vei 15, Oslo",41.0,Oslo,Norway,10743.667463414633
753347.96,"Engveien 36, Oslo",65.0,Oslo,Norway,11589.968615384614
732166.848,"Bekkelagsveien 3, Oslo",128.0,Oslo,Norway,5720.0535
405462.566,"Majorstuveien 5, Oslo",71.0,Oslo,Norway,5710.740366197183
1376912.89,"Lyseveien 8 og 10, Oslo",180.0,Oslo,Norway,7649.516055555555
490781.01599999995,"Othilie Tonnings vei 9, Oslo",71.0,Oslo,Norway,6912.408676056337
492529.56799999997,"Geologsvingen 6, Oslo",63.0,Oslo,Norway,7817.929650793651
644617.3859999999,"Leyrins gate 3, Oslo",85.0,Oslo,Norway,7583.733952941176
291001.63999999996,"Maridalsveien 33L, Oslo",22.0,Oslo,Norway,13227.347272727271
538011.614,"Munkebekken 154, Oslo",136.0,Oslo,Norway,3955.96775
386331.006,"Mekanikerveien 19, Oslo",67.0,Oslo,Norway,5766.134417910448
236434.63999999998,"Marcus Thranes gate 13, Oslo",19.0,Oslo,Norway,12443.928421052631
517089.964,"Trondheimsveien 163 - leil 714, Oslo",71.0,Oslo,Norway,7282.95723943662
835070.9219999999,"Johannes Bruns gate 13A, Oslo",101.0,Oslo,Norway,8268.028930693068
2978336.0039999997,"Rostockgata, Oslo",114.0,Oslo,Norway,26125.75442105263
735983.012,"Rostockgata, Oslo",50.0,Oslo,Norway,14719.66024
1168551.66,"Rostockgata, Oslo",76.0,Oslo,Norway,15375.679736842105
1522350.4999999998,"Arnes vei 12, Oslo",231.0,Oslo,Norway,6590.261904761904
302065.36799999996,"Maries gate 6, Oslo",25.0,Oslo,Norway,12082.614719999998
399146.63999999996,"Tøyengata 17B, Oslo",47.0,Oslo,Norway,8492.48170212766
631201.1279999999,"Olaf Bulls vei 15, Oslo",102.0,Oslo,Norway,6188.246352941175
534147.548,"Sannergata 17B, Oslo",77.0,Oslo,Norway,6936.981142857142
920652.7899999999,"Hans Nielsen Hauges gate 37F, Oslo",93.0,Oslo,Norway,9899.492365591397
352234.5,"Pilestredet Park 21, leil. 202, Oslo",21.0,Oslo,Norway,16773.071428571428
661975.5399999999,"Tangerudveien 58A, Oslo",156.0,Oslo,Norway,4243.432948717948
598846.122,"Liadalsveien 37, Oslo",88.0,Oslo,Norway,6805.069568181818
804074.372,"Dagaliveien 31F, Oslo",128.0,Oslo,Norway,6281.83103125
1499487.4,"Maridalsveien 82, Oslo",194.0,Oslo,Norway,7729.3164948453605
600491.99,"Kruttveien 12, Oslo",72.0,Oslo,Norway,8340.166527777777
1190111.0,"Ljansbakken 6, Oslo",152.0,Oslo,Norway,7829.6776315789475
887582.6939999999,"Elmholt allé 22, Oslo",109.0,Oslo,Norway,8142.960495412844
515473.76599999995,"Selma Ellefsens vei 11D, Oslo",74.0,Oslo,Norway,6965.861702702702
373001.006,"Ulsholtveien 26, Oslo",104.0,Oslo,Norway,3586.5481346153847
925681.6399999999,"Dronning Eufemias gate 22, Oslo",72.0,Oslo,Norway,12856.689444444442
1490633.7,"Slemdalsveien 71B, Oslo",233.0,Oslo,Norway,6397.569527896995
831853.404,"Badebakken 20, Oslo",89.0,Oslo,Norway,9346.667460674156
515846.404,"Schübelers gate 11, Oslo",65.0,Oslo,Norway,7936.098523076923
445736.366,"Etterstadsletta 50, Oslo",71.0,Oslo,Norway,6277.976985915493
350882.408,"ARNLJOT GELLINES VEI 5 A, Oslo",51.0,Oslo,Norway,6880.047215686274
439438.49999999994,"Torshovgata 1B, Oslo",52.0,Oslo,Norway,8450.740384615383
1360195.0059999998,"Jacob Aalls gate 21, Oslo",151.0,Oslo,Norway,9007.913947019866
705306.6399999999,"Thunes vei 5, Oslo",71.0,Oslo,Norway,9933.896338028168
458682.376,"Larviksgata 2, Oslo",65.0,Oslo,Norway,7056.6519384615385
749540.568,"Christophers vei 20, Oslo",75.0,Oslo,Norway,9993.87424
467212.19999999995,"Suhms gate 20B, Oslo",47.0,Oslo,Norway,9940.685106382978
428690.64999999997,"Schweigaards gate 76B, Oslo",57.0,Oslo,Norway,7520.888596491228
727344.1399999999,"Hjelms gate 6B, Oslo",76.0,Oslo,Norway,9570.317631578946
772313.5399999999,"Darres gate 30, Oslo",68.0,Oslo,Norway,11357.552058823529
1101951.5399999998,"Rasmus Winderens vei 30, Oslo",92.0,Oslo,Norway,11977.734130434781
337890.388,"Kantarellen terrasse 12, Oslo",76.0,Oslo,Norway,4445.926157894736
436325.38599999994,"Fyrstikkbakken 7C, Oslo",71.0,Oslo,Norway,6145.427971830985
283508.288,"Arendalsgata 14, Oslo",18.0,Oslo,Norway,15750.460444444445
748479.4999999999,"Trondheimsveien 2F, Oslo",88.0,Oslo,Norway,8505.448863636362
428416.56799999997,"Hertug Skules gate 12, Oslo",58.0,Oslo,Norway,7386.492551724137
520503.73399999994,"Johnny Svorkmos vei 198, Oslo",118.0,Oslo,Norway,4411.048593220338
666391.6399999999,"Vollebekk Stasjon G-201, Oslo",87.0,Oslo,Norway,7659.6740229885045
597591.6399999999,"Vollebekk Stasjon C305, Oslo",62.0,Oslo,Norway,9638.574838709676
1667797.9999999998,"Holmenveien 37G, Oslo",234.0,Oslo,Norway,7127.341880341879
384393.33999999997,"Hegdehaugsveien 8B, Oslo",38.0,Oslo,Norway,10115.614210526315
577454.568,"Erling Skjalgssons gate 1D, Oslo",87.0,Oslo,Norway,6637.408827586207
3085356.6399999997,"Gustav Vigelands vei 24B, Oslo",196.0,Oslo,Norway,15741.61551020408
414487.40599999996,"Lørenveien 54C, Oslo",46.0,Oslo,Norway,9010.595782608694
394347.582,"Ragna Nielsens vei 30B, Oslo",56.0,Oslo,Norway,7041.921107142857
564303.62,"Ole Vigs gate 16, Oslo",53.0,Oslo,Norway,10647.238113207548
486911.876,"Roveruds gate 4, Oslo",56.0,Oslo,Norway,8694.854928571429
440044.8,"Kjølberggata 1E, Oslo",53.0,Oslo,Norway,8302.732075471698
1451004.9,"Sorgenfrigata 9, Oslo",128.0,Oslo,Norway,11335.97578125
685611.0059999999,"Selma Ellefsens vei 11E, Oslo",85.0,Oslo,Norway,8066.011835294117
406111.006,"Ravnkroken 17E, Oslo",103.0,Oslo,Norway,3942.8253009708737
701909.6399999999,"Sarabråtveien 8H, Oslo",107.0,Oslo,Norway,6559.903177570092
410307.63399999996,"Rådyrveien 3A, Oslo",84.0,Oslo,Norway,4884.61469047619
907375.766,"Brattvollveien 229, Oslo",167.0,Oslo,Norway,5433.387820359281
551750.2,"Kjølberggata 18, Oslo",68.0,Oslo,Norway,8113.973529411764
438285.41199999995,"Høyblokka A-0305, Oslo",35.0,Oslo,Norway,12522.440342857142
348900.366,"Agmund Bolts vei 7, Oslo",47.0,Oslo,Norway,7423.412042553191
815131.6499999999,"Grefsenkollveien 12B, Oslo",111.0,Oslo,Norway,7343.528378378378
385815.006,"Gina Krogs vei 4, Oslo",63.0,Oslo,Norway,6124.047714285714
601312.0,"Bygdøy allé 57, Oslo",79.0,Oslo,Norway,7611.544303797468
500354.192,"Gjøvikgata 4A, Oslo",58.0,Oslo,Norway,8626.796413793103
599526.6399999999,"Gunnar Schjelderups vei 11J, Oslo",66.0,Oslo,Norway,9083.736969696969
514292.89999999997,"Frederik Stangs gate 35, Oslo",50.0,Oslo,Norway,10285.858
403424.366,"Lavrans vei 14, Oslo",69.0,Oslo,Norway,5846.7299420289855
522880.51599999995,"Fagerborggata 40A, Oslo",49.0,Oslo,Norway,10671.03093877551
525645.588,"Generallunden 25, Oslo",81.0,Oslo,Norway,6489.451703703704
322973.0,"Kirkeveien 50, Oslo",24.0,Oslo,Norway,13457.208333333334
429188.762,"Sigurds gate 20B, Oslo",59.0,Oslo,Norway,7274.38579661017
1041171.0399999999,"Tidemands gate 42, Oslo",76.0,Oslo,Norway,13699.61894736842
308631.63999999996,"Øverliveien 30B, Oslo",57.0,Oslo,Norway,5414.590175438596
428265.724,"Sarpsborggata 14G, Oslo",56.0,Oslo,Norway,7647.602214285714
460893.00599999994,"Mogata 11C, Oslo",57.0,Oslo,Norway,8085.842210526314
1585925.14,"Vettaliveien 4H, Oslo",268.0,Oslo,Norway,5917.631119402985
643559.5859999999,"Kirkeveien 48A, Oslo",75.0,Oslo,Norway,8580.794479999999
608402.012,"Colbjørnsens gate 16, Oslo",63.0,Oslo,Norway,9657.174793650793
434533.92,"Valdresgata 16E, Oslo",46.0,Oslo,Norway,9446.38956521739
873583.7,"Grindbakken 50, Oslo",132.0,Oslo,Norway,6618.058333333333
422193.006,"Solhauggata 2A, Oslo",56.0,Oslo,Norway,7539.160821428572
1313521.0,"Bestumveien 35A, Oslo",180.0,Oslo,Norway,7297.3388888888885
2028610.9999999998,"Fjellknattveien 6-7-9, Oslo",215.0,Oslo,Norway,9435.4
360550.35599999997,"Mellombølgen 145, Oslo",54.0,Oslo,Norway,6676.858444444444
687085.7339999999,"Colletts gate 12 B, Oslo",70.0,Oslo,Norway,9815.510485714285
499504.68399999995,"Markveien 12B, Oslo",49.0,Oslo,Norway,10193.973142857141
295515.006,"Garver Ytteborgs vei 95B, Oslo",56.0,Oslo,Norway,5277.0536785714285
339777.39999999997,"Agmund Bolts vei 20, Oslo",61.0,Oslo,Norway,5570.121311475409
351585.19999999995,"Sandstuveien 52 D, Oslo",58.0,Oslo,Norway,6061.813793103447
668725.766,"Landingsveien 124, Oslo",92.0,Oslo,Norway,7268.758326086956
469637.39999999997,"Trøndergata 1A, Oslo",55.0,Oslo,Norway,8538.861818181818
1344373.5,"Carl Lundgrens vei 16, Oslo",115.0,Oslo,Norway,11690.204347826088
365053.316,"Martin Linges vei 18, Oslo",72.0,Oslo,Norway,5070.184944444444
262466.496,"Sveavegen 19, Oslo",65.0,Oslo,Norway,4037.946092307692
494370.99999999994,"Sigurd Hoels vei 15, Oslo",58.0,Oslo,Norway,8523.637931034482
2196547.5,"Ekelyveien 16 B, Oslo",428.0,Oslo,Norway,5132.1203271028035
426149.006,"Kløfterhagen 31A, Oslo",73.0,Oslo,Norway,5837.657616438356
243829.006,"Stavangergata 46A, Oslo",15.0,Oslo,Norway,16255.267066666665
847884.492,"Herregårdsveien 113, Oslo",119.0,Oslo,Norway,7125.079764705882
679692.3999999999,"Jacob Aalls gate 5A, Oslo",83.0,Oslo,Norway,8189.065060240962
