started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-11-01 05:23:34.764000+00:00,2023-11-01 05:44:44.481000+00:00,1269,10,Sorgenfri,ved Sorgenfriveien 13-15,63.40489658467209,10.399461013433495,85,TMV-odden,Solsiden,63.43547778770301,10.410569131581866
2023-11-01 05:30:41.380000+00:00,2023-11-01 05:36:51.540000+00:00,370,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,126,Leutenhaven,i Repslagerveita mot Prinsens gate. Operativt betjeningspanel.,63.42994558007871,10.391905842869932
2023-11-01 05:35:01.523000+00:00,2023-11-01 05:49:07.439000+00:00,845,65,Strandveikaia,langs Stiklestadveien ved Strandveien,63.44208952370503,10.427939146757126,2258,St. Olavs Hospital,Bak kunnskapssenteret,63.42126270770024,10.386516005020496
2023-11-01 05:35:23.174000+00:00,2023-11-01 05:45:35.210000+00:00,612,1882,Lilleby,i Dakotaparken,63.44178275700753,10.439477124178211,31,Tollboden ,ved rundkjøring Havnegata,63.43928560696555,10.40479302406311
2023-11-01 05:38:28.205000+00:00,2023-11-01 05:50:43.183000+00:00,734,2301,Rosendal,I krysset Gamle Kongevei x Frostaveien,63.436025749373755,10.430998463879718,28,Kongens gate,Ved Nordre gate,63.43045711348886,10.398100912570953
2023-11-01 05:44:17.205000+00:00,2023-11-01 05:52:35.978000+00:00,498,46,Nidarø,ved rundkjøring utenfor Trondheim Spektrum,63.42646180597998,10.37818819284439,2258,St. Olavs Hospital,Bak kunnskapssenteret,63.42126270770024,10.386516005020496
2023-11-01 05:44:40.041000+00:00,2023-11-01 05:50:23.250000+00:00,343,180,Berg Studentby,ved Dybdahls veg,63.41364157249073,10.414855613044438,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2023-11-01 05:53:40.876000+00:00,2023-11-01 05:59:34.636000+00:00,353,29,Singsaker,Ved Singsaker skole og studenthjem,63.423121157383235,10.412453413009644,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-11-01 05:55:25.495000+00:00,2023-11-01 05:58:06.727000+00:00,161,66,Verftsbrua,Ved Brattørbrua,63.43527713641004,10.405813604593277,31,Tollboden ,ved rundkjøring Havnegata,63.43928560696555,10.40479302406311
2023-11-01 05:57:59.497000+00:00,2023-11-01 06:03:04.409000+00:00,304,19,Jomfrugateallmenningen,Fjordgata vest,63.434423074986874,10.395468324422836,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108
2023-11-01 06:00:58.367000+00:00,2023-11-01 06:06:21.424000+00:00,323,10,Sorgenfri,ved Sorgenfriveien 13-15,63.40489658467209,10.399461013433495,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085
2023-11-01 06:04:52.043000+00:00,2023-11-01 06:11:19.839000+00:00,387,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592,105,Trondheim S,Med operativt betjeningspanel.,63.436215184202325,10.39990465658218
2023-11-01 06:08:36.419000+00:00,2023-11-01 06:13:37.518000+00:00,301,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
2023-11-01 06:09:59.410000+00:00,2023-11-01 06:13:27.850000+00:00,208,236,Lade idrettsanlegg vest,Ved Lade idrettsanlegg,63.446059058709096,10.443941575866347,95,Trikkestallen på Lademoen,langs Mellomveien,63.4387315071045,10.430732667446136
2023-11-01 06:14:35.386000+00:00,2023-11-01 06:19:32.070000+00:00,296,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108,65,Strandveikaia,langs Stiklestadveien ved Strandveien,63.44208952370503,10.427939146757126
2023-11-01 06:18:47.246000+00:00,2023-11-01 06:29:04.006000+00:00,616,1879,Ilsvika,ved 3T Ilsvika,63.43132548001944,10.357520394276179,43,Klostergata,Nede mot elven bak Schwachs gate 3 bygget.,63.423654662664916,10.389957585898202
2023-11-01 06:19:01.124000+00:00,2023-11-01 06:36:25.729000+00:00,1044,65,Strandveikaia,langs Stiklestadveien ved Strandveien,63.44208952370503,10.427939146757126,2258,St. Olavs Hospital,Bak kunnskapssenteret,63.42126270770024,10.386516005020496
2023-11-01 06:21:02.656000+00:00,2023-11-01 06:27:14.150000+00:00,371,1882,Lilleby,i Dakotaparken,63.44178275700753,10.439477124178211,108,Bassengbakken, ved Rosenborgbassenget,63.43592006472795,10.414788275957108
2023-11-01 06:21:52.045000+00:00,2023-11-01 06:26:23.893000+00:00,271,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,41,Vollabakken, Ved Klostergata,63.42193791751501,10.399257121622668
2023-11-01 06:22:46.112000+00:00,2023-11-01 06:28:03.320000+00:00,317,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592,107,Pirbadet, Ved Havnegata,63.44075835708318,10.402169823646545
2023-11-01 06:24:27.459000+00:00,2023-11-01 06:35:20.134000+00:00,652,25,Thornesparken ,I Kirkegata ,63.43289961569575,10.412772931158543,1878,Idrettsbygget Gløshaugen,ved Christian Frederiks gate,63.42078238303412,10.404757641464101
2023-11-01 06:25:13.523000+00:00,2023-11-01 06:35:08.549000+00:00,595,4,Dalen hageby,Ved Bussholdeplassen,63.43757529885024,10.44872760772705,1885,Nova Kino,ved Danielsbakerveita,63.43337733865644,10.401074857528158
2023-11-01 06:26:58.452000+00:00,2023-11-01 06:33:48.240000+00:00,409,43,Klostergata,Nede mot elven bak Schwachs gate 3 bygget.,63.423654662664916,10.389957585898202,126,Leutenhaven,i Repslagerveita mot Prinsens gate. Operativt betjeningspanel.,63.42994558007871,10.391905842869932
2023-11-01 06:28:56.059000+00:00,2023-11-01 06:37:24.054000+00:00,507,47,Ilaparken,ved Hans Nissens gate,63.429289773431165,10.369248388233245,9,Brattørkaia,Ved hurtigbåtterminalen. Operativt betjeningspanel.,63.43740318294613,10.39729356765747
2023-11-01 06:29:30.731000+00:00,2023-11-01 06:39:18.408000+00:00,587,177,Kristiansten,langs Festningsgata mellom Holbergs gate og Tyholtveien,63.42593349677826,10.41660167758505,109,Torvet II,Utenfor McDonald's,63.430470910132236,10.393931418657303
2023-11-01 06:31:25.997000+00:00,2023-11-01 06:50:50.832000+00:00,1164,20,Nordre gate , Ved Olav Tryggvasons gate,63.433085554043984,10.397391468286514,56,Falkenborg,Ved Sirkus shopping,63.4362775074396,10.45697271823883
2023-11-01 06:31:51.791000+00:00,2023-11-01 06:49:14.411000+00:00,1042,25,Thornesparken ,I Kirkegata ,63.43289961569575,10.412772931158543,293,S. P. Andersens vei,ved Valgrindvegen,63.409888448864876,10.405212902563903
2023-11-01 06:33:58.203000+00:00,2023-11-01 06:39:16.630000+00:00,318,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592,109,Torvet II,Utenfor McDonald's,63.430470910132236,10.393931418657303
2023-11-01 06:37:49.213000+00:00,2023-11-01 06:47:19.518000+00:00,570,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,2258,St. Olavs Hospital,Bak kunnskapssenteret,63.42126270770024,10.386516005020496
2023-11-01 06:38:24.562000+00:00,2023-11-01 06:41:51.773000+00:00,207,118,Abels gate,Ved Udbyes gate,63.41614341778847,10.396314561367035,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-11-01 06:38:49.792000+00:00,2023-11-01 06:45:49.811000+00:00,420,177,Kristiansten,langs Festningsgata mellom Holbergs gate og Tyholtveien,63.42593349677826,10.41660167758505,19,Jomfrugateallmenningen,Fjordgata vest,63.434423074986874,10.395468324422836
2023-11-01 06:38:57.717000+00:00,2023-11-01 06:51:27.823000+00:00,750,123,Hesthagen,Ved Klæbuveien ,63.41541842278556,10.399565398693085,92,Dora I, Ved Byarkivet,63.43853720980968,10.419105291366577
2023-11-01 06:39:15.167000+00:00,2023-11-01 06:46:20.892000+00:00,425,30,St. Olavs gate,Ved trikkeholdeplass,63.431170931099416,10.390283614397049,21,Bakke bru,Ved holdeplass Bakkegata. Operativt betjeningspanel.,63.432148588449024,10.407380764659592
2023-11-01 06:44:54.968000+00:00,2023-11-01 07:00:55.631000+00:00,960,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,41,Vollabakken, Ved Klostergata,63.42193791751501,10.399257121622668
2023-11-01 06:45:05.861000+00:00,2023-11-01 06:59:26.170000+00:00,860,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,41,Vollabakken, Ved Klostergata,63.42193791751501,10.399257121622668
2023-11-01 06:46:47.712000+00:00,2023-11-01 06:53:40.086000+00:00,412,29,Singsaker,Ved Singsaker skole og studenthjem,63.423121157383235,10.412453413009644,45,Studentersamfundet,sør for Eddaparken. Operativt betjeningspanel.,63.42185871322338,10.39451614022255
2023-11-01 06:49:32.981000+00:00,2023-11-01 07:00:10.570000+00:00,637,268,Ilabekken,langs Mellomila øst for Ilsvikøra,63.43114144365168,10.36480893024887,85,TMV-odden,Solsiden,63.43547778770301,10.410569131581866
