from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:6814,RUT:ServiceJourney:21ad1079c65a4d3f7de93a6fa5a90026,NSR:Quay:6816,RUT:ServiceJourney:496ea0d9a46d2e74129194197a5e2486,1
NSR:Quay:7786,RUT:ServiceJourney:b71ea04c1dac14b07b67c41514d44112,NSR:Quay:7787,RUT:ServiceJourney:f420700c273d3ef2aa34913e2c2d21d4,1
NSR:Quay:5654,RUT:ServiceJourney:7004e04043c01779e741b30252d6ca43,NSR:Quay:5651,RUT:ServiceJourney:f464c36fe6d26807eab7d29af13df49d,1
NSR:Quay:10100,RUT:ServiceJourney:6d1a6cd959b7bcf9e3275e63b255c780,NSR:Quay:10098,RUT:ServiceJourney:d2b62383eefe7ec0033a3e6007e1aa3a,1
NSR:Quay:10102,RUT:ServiceJourney:cdef4d30e2f9309355317aa585a6ea0f,NSR:Quay:10095,RUT:ServiceJourney:f47d9749faf7a9dc92c43d4ff0b64c36,1
NSR:Quay:25813,RUT:ServiceJourney:a334c63cf095c023b3730413b1ba7184,NSR:Quay:25813,RUT:ServiceJourney:7a4487e1b141931b9fe6581f0e21775f,1
NSR:Quay:6813,RUT:ServiceJourney:2515c9a5f414ed532423b4ddb36573a8,NSR:Quay:6817,RUT:ServiceJourney:630bf6825c4428ae18053fa0f629a0d1,1
NSR:Quay:6814,RUT:ServiceJourney:c8106da8b84f53727ea30dddb90973fc,NSR:Quay:6816,RUT:ServiceJourney:487d3cfd30ffd1c6c8e25b6e71a8e983,1
NSR:Quay:10226,RUT:ServiceJourney:5487f5adb774f05f2269970153b5f93d,NSR:Quay:10221,RUT:ServiceJourney:18715f3f10dcff4acbf3104a5a6042e9,1
NSR:Quay:6817,RUT:ServiceJourney:8622eefe6cfdae7905925c6e3df3262a,NSR:Quay:6812,RUT:ServiceJourney:5941b77dec9114fb4714d73aff5d8d59,1
NSR:Quay:7786,RUT:ServiceJourney:518fd9a6485bd0d9bae8c59f62f185ee,NSR:Quay:7786,RUT:ServiceJourney:5c0b015ac5175b1003eb9d4df0fe792b,1
NSR:Quay:6817,RUT:ServiceJourney:5493ff5f47753fe173ac2e585ee17daf,NSR:Quay:6816,RUT:ServiceJourney:6680e0f77885562c6c9d1cc1d1f98341,1
NSR:Quay:10100,RUT:ServiceJourney:c1510788fabf30b545595433e985372b,NSR:Quay:10097,RUT:ServiceJourney:5a1df8412465423855404ac3de8eca4e,1
NSR:Quay:7786,RUT:ServiceJourney:67b22458dc73d038ad4c5c2dd5fff91d,NSR:Quay:7786,RUT:ServiceJourney:e0439a262653109b19b9f2af96e4e49f,1
NSR:Quay:10100,RUT:ServiceJourney:4250cca07545e5d8f5caaf1d80222be4,NSR:Quay:10102,RUT:ServiceJourney:b3492b015d604785cae99cd9b1deae62,1
NSR:Quay:7787,RUT:ServiceJourney:ddca71b9611206709874577fda76ebb1,NSR:Quay:7786,RUT:ServiceJourney:00b6f2cfb29a0853f8a081a2a309e3bf,1
NSR:Quay:8250,RUT:ServiceJourney:b3df1d08cb60c1e94cbb6fa681efe93a,NSR:Quay:8250,RUT:ServiceJourney:4d26aa875fd378106689841cd87abe31,1
NSR:Quay:10100,RUT:ServiceJourney:457b893869fbc1bd1f6fb2837d2339ce,NSR:Quay:10102,RUT:ServiceJourney:7dad2c7dabeff37af91b53ea5e744930,1
NSR:Quay:10221,RUT:ServiceJourney:5a9a5bb2cd7bb07c55a8e19a113fbadf,NSR:Quay:10226,RUT:ServiceJourney:3d043e61a2aee442945e2285bb711f13,1
NSR:Quay:10222,RUT:ServiceJourney:598c6896f6a15dfe46dc4eb4c114be83,NSR:Quay:10226,RUT:ServiceJourney:4ccb9777e294b31e56ba447b429f7f3a,1
NSR:Quay:7787,RUT:ServiceJourney:dbfbf9beb1bb1df4320f0840b0ed726e,NSR:Quay:7786,RUT:ServiceJourney:448dbe334092e34d5b266b0627f2cc18,1
NSR:Quay:6814,RUT:ServiceJourney:6ae99217c27ce7166d5267eee4a3a3cd,NSR:Quay:6812,RUT:ServiceJourney:78a913e20ea3ad2a9a2687587b885a3a,1
NSR:Quay:7787,RUT:ServiceJourney:a4fa2ba3fd9dabcd61e9ee9ba93317cf,NSR:Quay:7787,RUT:ServiceJourney:0a3a985d190fc2c24b3701de27fbc8b8,1
NSR:Quay:5653,RUT:ServiceJourney:eecb8c1771165c01fc157c83ea74ecf7,NSR:Quay:5651,RUT:ServiceJourney:0f313b52147e6fc138b30068d5fc7900,1
NSR:Quay:7787,RUT:ServiceJourney:a2eca8864feaaa69256f4d03c8795c41,NSR:Quay:7786,RUT:ServiceJourney:ed7bef7cb7ce2497b758e6cebcbfd45f,1
NSR:Quay:8250,RUT:ServiceJourney:fd8e0a30733af8cd914fb28737e76d5c,NSR:Quay:8250,RUT:ServiceJourney:4b855d3ec07aed835de88739d81bc172,1
NSR:Quay:6813,RUT:ServiceJourney:0d50f85a8862a4c5aa95e7b062fb2dc5,NSR:Quay:6816,RUT:ServiceJourney:330433f9a19788df9b716db0c5f2bd6d,1
NSR:Quay:10222,RUT:ServiceJourney:3356ccd003285362c875d75351750a4b,NSR:Quay:10226,RUT:ServiceJourney:c4c36e3cab2a883ee5203a358ca702f3,1
NSR:Quay:10098,RUT:ServiceJourney:0fde90993e0544b631fdd400e4dbc657,NSR:Quay:10100,RUT:ServiceJourney:43426961967b1c54455f50556696b6d8,1
NSR:Quay:10102,RUT:ServiceJourney:ca9bef8f9d1007a0548ad2a84e6215bd,NSR:Quay:10098,RUT:ServiceJourney:d7bea740e38162ed5fd3d93868cced63,1
NSR:Quay:6814,RUT:ServiceJourney:efe7b5cb5d744c6ebff22f487942116d,NSR:Quay:6812,RUT:ServiceJourney:7f358e905c25d9049a12644c3d562b03,1
NSR:Quay:6814,RUT:ServiceJourney:971e9af27d756594c5c6dfd41a9c340c,NSR:Quay:6812,RUT:ServiceJourney:aba90441de5fa0334f7adf9c5ff2bf0f,1
NSR:Quay:10098,RUT:ServiceJourney:0fb0e3d6968eca3c3daca87204233d82,NSR:Quay:10100,RUT:ServiceJourney:ede9d7a863157d9e3314d3755a42bdf8,1
NSR:Quay:6814,RUT:ServiceJourney:d3165a7dff1934b739fc9ae1f9fbe8c5,NSR:Quay:6812,RUT:ServiceJourney:b139a47d41acbe79b7caadeb9d7773b1,1
NSR:Quay:6812,RUT:ServiceJourney:79d6a9ae607673d63c479c5306530347,NSR:Quay:6812,RUT:ServiceJourney:4384f8cc5ceffb196d02783c5bbeede1,1
NSR:Quay:5653,RUT:ServiceJourney:f21f8fe4af97d4e1214df1b51b014673,NSR:Quay:5651,RUT:ServiceJourney:3f2bd2c1af2d1d40beec439a4257f129,1
NSR:Quay:12446,RUT:ServiceJourney:dba7baab3203dd32bf12381cf9a4d92e,NSR:Quay:12432,RUT:ServiceJourney:c6070a0416dc24b2c25c1b5dd930db57,1
NSR:Quay:10102,RUT:ServiceJourney:4cf22c4a8ea4fcae57c1a4ce57e8c5bf,NSR:Quay:10098,RUT:ServiceJourney:e0b7c2f378353193068561f3c0f8d5c9,1
NSR:Quay:10097,RUT:ServiceJourney:5a1df8412465423855404ac3de8eca4e,NSR:Quay:10100,RUT:ServiceJourney:c1510788fabf30b545595433e985372b,1
NSR:Quay:10102,RUT:ServiceJourney:7577b58ed382e8eca621d2d3c7a2133e,NSR:Quay:10098,RUT:ServiceJourney:c0e5c749469ae6cabbc56501fd86bff0,1
NSR:Quay:10098,RUT:ServiceJourney:7b5300b5efe65e945411fba5700c10d2,NSR:Quay:10102,RUT:ServiceJourney:ee1f69f69fe2452d10079d1d6c6de1be,1
NSR:Quay:10097,RUT:ServiceJourney:b9e94b3e139421632abc047067bd6b22,NSR:Quay:10102,RUT:ServiceJourney:43964ec456044db1518b0725b99b88df,1
NSR:Quay:6812,RUT:ServiceJourney:c510c3227f263cd77870cf866bc635e3,NSR:Quay:6816,RUT:ServiceJourney:912147ffe434d24e66829441f43d138c,1
NSR:Quay:6816,RUT:ServiceJourney:98916244e8a958a9e2daad11e1da464f,NSR:Quay:6814,RUT:ServiceJourney:eebf8298a683f69537cb684867ddfcbb,1
NSR:Quay:6812,RUT:ServiceJourney:49aa5f048fddc1aa9dfea78e63a4949d,NSR:Quay:6812,RUT:ServiceJourney:7ccb1de0bf9445d895b3b4b0232fd133,1
NSR:Quay:6817,RUT:ServiceJourney:12bb1cb56640286e155fd80ab4eaccb1,NSR:Quay:6813,RUT:ServiceJourney:75eae4d9bdd03bf383213b6da507ac91,1
NSR:Quay:10098,RUT:ServiceJourney:3023c09f306dd7cf9b3c3c5d3c89f2a9,NSR:Quay:10097,RUT:ServiceJourney:c97a69ab767da0edde86bce04d4d558a,1
NSR:Quay:10098,RUT:ServiceJourney:a9c8c9a88425375470768a89913c7d9a,NSR:Quay:10100,RUT:ServiceJourney:883cd1d2a28c896dfa1dc0a378179459,1
NSR:Quay:6812,RUT:ServiceJourney:4744f7d0bce8ef3392585bc80acff9e7,NSR:Quay:6814,RUT:ServiceJourney:9748e8e6c62734dd9809d0ffc6a1d3d9,1
NSR:Quay:8872,RUT:ServiceJourney:46cffd50f0a12408aa46abaed61dea19,NSR:Quay:8872,RUT:ServiceJourney:93bc092c9f13a30fc57b69cdcd59a586,1
NSR:Quay:6814,RUT:ServiceJourney:0d5c118d517e5b6d7dfb7b49fe429934,NSR:Quay:6812,RUT:ServiceJourney:e3295237558bca7240ad7d5287bc1f2e,1
NSR:Quay:28202,RUT:ServiceJourney:794b1f4e9c41ae7aa7f940b8ef5cc958,NSR:Quay:28202,RUT:ServiceJourney:1dd6d9a5e97baa07b36add42a80b4d31,1
NSR:Quay:6143,RUT:ServiceJourney:ac64c3a0b0d55b1e2a1f6638b297113b,NSR:Quay:6144,RUT:ServiceJourney:51cfb1d88edf4037c1176e981813e98e,1
NSR:Quay:6814,RUT:ServiceJourney:b33a897ab347f0f7f3f1e0549dac7030,NSR:Quay:6817,RUT:ServiceJourney:e5fa00b64ed3ee7946f05ce5ce004586,1
NSR:Quay:6816,RUT:ServiceJourney:c927f04f9b770f6d0156c1cb62acb2d3,NSR:Quay:6813,RUT:ServiceJourney:14aa0761dfb830cbaace1af8cabdf688,1
NSR:Quay:5651,RUT:ServiceJourney:381b084cc58fa5b9ef09cf30196c5d15,NSR:Quay:5654,RUT:ServiceJourney:d50e271ca01784d36a7c32762111dce0,1
NSR:Quay:6814,RUT:ServiceJourney:3597eb2e3639c9bb1b2781fb3a31a4a6,NSR:Quay:6816,RUT:ServiceJourney:dd54919ddd1e64fca085cc4efb824ad1,1
NSR:Quay:6812,RUT:ServiceJourney:167781b449d6e0f31ef05bb1c2cf5815,NSR:Quay:6812,RUT:ServiceJourney:145a5be65b7558de0a5fb175a9b8ee17,1
NSR:Quay:6813,RUT:ServiceJourney:07559341841729647c1dcc187f0159c5,NSR:Quay:6817,RUT:ServiceJourney:9f70028c01cf83077a058d0c1b460bab,1
NSR:Quay:6812,RUT:ServiceJourney:01e95a59190250c5fdfd876a9864db2b,NSR:Quay:6813,RUT:ServiceJourney:f99d53bcb472feea40e7dec7313443ca,1
NSR:Quay:8250,RUT:ServiceJourney:6bb8cb33403f0c4c99bbfbc07f002362,NSR:Quay:8252,RUT:ServiceJourney:db663dfa482c1be6ab881b54f83974da,1
NSR:Quay:5654,RUT:ServiceJourney:8cd9b4b807cb9a27810df3e8c2163bdd,NSR:Quay:5651,RUT:ServiceJourney:ce260dbe8b5d13a5561c25e0d95f4cfc,1
NSR:Quay:10098,RUT:ServiceJourney:eff4671fc85b623b6f5c47a2c84facc7,NSR:Quay:10100,RUT:ServiceJourney:7060be52ee40140737a6a954bf3a8538,1
NSR:Quay:5653,RUT:ServiceJourney:5909a060fb0457e4b0499c49811fc746,NSR:Quay:5651,RUT:ServiceJourney:36d2833832fbc1c7c66981dcc923e972,1
NSR:Quay:10098,RUT:ServiceJourney:40393f7094e3d384c2f81dec6550d138,NSR:Quay:10100,RUT:ServiceJourney:0a66e0da3e3ba31af35ec3023a069f01,1
NSR:Quay:7786,RUT:ServiceJourney:55b54615a698414c0c9f5ad9335916cd,NSR:Quay:7786,RUT:ServiceJourney:3b095f51f44c09c514accf8bba665c13,1
NSR:Quay:8252,RUT:ServiceJourney:fb23f2e96eac99ea9868ee4ee489c34d,NSR:Quay:8250,RUT:ServiceJourney:aa012394fc8eba2f2e225f96e4c6cd79,1
NSR:Quay:5654,RUT:ServiceJourney:46e24e77ca4a17c9bd32587428a89a9f,NSR:Quay:5651,RUT:ServiceJourney:51bb9415860e83f99b4650485157e00b,1
NSR:Quay:5653,RUT:ServiceJourney:459cb685a0fdd6b20b1028ad1671a987,NSR:Quay:5652,RUT:ServiceJourney:853df840f7d65c070c333d190aa75903,1
NSR:Quay:10226,RUT:ServiceJourney:507aa1dd2a5480091ca63751876e319a,NSR:Quay:10222,RUT:ServiceJourney:ae08d942f29144a1ad468889bf37ba04,1
NSR:Quay:7786,RUT:ServiceJourney:124e6dbfb4029a7df6fb77b2e567db83,NSR:Quay:7786,RUT:ServiceJourney:6f163b0f5e9a9be7905f0fc554f2af99,1
NSR:Quay:7787,RUT:ServiceJourney:a9caca27d1a47666f590edb99c4cc224,NSR:Quay:7786,RUT:ServiceJourney:1b062b284108048b8c23342753bffb80,1
NSR:Quay:10102,RUT:ServiceJourney:f1098e3a8d4d1b80b96dae4f585e193f,NSR:Quay:10100,RUT:ServiceJourney:0b6e2ca941fb8ef9100882ff941ce89d,1
NSR:Quay:6816,RUT:ServiceJourney:ea8ac586493762fdef153f035e8d1c5a,NSR:Quay:6812,RUT:ServiceJourney:08861155531119462090850b41024459,1
NSR:Quay:9104,RUT:ServiceJourney:3fdec14c5ff76e56650053642ea20039,NSR:Quay:9104,RUT:ServiceJourney:b8eceebf2c92900d1cacccc51e931dbe,1
NSR:Quay:5651,RUT:ServiceJourney:345a0b3ddbe4fa809333b752af83d72a,NSR:Quay:5653,RUT:ServiceJourney:102f578e9b9316ac97dd4c2787155116,1
NSR:Quay:6814,RUT:ServiceJourney:22d506fc1c3c1e140a14049af78fb8d1,NSR:Quay:6817,RUT:ServiceJourney:f6458566f739d09ad571551fcdf01cf5,1
NSR:Quay:6817,RUT:ServiceJourney:c49daf016a41b5a199778bd0091df10e,NSR:Quay:6817,RUT:ServiceJourney:163871cda3023156e47a71ef9ac99487,1
NSR:Quay:10102,RUT:ServiceJourney:21484ca3c469098c9ea47accdc0ace47,NSR:Quay:10100,RUT:ServiceJourney:6b49becc85af1b4d6d34938f8a8744e2,1
NSR:Quay:7787,RUT:ServiceJourney:5fde739accf1e4eb56f6fbe29b5a4758,NSR:Quay:7786,RUT:ServiceJourney:3f4dc4e2f2e2f89d811217d195390e95,1
NSR:Quay:6817,RUT:ServiceJourney:ba9d86633395ddb98a8390e191a9e695,NSR:Quay:6816,RUT:ServiceJourney:f4941920e7ee99f38fe2f38fe58da5c0,1
NSR:Quay:7787,RUT:ServiceJourney:49b2a70032b6e0fdaf6eae0ed8b2e543,NSR:Quay:7786,RUT:ServiceJourney:16a954f6b8d915a395290fc89c5d057e,1
NSR:Quay:5651,RUT:ServiceJourney:f0016fdf3e42261065d141942ce7958a,NSR:Quay:5653,RUT:ServiceJourney:d909982adaeabdeefc5ce78bca167b7a,1
NSR:Quay:10102,RUT:ServiceJourney:ffea143f8a9a1bae87c9b25b0940c92b,NSR:Quay:10095,RUT:ServiceJourney:844fa114a2aa5759921c3aa740ca384e,1
NSR:Quay:10226,RUT:ServiceJourney:f299aa23bc33e122bc8027b401053e7c,NSR:Quay:10221,RUT:ServiceJourney:72b7f02616fba6e13c9455e65bfef68c,1
NSR:Quay:10222,RUT:ServiceJourney:c74336f73907ec0db206184aec6932d1,NSR:Quay:10226,RUT:ServiceJourney:6f6c6d25bac113546baeafc2788f075a,1
NSR:Quay:10221,RUT:ServiceJourney:8998d067bfba993906d03b1fde3d1a24,NSR:Quay:10226,RUT:ServiceJourney:4868e1cee8663e0ef88f7528fd42031d,1
NSR:Quay:5654,RUT:ServiceJourney:da5a361c257b70552c3c5841aed14bea,NSR:Quay:5652,RUT:ServiceJourney:0736383f713279083bb0767cbc322d67,1
NSR:Quay:10102,RUT:ServiceJourney:643acc3809ee4c1188d4934880fa65f3,NSR:Quay:10100,RUT:ServiceJourney:e82568e5fd40a956a11223d2f055b137,1
NSR:Quay:8872,RUT:ServiceJourney:ec93e9023ca008ef5013324f56bfef16,NSR:Quay:8872,RUT:ServiceJourney:a058d868e3287e98b6815afb01e5bcd0,1
NSR:Quay:6817,RUT:ServiceJourney:5df6966a2d6e526c29a61b89d6dcefe1,NSR:Quay:6813,RUT:ServiceJourney:eb625eba8d67ab80b06be349926e78de,1
NSR:Quay:7787,RUT:ServiceJourney:861dc4f5863ced28dfa7aff09a532fa5,NSR:Quay:7786,RUT:ServiceJourney:db48fbe80e65b1ccbf409d0d4ca561bc,1
NSR:Quay:6812,RUT:ServiceJourney:ad7ed32240f68af4aacea3ac7d77b106,NSR:Quay:6812,RUT:ServiceJourney:abc5eba51bb3b747b627b8ff40c3f50a,1
NSR:Quay:10226,RUT:ServiceJourney:37d515a263536e352cfd5560277e2201,NSR:Quay:10222,RUT:ServiceJourney:358ae5e8c04c6a91e4363aade40871e6,1
NSR:Quay:6817,RUT:ServiceJourney:00b918adb0b6926998ea615712755ca1,NSR:Quay:6813,RUT:ServiceJourney:4e0b841aba985f56cb71b7c0bb28c494,1
NSR:Quay:10100,RUT:ServiceJourney:882659ef99c30e6f337d5155cb906806,NSR:Quay:10102,RUT:ServiceJourney:d93ac1329fe07693c248c46f099954e3,1
NSR:Quay:8911,RUT:ServiceJourney:bfa3e188b1c61c4fff13f60f77a0a718,NSR:Quay:8911,RUT:ServiceJourney:26ab680edd263e45bd00b880e2ebf858,1
NSR:Quay:10226,RUT:ServiceJourney:a42c1860dd2354ede7a859643fc55e34,NSR:Quay:10221,RUT:ServiceJourney:7989c1eb8e101b015de7f172478b4fab,1
NSR:Quay:25812,RUT:ServiceJourney:2f64fedf313d7a68c4934366ff5c1602,NSR:Quay:25812,RUT:ServiceJourney:92676675798d0acbbe835d4a5194e73c,1
NSR:Quay:6816,RUT:ServiceJourney:c9adf95a3736485c281fe32ca05cc2a7,NSR:Quay:6812,RUT:ServiceJourney:591a0862d92692eebab0b6504fdb4d0d,1
NSR:Quay:6817,RUT:ServiceJourney:2832f606c115271b34a913140d6a2b28,NSR:Quay:6813,RUT:ServiceJourney:577ae69006bad1e039c92f6d734f98c8,1
NSR:Quay:25813,RUT:ServiceJourney:cad2f38467cf2ca632adc5324bd0145c,NSR:Quay:25813,RUT:ServiceJourney:879c3257e6de07b8068185662a3a1bea,1
NSR:Quay:10098,RUT:ServiceJourney:32141b9388a3507d775c738db2e0c534,NSR:Quay:10100,RUT:ServiceJourney:e5c54981a9e08fc9c13bd533ac3d2f0a,1
NSR:Quay:10100,RUT:ServiceJourney:0b429c59d99f515cac6c1e2234823a4f,NSR:Quay:10098,RUT:ServiceJourney:176b44f878d608a8ce06a9157f5fc1a1,1
NSR:Quay:28333,RUT:ServiceJourney:de33c6058020310da4350f7b1f06a18a,NSR:Quay:28333,RUT:ServiceJourney:0735b9ac75d2116c7c2a7d62cbba1560,1
NSR:Quay:25812,RUT:ServiceJourney:9bbee120c2fc4d74434cbd74a1e400a2,NSR:Quay:25812,RUT:ServiceJourney:998d89993b34024ac37db6b256d68dd4,1
NSR:Quay:10100,RUT:ServiceJourney:1b6210763aa9de5128148b38627fab12,NSR:Quay:10102,RUT:ServiceJourney:c6e0d86337432bab688179c24e1b2fc6,1
NSR:Quay:10102,RUT:ServiceJourney:fe6fbbfca8403f8a3b0dab0278ea34eb,NSR:Quay:10100,RUT:ServiceJourney:02b25aef154b4b4a78901bae756b0f83,1
NSR:Quay:7266,RUT:ServiceJourney:a1b3b1350046498149a9230a5acfbbd3,NSR:Quay:7261,RUT:ServiceJourney:60fb458704d79fe94fe0c6809bbe28c4,1
NSR:Quay:12446,RUT:ServiceJourney:57f3f41e9c5a097c8df2f347cbbc5fbe,NSR:Quay:12432,RUT:ServiceJourney:5821fa6655003e7300a46afdd9984518,1
NSR:Quay:6816,RUT:ServiceJourney:7926aeb3deaa55cad46f7f9d967888fb,NSR:Quay:6812,RUT:ServiceJourney:7f358e905c25d9049a12644c3d562b03,1
NSR:Quay:8250,RUT:ServiceJourney:c82b0fa4e182ecc069510bdcd9b7bbc9,NSR:Quay:8250,RUT:ServiceJourney:3b4a70466b700dcac59306f9ac80c05c,1
NSR:Quay:6812,RUT:ServiceJourney:a0a2acd1f167625e2fcab6f9a0658194,NSR:Quay:6813,RUT:ServiceJourney:9d6e5022e66e64c901bbe609b5d57057,1
NSR:Quay:6757,RUT:ServiceJourney:0350850ac863adcfbf19bb2cd473240f,NSR:Quay:6757,RUT:ServiceJourney:ff87dea6a707a2311bb73ef5d2f0eb9f,1
NSR:Quay:6817,RUT:ServiceJourney:629ed9e753c13f690f7dc3888dcab366,NSR:Quay:6812,RUT:ServiceJourney:30ec814eb373849b41ee9dd7ce128c08,1
NSR:Quay:6814,RUT:ServiceJourney:5bfacc9a543d981ceec47044d6e851fc,NSR:Quay:6812,RUT:ServiceJourney:c9d39aaf2d9f1f3936401ee909457a28,1
NSR:Quay:6816,RUT:ServiceJourney:1e7d888c1e4f9d39b1c81a444caf7b23,NSR:Quay:6813,RUT:ServiceJourney:40fe12783d43bd878bbb7c17201bc516,1
NSR:Quay:5654,RUT:ServiceJourney:9caa5daeb32dd2e269daed3ae472f70d,NSR:Quay:5651,RUT:ServiceJourney:af27564eb12d839e8b45f74f5c71d04b,1
NSR:Quay:10100,RUT:ServiceJourney:586fe5110efd9bbdb587837fcaac5189,NSR:Quay:10102,RUT:ServiceJourney:598f5c314e862a495dc5d15816ae70a5,1
NSR:Quay:6814,RUT:ServiceJourney:e5976604093594596914521363ed6ad1,NSR:Quay:6812,RUT:ServiceJourney:abc5eba51bb3b747b627b8ff40c3f50a,1
NSR:Quay:7787,RUT:ServiceJourney:402aba64b7b7a6f54c85ce814bd1244b,NSR:Quay:7787,RUT:ServiceJourney:adb751287afb5ac677e86dd23a1c7575,1
NSR:Quay:6812,RUT:ServiceJourney:35f8ea49aa6800c1e79e4e1153ac0148,NSR:Quay:6816,RUT:ServiceJourney:8c55858a508ab8be3050a5a2d350e46e,1
NSR:Quay:10100,RUT:ServiceJourney:99dfce8f5869ae724e7cc4c890a9baf9,NSR:Quay:10098,RUT:ServiceJourney:105fe15702f7f282ea9d11a85d45416c,1
NSR:Quay:10102,RUT:ServiceJourney:607bdada31a92c9dd4320b5d28caf9c2,NSR:Quay:10098,RUT:ServiceJourney:71013f37a3594c2550d917f5c3b2e4ba,1
NSR:Quay:10222,RUT:ServiceJourney:fceb7bdcf4f260261726f98307a80584,NSR:Quay:10226,RUT:ServiceJourney:0a1e576ada4bc2ab0798e9ad8afd75f2,1
NSR:Quay:10102,RUT:ServiceJourney:59abb3302a9fad27ea483f0efb49b75e,NSR:Quay:10100,RUT:ServiceJourney:53fcf731d41fba783a04f6ef8d610fa9,1
NSR:Quay:7787,RUT:ServiceJourney:d95aa37d1c8d4541c71c03238d5bd0df,NSR:Quay:7786,RUT:ServiceJourney:66f7725761c986ca19c992591bcf69cc,1
NSR:Quay:10102,RUT:ServiceJourney:fd487d293d3a160f61a30c0245111bd3,NSR:Quay:10098,RUT:ServiceJourney:41f6e534705e657eab087b309f05f522,1
NSR:Quay:10100,RUT:ServiceJourney:407a6822562abf21b9c9bd41c70207bd,NSR:Quay:10102,RUT:ServiceJourney:fd88796e69ccb694d0827c5e57aa9ee3,1
NSR:Quay:10100,RUT:ServiceJourney:f0a01f62639c99fddb080159b9d28f86,NSR:Quay:10102,RUT:ServiceJourney:239761025a4f1b6b34e68bcba03d3d2c,1
NSR:Quay:5654,RUT:ServiceJourney:8110d8653b390a85cfbf32005fccaf15,NSR:Quay:5651,RUT:ServiceJourney:33599b96d60679a62a5e0a02b588962c,1
NSR:Quay:6813,RUT:ServiceJourney:f622c66235d1d559f2455454fd04f3ed,NSR:Quay:6816,RUT:ServiceJourney:261d20336c3249371965b6a2bbc81d45,1
NSR:Quay:6757,RUT:ServiceJourney:669ce4a4e950b9bca4192ed00e783e55,NSR:Quay:6757,RUT:ServiceJourney:712df744beb564330dc6228a64ab0558,1
NSR:Quay:6814,RUT:ServiceJourney:402aba64b7b7a6f54c85ce814bd1244b,NSR:Quay:6812,RUT:ServiceJourney:e11e29c5970b722c17a4f9cd1f81ffbe,1
NSR:Quay:10102,RUT:ServiceJourney:fd8e0a30733af8cd914fb28737e76d5c,NSR:Quay:10100,RUT:ServiceJourney:1b2a9d568fd65f334734e173c7c364d5,1
NSR:Quay:10102,RUT:ServiceJourney:db2a2a4505fd38b2bce8e78e2a757f8d,NSR:Quay:10098,RUT:ServiceJourney:0fde90993e0544b631fdd400e4dbc657,1
NSR:Quay:7787,RUT:ServiceJourney:5568666fa6988457dde050391b0b53ef,NSR:Quay:7786,RUT:ServiceJourney:2439350d270d9bf76ec8483fc9c51eaa,1
NSR:Quay:7265,RUT:ServiceJourney:6f86abb96ebc24b117268cc1255d37a1,NSR:Quay:7265,RUT:ServiceJourney:a710585870f1af615a3c7496ca60e7bc,1
NSR:Quay:6143,RUT:ServiceJourney:3e78f69fa67708a86de6f0e2b260cd19,NSR:Quay:6143,RUT:ServiceJourney:3c69f57155cd09dbaf9bf4ef2c9e59d5,1
NSR:Quay:5904,RUT:ServiceJourney:9cb2d7b5c5fc73e0443866acff71b75e,NSR:Quay:5906,RUT:ServiceJourney:c8dd6d6ac567e2ccefbe6f5afd2490c4,1
NSR:Quay:10660,RUT:ServiceJourney:d87dd2c78978402a91af9780ff78472c,NSR:Quay:10660,RUT:ServiceJourney:75509995f9f65194be6fcf400a9aa508,1
NSR:Quay:6813,RUT:ServiceJourney:b4df40a36b31d262b5d32eaa3f4e84f0,NSR:Quay:6817,RUT:ServiceJourney:7d49080751ca66884351e2a82607f39b,1
NSR:Quay:7266,RUT:ServiceJourney:f91417c2950de3ca7bfcda5fb02ad2c4,NSR:Quay:7261,RUT:ServiceJourney:b48d964e4098c774080b88c67d09f7da,1
NSR:Quay:6817,RUT:ServiceJourney:54a64c8510574c3af0da27c678205daf,NSR:Quay:6813,RUT:ServiceJourney:276990dd8c0b1966f24deb2d467596a0,1
NSR:Quay:10097,RUT:ServiceJourney:5e5f0b9c52c26669721667af9b040ef6,NSR:Quay:10102,RUT:ServiceJourney:4d40f3c7e50a3918ae9d0f544fc500dc,1
NSR:Quay:10100,RUT:ServiceJourney:1f506ed3bb9a9401b01dddad6188ed6d,NSR:Quay:10102,RUT:ServiceJourney:e7630a9ae4eb2f1bf096cc1a9fcefbb7,1
NSR:Quay:7786,RUT:ServiceJourney:eb6437f29d74220fdff6367f44f3bff8,NSR:Quay:7786,RUT:ServiceJourney:a6d90f024b13a2a7372fd5acc0563c32,1
NSR:Quay:6816,RUT:ServiceJourney:1d64592c99c55f09269d2405edc15524,NSR:Quay:6817,RUT:ServiceJourney:2c6394935c5509275ec5e49a362aed04,1
NSR:Quay:6812,RUT:ServiceJourney:abda86f46e0b7198d1f4118a35965c6d,NSR:Quay:6816,RUT:ServiceJourney:1fc2e26f8ca0f95c58a39748c8139728,1
NSR:Quay:12581,RUT:ServiceJourney:d8c2a3f5bd5c359570b46e54aef161f6,NSR:Quay:12580,RUT:ServiceJourney:b947feb09db45391a0fdfb67a5fcbb95,1
NSR:Quay:10100,RUT:ServiceJourney:53df4e5cc29b39b7e93cce99f491d9e2,NSR:Quay:10098,RUT:ServiceJourney:d9a82cf4d2c67194067a278214a51ed2,1
