from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:6813,RUT:ServiceJourney:69917ab6ea1fd313d1c4e25621623bab,NSR:Quay:6816,RUT:ServiceJourney:90a3716676eaa18ff45f663a5f8a9c1b,1
NSR:Quay:7787,RUT:ServiceJourney:edd45637783e09d43aeec71fb17ef74e,NSR:Quay:7787,RUT:ServiceJourney:36aa9a07ce5886c46069f86cc904c3c7,1
NSR:Quay:5652,RUT:ServiceJourney:dc4afba6e924d532f71fc484d9bce7d3,NSR:Quay:5653,RUT:ServiceJourney:f7b0eb23fcbaca80a431ee7fc0dae80d,1
NSR:Quay:6817,RUT:ServiceJourney:760e1c7949c07ca5e459f9599c790da8,NSR:Quay:6812,RUT:ServiceJourney:11094247c53bcbbb752bbfcba1b74d62,1
NSR:Quay:10102,RUT:ServiceJourney:b4a3e8ec06cf23815331ff0cb72ae088,NSR:Quay:10100,RUT:ServiceJourney:e0e1ab169b7082e09840ac96515f5c9a,1
NSR:Quay:6817,RUT:ServiceJourney:8136ba43374be8c9854c42cc03a76aaa,NSR:Quay:6817,RUT:ServiceJourney:94e18950e0b82513326d32b71dd57baa,1
NSR:Quay:7787,RUT:ServiceJourney:cf0b3e7190bf30f78c0559fc656ffd06,NSR:Quay:7786,RUT:ServiceJourney:b2e9d28acd725a7352bf4f3b413e9302,1
NSR:Quay:10098,RUT:ServiceJourney:acfb51a33784e6d11f24b5dcd16f0fc1,NSR:Quay:10100,RUT:ServiceJourney:eeedd73204c01c9929d1d8a92043e202,1
NSR:Quay:7786,RUT:ServiceJourney:5f44f0bad5317dff2130a7d23a7dbd30,NSR:Quay:7787,RUT:ServiceJourney:27d6aa5ae11ac0e61c761550d5fb007b,1
NSR:Quay:10097,RUT:ServiceJourney:5c9e606b554d1bcd2a390bdc46f4e879,NSR:Quay:10098,RUT:ServiceJourney:bdd1f391345c6a88ed0d16415b9d9f12,1
NSR:Quay:5653,RUT:ServiceJourney:b2fdfa425d47894594a4aaebb6360402,NSR:Quay:5651,RUT:ServiceJourney:63538a8565fa2ba968faecdc85c1d9ba,1
NSR:Quay:7787,RUT:ServiceJourney:4304f5165ce54e6d1d920070ae40be5e,NSR:Quay:7787,RUT:ServiceJourney:c0f8b8799a6edcc3078f94ceb01b7dd6,1
NSR:Quay:10097,RUT:ServiceJourney:4f9d198ab5f2ad0fa182ca9628996b3d,NSR:Quay:10100,RUT:ServiceJourney:3db03314c0a3762643bc566eb2ac81a6,1
NSR:Quay:6814,RUT:ServiceJourney:a2eca8864feaaa69256f4d03c8795c41,NSR:Quay:6816,RUT:ServiceJourney:261d20336c3249371965b6a2bbc81d45,1
NSR:Quay:6757,RUT:ServiceJourney:05d1e79c55da033510ba69e5d3b8ff4a,NSR:Quay:6757,RUT:ServiceJourney:73ffbb60d95d6bcd480be1b9ce6a8c4d,1
NSR:Quay:10100,RUT:ServiceJourney:13610be0ab8495b4f6a4be1c1c9592b9,NSR:Quay:10102,RUT:ServiceJourney:25ade2bb00c91a48639d11eca441aa23,1
NSR:Quay:8252,RUT:ServiceJourney:a78fa2fdafb8313c30f3ffeec7019ad9,NSR:Quay:8250,RUT:ServiceJourney:1f065a7d18c45d7bc377d71437295b0f,1
NSR:Quay:10221,RUT:ServiceJourney:11c9ad827a765ec8854315265257c1cf,NSR:Quay:10226,RUT:ServiceJourney:e0a9142f2935ad5429f5e35635be7398,1
NSR:Quay:5651,RUT:ServiceJourney:df66fbec6cb1f758da51b92aefa092dd,NSR:Quay:5654,RUT:ServiceJourney:8110d8653b390a85cfbf32005fccaf15,1
NSR:Quay:10221,RUT:ServiceJourney:3c354dc26b1e0ca1454d29878e396340,NSR:Quay:10226,RUT:ServiceJourney:03a4d26fd0cbeed53c632c4079b2bb19,1
NSR:Quay:12446,RUT:ServiceJourney:a928209079d4e8bb61fdfd4b0bfbf102,NSR:Quay:12432,RUT:ServiceJourney:50c4b03e90a2149228b67bedc933bab4,1
NSR:Quay:7787,RUT:ServiceJourney:70433976f77789e1eeeb3035b25eb972,NSR:Quay:7786,RUT:ServiceJourney:ae0cec36b0982de175b489431ebc5318,1
NSR:Quay:10097,RUT:ServiceJourney:fbe2c7b48316848649bb55480d81f68e,NSR:Quay:10102,RUT:ServiceJourney:fd88796e69ccb694d0827c5e57aa9ee3,1
NSR:Quay:6812,RUT:ServiceJourney:f6494b35e7dc5cda5e86020f695cace6,NSR:Quay:6816,RUT:ServiceJourney:25eacd0cc5bb95b3a99f5dae0bae7f08,1
NSR:Quay:5651,RUT:ServiceJourney:86cfd60d9e905cbf135f9c95f3767133,NSR:Quay:5653,RUT:ServiceJourney:a0673d2895b8a549bc269f6897168d6c,1
NSR:Quay:7787,RUT:ServiceJourney:dbfbf9beb1bb1df4320f0840b0ed726e,NSR:Quay:7787,RUT:ServiceJourney:038d58bf3b62adffe6a2c03a0ccb9de4,1
NSR:Quay:10221,RUT:ServiceJourney:5e1b3a3e227462e5ed2df691e16dc01a,NSR:Quay:10226,RUT:ServiceJourney:2bc1aec3d43f2e0b048cd64feb31b2f3,1
NSR:Quay:10226,RUT:ServiceJourney:d261b67246e007947d8d4879fe75e5d2,NSR:Quay:10221,RUT:ServiceJourney:8dfece44df1dab513e49e78dae1ec957,1
NSR:Quay:10097,RUT:ServiceJourney:c543cb523c2c5b07b4c908324288845b,NSR:Quay:10102,RUT:ServiceJourney:17bd21512f2f39b6c365dbfb1cacd9f4,1
NSR:Quay:8250,RUT:ServiceJourney:fec47a6726b1ae54a51b12d2605b3b39,NSR:Quay:8252,RUT:ServiceJourney:310ad744ecfa5f75b8af13a737baca99,1
NSR:Quay:10098,RUT:ServiceJourney:21fe76301a1a06be97f602173fd4b37d,NSR:Quay:10102,RUT:ServiceJourney:cab90e96ce12aecad946ecfc5ca268f1,1
NSR:Quay:12446,RUT:ServiceJourney:76497f4324f31bc2e877a502504190b9,NSR:Quay:12432,RUT:ServiceJourney:7656d1a9eb42ac7b089bbc1017473987,1
NSR:Quay:6812,RUT:ServiceJourney:0d09a207096507a86be9696760c90fed,NSR:Quay:6812,RUT:ServiceJourney:0f55fda4cd9ea6a055799750d10bd874,1
NSR:Quay:8252,RUT:ServiceJourney:42dd6082690ac983684ff9de4db47766,NSR:Quay:8250,RUT:ServiceJourney:35999b89446bce3e02e266424698a6cb,1
NSR:Quay:10097,RUT:ServiceJourney:afdd8da3e1415ed5a50d784eebff47c6,NSR:Quay:10098,RUT:ServiceJourney:09289d551c81c40025f94ac0b74a53af,1
NSR:Quay:7266,RUT:ServiceJourney:b3ad9e712ee608166d01bdc038b747d5,NSR:Quay:7261,RUT:ServiceJourney:77ffdf7075029a63c9a5f2751824eca7,1
NSR:Quay:5652,RUT:ServiceJourney:2309219f75af66c2c1884f102bdda254,NSR:Quay:5653,RUT:ServiceJourney:be105d1545f1333bc48d677078ee12fe,1
NSR:Quay:6812,RUT:ServiceJourney:0d84d9fd83ef4beb766944432addac02,NSR:Quay:6812,RUT:ServiceJourney:d671e6ea4bd756043dd3eda982c24389,1
NSR:Quay:10098,RUT:ServiceJourney:3c35d2d8b23eb2cd85a9d4bc793ffd78,NSR:Quay:10100,RUT:ServiceJourney:077da64f712e2b48671860f909b597ee,1
NSR:Quay:7786,RUT:ServiceJourney:faae0429c83cdb90e356d4c5d0717a65,NSR:Quay:7786,RUT:ServiceJourney:a8dc601a3be3c1a3ce61aa1f7add4c3b,1
NSR:Quay:6816,RUT:ServiceJourney:4a25acfd72fa95ecf1ec7d21284aa5d9,NSR:Quay:6814,RUT:ServiceJourney:646c9f5fea88f87a07e9d5e02cbf461f,1
NSR:Quay:10098,RUT:ServiceJourney:674d8b57c61c8c95b501913c14610dd5,NSR:Quay:10100,RUT:ServiceJourney:908628b9b72107542d57863cdccd3bc3,1
NSR:Quay:12581,RUT:ServiceJourney:90f96c2ad6046af0396decbd43955b9d,NSR:Quay:12580,RUT:ServiceJourney:a47ff9f596110560206feb0c99cd88bc,1
NSR:Quay:5651,RUT:ServiceJourney:02db8b162baeaa74aaa40ea98d34ac01,NSR:Quay:5654,RUT:ServiceJourney:a6d023390f867587b0be75ded18eaab0,1
NSR:Quay:7786,RUT:ServiceJourney:b40d94a7c655877a56cd1d8826a318aa,NSR:Quay:7786,RUT:ServiceJourney:291483a6dbd9fb68b20ae1a1c7009704,1
NSR:Quay:10100,RUT:ServiceJourney:22fb8bb15f0d0c5527d30e2de96e944a,NSR:Quay:10102,RUT:ServiceJourney:77d24a8c872c4064fb52f1831c9e26c2,1
NSR:Quay:10100,RUT:ServiceJourney:fbb063a25bf6bc3b918f8090f9afec12,NSR:Quay:10102,RUT:ServiceJourney:9583bb88ac283e11aebbfa639348295e,1
NSR:Quay:10097,RUT:ServiceJourney:f379a310144bea01fa97d7501b7b626b,NSR:Quay:10098,RUT:ServiceJourney:7edd327afb39d8798443da1196e9faa1,1
NSR:Quay:5654,RUT:ServiceJourney:b40e089517f01b228a8e2d334c7f03c4,NSR:Quay:5651,RUT:ServiceJourney:e27c00a7688704c12fb5a284f2ee6ca8,1
NSR:Quay:10102,RUT:ServiceJourney:45c47bf5e655cd8c3752200c9c1d7d91,NSR:Quay:10100,RUT:ServiceJourney:f94803445682b86ab82bff850d1abd18,1
NSR:Quay:10100,RUT:ServiceJourney:5b3a9313eea0f86be56b0b9e21f3a0ff,NSR:Quay:10102,RUT:ServiceJourney:140971217e21f503d2e9b73cb2686f5f,1
NSR:Quay:8250,RUT:ServiceJourney:abb26aee59ef0d1a9d80f3593187a5ed,NSR:Quay:8250,RUT:ServiceJourney:69770b139afe4ba9c0ab87de8de9c5ad,1
NSR:Quay:10098,RUT:ServiceJourney:58d9db75fc964627ae2dd0ca8048644a,NSR:Quay:10102,RUT:ServiceJourney:3b065334e71ad41987d1a5c4c33a0f9c,1
NSR:Quay:12580,RUT:ServiceJourney:d779e10135241025d675b9fc863199b3,NSR:Quay:12580,RUT:ServiceJourney:7cc737ef161fa411feeeff13f39cf020,1
NSR:Quay:10102,RUT:ServiceJourney:6d0cca32b9b1ffd85d421ca06d80ecfd,NSR:Quay:10097,RUT:ServiceJourney:8e2df9337b00d5024194f189de7fbd8a,1
NSR:Quay:6813,RUT:ServiceJourney:19a6d747a8e6979bc9c75fc0396a77db,NSR:Quay:6812,RUT:ServiceJourney:6fd33118669ecab1f5a580da908c5d37,1
NSR:Quay:10100,RUT:ServiceJourney:e0e1ab169b7082e09840ac96515f5c9a,NSR:Quay:10098,RUT:ServiceJourney:369e18adcf8d4f7f7fd7822c8efe19bb,1
NSR:Quay:7786,RUT:ServiceJourney:e70556a1952a000ba550de2097b24b27,NSR:Quay:7786,RUT:ServiceJourney:880739ebb7f00526406577f1dfe8acdf,1
NSR:Quay:8250,RUT:ServiceJourney:bf800dc2e2d2582f0adce94e48cd7988,NSR:Quay:8250,RUT:ServiceJourney:339d19f7d2138b918648995ac27085cf,1
NSR:Quay:10102,RUT:ServiceJourney:f01a6a9bb7deddffcd70f56951b09166,NSR:Quay:10097,RUT:ServiceJourney:54302c33ec5f79600b83e7628c6a15a5,1
NSR:Quay:10097,RUT:ServiceJourney:1dd2182ba3094902fb5c0a9f66bc8780,NSR:Quay:10102,RUT:ServiceJourney:e07644b63241c3487bb4ed0cb3fa717e,1
NSR:Quay:6814,RUT:ServiceJourney:65d2566adc3dfdb45250740eb3c7c412,NSR:Quay:6812,RUT:ServiceJourney:99274d94669d9cbd7e78fa937edbc03c,1
NSR:Quay:10095,RUT:ServiceJourney:c001e87e7b430f3f777aa44f830a45ea,NSR:Quay:10100,RUT:ServiceJourney:44b1667bb7764a79839b00b830e7bc8f,1
NSR:Quay:5653,RUT:ServiceJourney:44cbe2f8594410fa0ef6e554184ed016,NSR:Quay:5651,RUT:ServiceJourney:6288246b233263812869994ca70082ee,1
NSR:Quay:6814,RUT:ServiceJourney:e8f181a21b2818992f0d399acd49e538,NSR:Quay:6812,RUT:ServiceJourney:9fb9c2cfb254b848a76371089520a6fa,1
NSR:Quay:8252,RUT:ServiceJourney:f709d5a6a911b6a123589db3224fdd37,NSR:Quay:8250,RUT:ServiceJourney:8109341f72d6ad4495ca59f344520a3e,1
NSR:Quay:6812,RUT:ServiceJourney:4d340a144dfec9795e448864f91b5dcb,NSR:Quay:6813,RUT:ServiceJourney:eb625eba8d67ab80b06be349926e78de,1
NSR:Quay:6813,RUT:ServiceJourney:6c390bbfc1c504bdc0bb61a6f8e0ed5c,NSR:Quay:6812,RUT:ServiceJourney:c510c3227f263cd77870cf866bc635e3,1
NSR:Quay:10100,RUT:ServiceJourney:010986ded5513d578e565cb66aaba158,NSR:Quay:10102,RUT:ServiceJourney:cbab8995df1a011d9168aa75f8cba248,1
NSR:Quay:9104,RUT:ServiceJourney:bae5985afb0bef7ac9370a0cbb8f1b5f,NSR:Quay:9104,RUT:ServiceJourney:e86cf448dfd76734c35556b62ddc2d04,1
NSR:Quay:5651,RUT:ServiceJourney:aa7abc7cd4e93b9bb0ffc45c3ef926e9,NSR:Quay:5654,RUT:ServiceJourney:c41acd8c022f61bc092d4900e494e3d0,1
NSR:Quay:10102,RUT:ServiceJourney:8b769f839756c0b20cc280adff3f1b97,NSR:Quay:10100,RUT:ServiceJourney:864b56a13b3aad7c0a161f4d8d975b7d,1
NSR:Quay:8911,RUT:ServiceJourney:64b1daefb2d3db4f8324e914e94debfa,NSR:Quay:8911,RUT:ServiceJourney:341be8a3c4d4a7515b67e4440a1af6b7,1
NSR:Quay:10226,RUT:ServiceJourney:9136ef6060d8d12b694845956fa52e4b,NSR:Quay:10222,RUT:ServiceJourney:a035dcf15cddb8e72f4ec14cc09f1eb5,1
NSR:Quay:10102,RUT:ServiceJourney:bf04e6efeb87f978b5026116f745a96b,NSR:Quay:10097,RUT:ServiceJourney:9d2ee022c145da035c40608ce5b9dd61,1
NSR:Quay:7787,RUT:ServiceJourney:a9a125a839ee07a46a642b3c4a3a786f,NSR:Quay:7787,RUT:ServiceJourney:6eebaf0af703b757eafa5912cc85509c,1
NSR:Quay:6814,RUT:ServiceJourney:63da9ef79e7e0d5b3d8b0bfb8686cef5,NSR:Quay:6816,RUT:ServiceJourney:330433f9a19788df9b716db0c5f2bd6d,1
NSR:Quay:6817,RUT:ServiceJourney:050faecc7e6ddf880558a013a655a443,NSR:Quay:6813,RUT:ServiceJourney:4edec3a144be95522b0cf2560174a055,1
NSR:Quay:8911,RUT:ServiceJourney:b379c2d5838f43d02b305a7c5540ff02,NSR:Quay:8911,RUT:ServiceJourney:c8dd6d6ac567e2ccefbe6f5afd2490c4,1
NSR:Quay:8250,RUT:ServiceJourney:bcfdb70f668a08a93cad5e116077b56e,NSR:Quay:8250,RUT:ServiceJourney:09daf37920a019293594ddb36a136aa1,1
NSR:Quay:10102,RUT:ServiceJourney:fd88796e69ccb694d0827c5e57aa9ee3,NSR:Quay:10100,RUT:ServiceJourney:407a6822562abf21b9c9bd41c70207bd,1
NSR:Quay:7787,RUT:ServiceJourney:646c9f5fea88f87a07e9d5e02cbf461f,NSR:Quay:7787,RUT:ServiceJourney:d4fbb72e290aa4f8a6fded12ded283a7,1
NSR:Quay:12580,RUT:ServiceJourney:c7a05c7e4939bb78d4c8f399831d2eec,NSR:Quay:12581,RUT:ServiceJourney:02776848984d9938fbfc4dd600f69a14,1
NSR:Quay:5654,RUT:ServiceJourney:c93c057ce54576412ce28e492c7f477f,NSR:Quay:5651,RUT:ServiceJourney:8417a1794a36faf6926167c32bab94c1,1
NSR:Quay:5654,RUT:ServiceJourney:edec627914b38af7ccca920ddc6c12cf,NSR:Quay:5652,RUT:ServiceJourney:613c11dd13a7d50f7c2d833076f98d7d,1
NSR:Quay:6813,RUT:ServiceJourney:59bb13f0dbefd9487d3a71ce6e7f7bea,NSR:Quay:6812,RUT:ServiceJourney:f7879a17e3839b90a472f12d8ac0b3e5,1
NSR:Quay:10102,RUT:ServiceJourney:eb546f04fe4b2b7c3ad79ee9f1362b72,NSR:Quay:10100,RUT:ServiceJourney:0384e87a7d21d8ec980e914b8e36c587,1
NSR:Quay:10102,RUT:ServiceJourney:88606f87da8205bf701bc5d2ce6ef452,NSR:Quay:10100,RUT:ServiceJourney:32dc02d31dcb0d2636d4d7957a93682c,1
NSR:Quay:25813,RUT:ServiceJourney:d01a2e58a08b974f32cfadb6caa9a3db,NSR:Quay:25813,RUT:ServiceJourney:fb6a92574b67239e234e46df5878eba2,1
NSR:Quay:25812,RUT:ServiceJourney:5b34ef664fb58f9f42635959927a6bb7,NSR:Quay:25812,RUT:ServiceJourney:13bee1aed1f1b1d15a91c4763acdc72d,1
NSR:Quay:5482,RUT:ServiceJourney:15758f14b11d2a8eceef4d3f1b66b966,NSR:Quay:5482,RUT:ServiceJourney:b4bbcdd52ef5ffff746bd28340e7f9f7,1
NSR:Quay:10100,RUT:ServiceJourney:156f01e5671871aebdfbf9a0b48a1f18,NSR:Quay:10102,RUT:ServiceJourney:1fd74b0703606e9a57fdee33ee716430,1
NSR:Quay:10226,RUT:ServiceJourney:8a878090158eeef3324289c64d4bc30b,NSR:Quay:10221,RUT:ServiceJourney:d11990ab1ddd40b27c02367be05dcf11,1
NSR:Quay:7786,RUT:ServiceJourney:becaa50d85fb9524c9d12297966a5863,NSR:Quay:7787,RUT:ServiceJourney:1854ac6ca65421b5f23a88e536b26fad,1
NSR:Quay:10226,RUT:ServiceJourney:4f1c6bc3cdde71d86c716ea33f9dce67,NSR:Quay:10221,RUT:ServiceJourney:4cb202f6977561bf8dfb47b795a09fdc,1
NSR:Quay:8250,RUT:ServiceJourney:4bd84387afc7652f807aa67153f8b9a7,NSR:Quay:8250,RUT:ServiceJourney:0ef7db4e44b22a8ce0edb0a2071b9f6c,1
NSR:Quay:7787,RUT:ServiceJourney:efe7b5cb5d744c6ebff22f487942116d,NSR:Quay:7786,RUT:ServiceJourney:5c77915f0155bb8c425e1ec6664ba09b,1
NSR:Quay:7266,RUT:ServiceJourney:97333a9f19004adc916d93016704070b,NSR:Quay:7261,RUT:ServiceJourney:d5cbee71199df576426de8ed802866bc,1
NSR:Quay:10097,RUT:ServiceJourney:e41d6c67d82f08b803e15a6ba73354c4,NSR:Quay:10100,RUT:ServiceJourney:ca9d0b324095ca94b9a5400a764ce247,1
NSR:Quay:10100,RUT:ServiceJourney:e59fd538292523604e313e9632e1791f,NSR:Quay:10098,RUT:ServiceJourney:3a7b5ffc28b636aca44611ee09d49310,1
NSR:Quay:10097,RUT:ServiceJourney:13ed909d4825fce468e72078671a0bfb,NSR:Quay:10102,RUT:ServiceJourney:ed905dbb3df2c71c9ac2c65f653df2c2,1
NSR:Quay:10226,RUT:ServiceJourney:bf347d5f6ea610c122d646b67e7ed026,NSR:Quay:10221,RUT:ServiceJourney:bbcf134057aa7b7d59a6cda4c24e8240,1
NSR:Quay:10098,RUT:ServiceJourney:3c35d2d8b23eb2cd85a9d4bc793ffd78,NSR:Quay:10102,RUT:ServiceJourney:3aedc03f4684f0137945ae9fa1f96925,1
NSR:Quay:10097,RUT:ServiceJourney:0464eb0adf9b8a3e3b3fa55bc31cf316,NSR:Quay:10100,RUT:ServiceJourney:077da64f712e2b48671860f909b597ee,1
NSR:Quay:10100,RUT:ServiceJourney:552defcd3b641d671908c57fb094ebc6,NSR:Quay:10102,RUT:ServiceJourney:95acdcc270b936a16bf9616671f1670f,1
NSR:Quay:8250,RUT:ServiceJourney:990479e02960d9271e2723eede70ab57,NSR:Quay:8252,RUT:ServiceJourney:82222973aee4a3ea93adb368ab71c116,1
NSR:Quay:10097,RUT:ServiceJourney:c49b7a776178ee877f0977ce4296e5b9,NSR:Quay:10102,RUT:ServiceJourney:897adc4c8a1eb25dd69f4fac68db9b20,1
NSR:Quay:5654,RUT:ServiceJourney:953d56786eb60e95edcf4a5fe6bb6d50,NSR:Quay:5651,RUT:ServiceJourney:e1a2bfcdd34e7dbaf842627723225110,1
NSR:Quay:5654,RUT:ServiceJourney:d5bebb55256e1987a168bfca617b332d,NSR:Quay:5652,RUT:ServiceJourney:28fd2de7793e7d3a6e2789a921b7cbe8,1
NSR:Quay:12431,RUT:ServiceJourney:5cc5816864bf53e6c6a3baec5f9ff79d,NSR:Quay:12430,RUT:ServiceJourney:b1e29ed4422b625379737beff3b399f7,1
NSR:Quay:10102,RUT:ServiceJourney:40391cff3eb94ecebca2d6b9930cb5c4,NSR:Quay:10100,RUT:ServiceJourney:de13fb50906a2e30cf06c24430972f48,1
NSR:Quay:6813,RUT:ServiceJourney:4fe1c10b755e2aa1992fb381ec10e7f9,NSR:Quay:6817,RUT:ServiceJourney:2bf88ec7a024d75e7f8e0ce7678a929a,1
NSR:Quay:10100,RUT:ServiceJourney:288475b6e32fdfe9f54a47b40453b1b8,NSR:Quay:10102,RUT:ServiceJourney:c9e8a24d00576b95c0ede15b0fc6c229,1
NSR:Quay:25813,RUT:ServiceJourney:d96d86367201906168b6c1587bca3e9d,NSR:Quay:25813,RUT:ServiceJourney:74edbea4427fb7ceed2c68dd9a3e3285,1
NSR:Quay:7786,RUT:ServiceJourney:ee3a08a7aff23cab005badaf5e5a2263,NSR:Quay:7787,RUT:ServiceJourney:4c76e28951d15c088442037c9f757463,1
NSR:Quay:7786,RUT:ServiceJourney:4edec3a144be95522b0cf2560174a055,NSR:Quay:7786,RUT:ServiceJourney:f3f2d73638e8cec22dbdbe12e5090927,1
NSR:Quay:10226,RUT:ServiceJourney:0a247b4406cf3dea50498f11e023535b,NSR:Quay:10221,RUT:ServiceJourney:907810d522c81c11165995e043691bdc,1
NSR:Quay:8250,RUT:ServiceJourney:eb3f513aaaa62962b1498a3625d429eb,NSR:Quay:8250,RUT:ServiceJourney:a5ac91cda689fdd8eaf370e276757105,1
NSR:Quay:10098,RUT:ServiceJourney:07213d0af525d5e0dd15d3e665bd8193,NSR:Quay:10100,RUT:ServiceJourney:b2e041f7ac7836ea85e384bb1555d0cd,1
NSR:Quay:6814,RUT:ServiceJourney:eb2240403faf8fb6168bafc7fa13cf15,NSR:Quay:6816,RUT:ServiceJourney:f4941920e7ee99f38fe2f38fe58da5c0,1
NSR:Quay:7786,RUT:ServiceJourney:6d3b16390493ae6ef7903b009ac96cf5,NSR:Quay:7786,RUT:ServiceJourney:91fb87c274970ca6853adfa86dec9a12,1
NSR:Quay:7786,RUT:ServiceJourney:7d18557168200dc8abd5d826496e27db,NSR:Quay:7787,RUT:ServiceJourney:b7e5362f3c16448a9b175f53e5319964,1
NSR:Quay:10102,RUT:ServiceJourney:db44aa0d3a6b9df422be09eb52a82500,NSR:Quay:10097,RUT:ServiceJourney:baa35726400f7d012c968171021e5e0b,1
NSR:Quay:10097,RUT:ServiceJourney:2a02a50c6783264569696d6def0da795,NSR:Quay:10100,RUT:ServiceJourney:0c81d4ceca03b183ad615984cd940b72,1
NSR:Quay:10102,RUT:ServiceJourney:fdd5426e6eecc4571fd37969f2252e80,NSR:Quay:10100,RUT:ServiceJourney:de13fb50906a2e30cf06c24430972f48,1
NSR:Quay:5654,RUT:ServiceJourney:c7e228b128f895ec1c050ab1f9c8ac8f,NSR:Quay:5651,RUT:ServiceJourney:ba12a16d123e26a35633e1ee17889fd6,1
NSR:Quay:10098,RUT:ServiceJourney:32141b9388a3507d775c738db2e0c534,NSR:Quay:10100,RUT:ServiceJourney:5b3a9313eea0f86be56b0b9e21f3a0ff,1
NSR:Quay:98560,RUT:ServiceJourney:7d8f3076007503e33beecbb4b1700b2f,NSR:Quay:26569,RUT:ServiceJourney:6b4aba324fe5acbfc342a643a2c08df0,1
NSR:Quay:7786,RUT:ServiceJourney:378e5f46aab0c51ba822e44739bbeedd,NSR:Quay:7786,RUT:ServiceJourney:3c01469053b3fa46649ef9b5c56f18d0,1
NSR:Quay:7786,RUT:ServiceJourney:14dccaf3b000ff43c1c502aa74d19d61,NSR:Quay:7786,RUT:ServiceJourney:d423afd50522ff4cf240e7a7c26632b7,1
NSR:Quay:6813,RUT:ServiceJourney:9d6e5022e66e64c901bbe609b5d57057,NSR:Quay:6816,RUT:ServiceJourney:80e3a96b1661d8b0511f8498279d3b26,1
NSR:Quay:5651,RUT:ServiceJourney:1b0106453474c9705b27e10231809ece,NSR:Quay:5654,RUT:ServiceJourney:7092ffcd3515a3c14645e1d26723d903,1
NSR:Quay:10635,RUT:ServiceJourney:e05c4788a09bc746ff3bebc11a486291,NSR:Quay:10635,RUT:ServiceJourney:2e69a836ee40f14871efc5de725b2390,1
NSR:Quay:6817,RUT:ServiceJourney:7c6801a4c50a44d27df06a03cf0922d9,NSR:Quay:6816,RUT:ServiceJourney:cdc7e2097e09c944db7e267010bd33e6,1
NSR:Quay:10097,RUT:ServiceJourney:d7672864a78c415cf7b85291447c0070,NSR:Quay:10102,RUT:ServiceJourney:16d039777788f406a831139b53bfca26,1
NSR:Quay:9104,RUT:ServiceJourney:94c66e6547cae739a34463880e098db7,NSR:Quay:9104,RUT:ServiceJourney:ac6e9273545e6fa5169e91ca7f452621,1
NSR:Quay:10095,RUT:ServiceJourney:725c5d44c6deefbedb003187de6537d6,NSR:Quay:10100,RUT:ServiceJourney:cdd5f257c61b2e1e57c19439eb620e2a,1
NSR:Quay:10100,RUT:ServiceJourney:407a6822562abf21b9c9bd41c70207bd,NSR:Quay:10102,RUT:ServiceJourney:4d40f3c7e50a3918ae9d0f544fc500dc,1
NSR:Quay:6812,RUT:ServiceJourney:7f358e905c25d9049a12644c3d562b03,NSR:Quay:6816,RUT:ServiceJourney:26abfd6ec1521a61e3df4a0bfd4387e8,1
NSR:Quay:10100,RUT:ServiceJourney:8d82aeee11575528e50e3440d9162993,NSR:Quay:10098,RUT:ServiceJourney:6fe2bb9024373e47d1c93d71a9ec7cb0,1
NSR:Quay:10102,RUT:ServiceJourney:9f493e2c149122799d850262d6187ea7,NSR:Quay:10100,RUT:ServiceJourney:52215906df0e0ae5c2210e9046c1000f,1
NSR:Quay:8250,RUT:ServiceJourney:2f25013b4d69cc6a9d25e4ed00743856,NSR:Quay:8250,RUT:ServiceJourney:7f234830728fd4a3aaeec9d5bd8195b7,1
NSR:Quay:6817,RUT:ServiceJourney:a4fdf544ffa83db3a0dcccd0f184e4ac,NSR:Quay:6813,RUT:ServiceJourney:ad2ea3295c904ec26f1b2ad1050478b0,1
NSR:Quay:10100,RUT:ServiceJourney:fa3dabb2f1445c0d36cada223edad9b8,NSR:Quay:10095,RUT:ServiceJourney:f47d9749faf7a9dc92c43d4ff0b64c36,1
NSR:Quay:8250,RUT:ServiceJourney:35d90e0364c3c26ccfcd975e9a2dedaf,NSR:Quay:8250,RUT:ServiceJourney:e7f340e73b8f9cce99980bc8257d6448,1
NSR:Quay:10226,RUT:ServiceJourney:27a4d4a19eb9bd8ae24f46c897e04a48,NSR:Quay:10221,RUT:ServiceJourney:e3f0282f843823bc263c51f5946d357e,1
NSR:Quay:10102,RUT:ServiceJourney:fd88796e69ccb694d0827c5e57aa9ee3,NSR:Quay:10098,RUT:ServiceJourney:a7d3c838c302479f42e7d0254e8a766c,1
NSR:Quay:7787,RUT:ServiceJourney:e0f3bf20067014a08a8e834f4c0d8b54,NSR:Quay:7786,RUT:ServiceJourney:aed26167cd1423db781af453eb700765,1
NSR:Quay:10100,RUT:ServiceJourney:c5a7db2237962ec3377c18dafcfd8984,NSR:Quay:10098,RUT:ServiceJourney:166b70fc5c9471a6505f864feb9fd165,1
NSR:Quay:6812,RUT:ServiceJourney:7931da15d1fa168fd506659ea3e68505,NSR:Quay:6816,RUT:ServiceJourney:fd348e0e7e68ccf9f2db12a43def3fed,1
NSR:Quay:10102,RUT:ServiceJourney:ee14f888d310ebd789710fc2f69c97d8,NSR:Quay:10098,RUT:ServiceJourney:b1c4762bd80e030d905c5fc2f2007811,1
