stop_id,stop_name,stop_lat,stop_lon,stop_desc,location_type,parent_station,wheelchair_boarding,vehicle_type,platform_code
NSR:Quay:11524,Fjellfotvegen sør,60.087680,11.461819,,,NSR:StopPlace:6276,,700,
NSR:Quay:11525,Fjellfotvegen sør,60.087830,11.461567,,,NSR:StopPlace:6276,,700,
NSR:Quay:11526,Fjellfotvegen sør,60.087688,11.461192,,,NSR:StopPlace:6276,,700,
NSR:Quay:11527,Fjellfotvegen sør,60.087648,11.461675,,,NSR:StopPlace:6276,,700,
NSR:Quay:11528,St. Hanshaugen,59.924365,10.741904,i Waldemar Thranes gate,,NSR:StopPlace:6274,,700,D
NSR:Quay:11529,Grimelundsveien,59.944763,10.692449,,,NSR:StopPlace:6278,,700,
NSR:Quay:11530,Grimelundsveien,59.944763,10.692937,,,NSR:StopPlace:6278,,700,
NSR:Quay:11531,St. Hanshaugen,59.923356,10.739447,i Waldemar Thranes gate,,NSR:StopPlace:6274,,700,C
NSR:Quay:11532,Tråkka,59.946215,10.688904,i Dalsveien,,NSR:StopPlace:6280,,700,
NSR:Quay:11533,Tråkka,59.945436,10.689826,i Holmenveien,,NSR:StopPlace:6280,,700,
NSR:Quay:11534,Stensberggata,59.921978,10.741306,,,NSR:StopPlace:6281,,700,
NSR:Quay:11535,Stensberggata,59.922607,10.741080,,,NSR:StopPlace:6281,,700,
NSR:Quay:11536,Dalsveien,59.948695,10.688871,,,NSR:StopPlace:6282,,700,
NSR:Quay:11539,Nordahl Bruns gate,59.919226,10.743602,,,NSR:StopPlace:6283,,700,
NSR:Quay:11540,Stasjonsveien,59.950196,10.688890,,,NSR:StopPlace:6284,,700,
NSR:Quay:11542,Gateteiet,60.086376,11.459848,,,NSR:StopPlace:6285,,700,
NSR:Quay:11543,Gateteiet,60.086245,11.459623,,,NSR:StopPlace:6285,,700,
NSR:Quay:11544,Colletts gate,59.927028,10.738581,,,NSR:StopPlace:6286,,700,
NSR:Quay:11545,Colletts gate,59.927040,10.738873,,,NSR:StopPlace:6286,,700,
NSR:Quay:11546,Holmenhavna,59.950690,10.680621,,,NSR:StopPlace:6287,,700,
NSR:Quay:11547,Holmenhavna,59.950796,10.680513,,,NSR:StopPlace:6287,,700,
NSR:Quay:11548,Alexander Kiellands plass,59.927869,10.749253,i Waldemar Thranes gate,,NSR:StopPlace:6288,,700,
NSR:Quay:11549,Alexander Kiellands plass,59.928635,10.749390,i Uelands gate,,NSR:StopPlace:6288,,700,
NSR:Quay:11550,Alexander Kiellands plass,59.928867,10.749631,i Uelands gate,,NSR:StopPlace:6288,,700,
NSR:Quay:11551,Alexander Kiellands plass,59.927867,10.748896,i Waldemar Thranes gate,,NSR:StopPlace:6288,,700,
NSR:Quay:11552,Gråkammen,59.955033,10.701515,Retning sentrum,,NSR:StopPlace:6289,,401,1
NSR:Quay:11553,Gråkammen,59.955042,10.701711,Retning Frognerseteren,,NSR:StopPlace:6289,,401,2
NSR:Quay:11554,Telthusbakken,59.924566,10.750396,,,NSR:StopPlace:6290,,700,
NSR:Quay:11555,Telthusbakken,59.924563,10.750618,,,NSR:StopPlace:6290,,700,
NSR:Quay:11557,Falck Ytters plass,59.925762,10.744833,,,NSR:StopPlace:6292,,700,
NSR:Quay:11558,Stensrud,60.076866,11.449969,,,NSR:StopPlace:6293,,700,
NSR:Quay:11559,Falck Ytters plass,59.925861,10.744693,,,NSR:StopPlace:6292,,700,
NSR:Quay:11560,Stensrud,60.076531,11.448255,,,NSR:StopPlace:6293,,700,
NSR:Quay:11561,Gulleråsen,59.955796,10.696797,Retning Frognerseteren,,NSR:StopPlace:6294,,401,2
NSR:Quay:11562,Svenstua,59.957108,10.689684,,,NSR:StopPlace:6295,,700,
NSR:Quay:11563,Evald Ryghs gate,59.931006,10.749057,,,NSR:StopPlace:6296,,700,
NSR:Quay:11564,Svenstua,59.957717,10.689783,,,NSR:StopPlace:6295,,700,
NSR:Quay:11565,Evald Ryghs gate,59.930467,10.748794,,,NSR:StopPlace:6296,,700,
NSR:Quay:11566,Lovisenberg,59.930666,10.743006,,,NSR:StopPlace:6297,,700,
NSR:Quay:11567,Vettakollen,59.959993,10.695577,Retning sentrum,,NSR:StopPlace:6298,,401,1
NSR:Quay:11568,Lovisenberg,59.930700,10.742765,,,NSR:StopPlace:6297,,700,
NSR:Quay:11569,Vettakollen,59.959784,10.695834,Retning Frognerseteren,,NSR:StopPlace:6298,,401,2
NSR:Quay:11570,Skådalen,59.961867,10.690778,Retning Frognerseteren,,NSR:StopPlace:6299,,401,2
NSR:Quay:11571,Skådalen,59.961779,10.690700,Retning sentrum,,NSR:StopPlace:6299,,401,1
NSR:Quay:11572,Tannlegehøyskolen,59.932996,10.742215,,,NSR:StopPlace:6300,,700,
NSR:Quay:11573,Tannlegehøyskolen,59.932791,10.742228,,,NSR:StopPlace:6300,,700,
NSR:Quay:11574,Holtteien,60.067627,11.435915,,,NSR:StopPlace:6301,,700,
NSR:Quay:11575,Holtteien,60.067669,11.436132,,,NSR:StopPlace:6301,,700,
NSR:Quay:11576,Midtstuen,59.961366,10.683024,Retning Frognerseteren,,NSR:StopPlace:6302,,401,2
NSR:Quay:11577,Midtstuen,59.961281,10.683016,Retning sentrum,,NSR:StopPlace:6302,,401,1
NSR:Quay:11578,Ullevål sykehus,59.935763,10.736687,,,NSR:StopPlace:59685,,700,
NSR:Quay:11579,Ullevål sykehus,59.936162,10.734769,,,NSR:StopPlace:59685,,700,
NSR:Quay:11580,Lybekkveien,59.952310,10.673867,,,NSR:StopPlace:6305,,700,
NSR:Quay:11581,Ullevål sykehus,59.936177,10.731867,,,NSR:StopPlace:6303,,700,
NSR:Quay:11582,Lybekkveien,59.952990,10.673974,,,NSR:StopPlace:6305,,700,
NSR:Quay:11583,Ullevål sykehus,59.936362,10.732071,,,NSR:StopPlace:6303,,700,
NSR:Quay:11584,Krags vei,59.954810,10.666035,,,NSR:StopPlace:6306,,700,
NSR:Quay:11585,Krags vei,59.954979,10.666064,,,NSR:StopPlace:6306,,700,
NSR:Quay:11586,Ullevål sykehus,59.936122,10.732079,,,NSR:StopPlace:6307,,900,
NSR:Quay:11587,Ullevål sykehus,59.936349,10.731934,,,NSR:StopPlace:6307,,900,
NSR:Quay:11588,Ryghs vei,59.956134,10.661810,,,NSR:StopPlace:6308,,700,
NSR:Quay:11589,Ryghs vei,59.956162,10.662242,,,NSR:StopPlace:6308,,700,
NSR:Quay:11590,Finholt,60.062980,11.428126,,,NSR:StopPlace:6309,,700,
NSR:Quay:11591,Finholt,60.062648,11.427248,,,NSR:StopPlace:6309,,700,
NSR:Quay:11592,Vestre Aker kirke,59.935242,10.730628,i Kirkeveien,,NSR:StopPlace:6312,,700,
NSR:Quay:11593,Besserud,59.957981,10.674170,Retning Frognerseteren,,NSR:StopPlace:6311,,401,2
NSR:Quay:11594,Besserud,59.957712,10.673564,Retning sentrum,,NSR:StopPlace:6311,,401,1
NSR:Quay:11595,Vestre Aker kirke,59.934305,10.727967,i Kirkeveien,,NSR:StopPlace:6312,,700,
NSR:Quay:11596,Midtstuen,59.959459,10.683995,,,NSR:StopPlace:6313,,700,
NSR:Quay:11597,Midtstuen,59.959368,10.685022,,,NSR:StopPlace:6313,,700,
NSR:Quay:11598,Marienlyst,59.932389,10.724553,,,NSR:StopPlace:6314,,700,
NSR:Quay:11599,Marienlyst,59.932148,10.723608,,,NSR:StopPlace:6314,,700,
NSR:Quay:11600,Besserud T,59.957928,10.674779,,,NSR:StopPlace:6315,,700,
NSR:Quay:11601,Besserud T,59.957974,10.674763,,,NSR:StopPlace:6315,,700,
NSR:Quay:11603,Lindern,59.934673,10.743755,,,NSR:StopPlace:6317,,700,
NSR:Quay:11604,Lindern,59.934375,10.743687,,,NSR:StopPlace:6317,,700,
NSR:Quay:11605,Holmenkollen,59.960181,10.663055,Retning sentrum,,NSR:StopPlace:6318,,401,1
NSR:Quay:11606,Holmenkollen,59.960247,10.663143,Retning Frognerseteren,,NSR:StopPlace:6318,,401,2
NSR:Quay:11607,Fayes gate,59.935245,10.743170,,,NSR:StopPlace:6319,,700,
NSR:Quay:11608,Fayes gate,59.935231,10.741547,,,NSR:StopPlace:6319,,700,
NSR:Quay:11609,Voksenlia,59.966968,10.654778,Retning Frognerseteren,,NSR:StopPlace:6320,,401,2
NSR:Quay:11610,Voksenlia,59.966905,10.654649,Retning sentrum,,NSR:StopPlace:6320,,401,1
NSR:Quay:11611,Skogen,59.975100,10.647431,Retning sentrum,,NSR:StopPlace:6321,,401,1
NSR:Quay:11612,Skogen,59.975365,10.647528,Retning Frognerseteren,,NSR:StopPlace:6321,,401,2
NSR:Quay:11614,John Colletts plass,59.940862,10.729582,i Sognsveien,,NSR:StopPlace:6323,,700,
NSR:Quay:11615,John Colletts plass,59.940264,10.729370,,,NSR:StopPlace:6327,,900,
NSR:Quay:11617,Lillevann,59.980434,10.653182,Retning Frognerseteren,,NSR:StopPlace:6324,,401,2
NSR:Quay:11618,John Colletts plass,59.940972,10.729831,i Sognsveien,,NSR:StopPlace:6323,,700,
NSR:Quay:11619,Lillevann,59.980678,10.652578,Retning sentrum,,NSR:StopPlace:6324,,401,1
NSR:Quay:11620,John Colletts plass,59.939943,10.729035,,,NSR:StopPlace:6323,,700,
NSR:Quay:11621,Bodung stasjon,60.085837,11.420283,,,NSR:StopPlace:6325,,700,
NSR:Quay:11622,Bodung stasjon,60.085227,11.419559,,,NSR:StopPlace:6325,,700,
NSR:Quay:11623,Soria Moria,59.975160,10.656768,,,NSR:StopPlace:6326,,700,
NSR:Quay:11624,Soria Moria,59.974980,10.656738,,,NSR:StopPlace:6326,,700,
NSR:Quay:11625,John Colletts plass,59.940209,10.729252,,,NSR:StopPlace:6327,,900,
NSR:Quay:11626,John Colletts plass,59.940428,10.728828,,,NSR:StopPlace:6327,,900,
NSR:Quay:11627,Lysebu,59.979194,10.660582,,,NSR:StopPlace:6328,,700,
NSR:Quay:11628,Lysebu,59.979136,10.660936,,,NSR:StopPlace:6328,,700,
NSR:Quay:11629,Ullevålsalléen,59.938055,10.730354,,,NSR:StopPlace:6329,,700,
NSR:Quay:11630,Ullevålsalléen,59.937738,10.730140,,,NSR:StopPlace:6329,,700,
NSR:Quay:11631,Voksenkollen T,59.980073,10.664071,,,NSR:StopPlace:6330,,700,
NSR:Quay:11632,Voksenkollen T,59.980181,10.663999,,,NSR:StopPlace:6330,,700,
NSR:Quay:11633,Klodsbodding kapell,60.081571,11.414851,,,NSR:StopPlace:6331,,700,
NSR:Quay:11634,Klodsbodding kapell,60.081613,11.415031,,,NSR:StopPlace:6331,,700,
NSR:Quay:11635,Blindern,59.940224,10.716096,Retning Sognsvann/Storo,,NSR:StopPlace:6332,,401,2
NSR:Quay:11636,Blindern,59.940186,10.716251,Retning sentrum,,NSR:StopPlace:6332,,401,1
NSR:Quay:11637,Voksenkollen,59.980126,10.665056,Retning sentrum,,NSR:StopPlace:6333,,401,1
NSR:Quay:11638,Voksenkollen,59.980036,10.665104,Retning Frognerseteren,,NSR:StopPlace:6333,,401,2
NSR:Quay:11639,Thorleif Haugs vei,59.969916,10.669505,,,NSR:StopPlace:6334,,700,
NSR:Quay:11640,Thorleif Haugs vei,59.969980,10.669396,,,NSR:StopPlace:6334,,700,
NSR:Quay:11643,Makrellbekken,59.941520,10.673998,Retning Østerås,,NSR:StopPlace:6336,,401,2
NSR:Quay:11644,Makrellbekken,59.941889,10.673706,Retning sentrum,,NSR:StopPlace:6336,,401,1
NSR:Quay:11647,Tveiten gård,60.074765,11.400169,,,NSR:StopPlace:6339,,700,
NSR:Quay:11648,Makrellbekken,59.941879,10.672636,,,NSR:StopPlace:6338,,700,
NSR:Quay:11649,Tveiten gård,60.074753,11.399885,,,NSR:StopPlace:6339,,700,
NSR:Quay:11650,Universitetet Blindern,59.941956,10.725089,,,NSR:StopPlace:6340,,900,
NSR:Quay:11651,Universitetet Blindern,59.942143,10.724520,,,NSR:StopPlace:6340,,900,
NSR:Quay:11652,Bernhard Herres vei,59.941664,10.681635,,,NSR:StopPlace:6341,,700,
NSR:Quay:11653,Bernhard Herres vei,59.941811,10.681804,,,NSR:StopPlace:6341,,700,
NSR:Quay:11654,Forskningsparken,59.943674,10.720934,Retning Sognsvann/Storo,,NSR:StopPlace:6342,,401,2
NSR:Quay:11655,Forskningsparken,59.943734,10.720800,Retning sentrum,,NSR:StopPlace:6342,,401,1
NSR:Quay:11656,Holmendammen,59.944856,10.679486,,,NSR:StopPlace:6343,,700,
NSR:Quay:11657,Holmendammen,59.944270,10.680516,,,NSR:StopPlace:6343,,700,
NSR:Quay:11660,Holmenenga,59.948468,10.676238,,,NSR:StopPlace:6345,,700,
NSR:Quay:11661,Holmenenga,59.948930,10.676321,,,NSR:StopPlace:6345,,700,
NSR:Quay:11662,Forskningsparken T,59.943674,10.721074,,,NSR:StopPlace:6346,,900,
NSR:Quay:11663,Forskningsparken T,59.943936,10.720757,,,NSR:StopPlace:6346,,900,
NSR:Quay:11664,Haugen,60.071780,11.397108,,,NSR:StopPlace:6347,,700,
NSR:Quay:11665,Gressbanen,59.950964,10.675106,,,NSR:StopPlace:6348,,700,
NSR:Quay:11666,Gressbanen,59.950474,10.675280,,,NSR:StopPlace:6348,,700,
NSR:Quay:11667,Eventyrveien,59.944578,10.731521,,,NSR:StopPlace:6349,,700,
NSR:Quay:11668,Eventyrveien,59.944690,10.731795,,,NSR:StopPlace:6349,,700,
NSR:Quay:11669,Holmen,59.946056,10.667440,Retning Østerås,,NSR:StopPlace:6350,,401,2
NSR:Quay:11670,Holmen,59.945983,10.667354,Retning sentrum,,NSR:StopPlace:6350,,401,1
NSR:Quay:11671,Domus Athletica,59.947419,10.721911,,,NSR:StopPlace:6351,,700,
NSR:Quay:11672,Arnebråtveien,59.950979,10.665362,,,NSR:StopPlace:6352,,700,
NSR:Quay:11673,Arnebråtveien,59.950809,10.665559,,,NSR:StopPlace:6352,,700,
NSR:Quay:11674,Arkitekt Rivertz plass,59.933792,10.749414,,,NSR:StopPlace:6355,,700,
NSR:Quay:11675,Arkitekt Rivertz plass,59.934840,10.749905,,,NSR:StopPlace:6355,,700,
NSR:Quay:11676,Amagerveien,59.952426,10.661011,,,NSR:StopPlace:6354,,700,
NSR:Quay:11677,Amagerveien,59.952567,10.660740,,,NSR:StopPlace:6354,,700,
NSR:Quay:11678,Arkitekt Rivertz plass,59.934754,10.748607,i Griffenfeldts gate,,NSR:StopPlace:6355,,700,
NSR:Quay:11679,Arkitekt Rivertz plass,59.934085,10.750546,i Griffenfeldts gate,,NSR:StopPlace:6355,,700,
NSR:Quay:11680,Framtun skole,60.060237,11.409852,,,NSR:StopPlace:6356,,700,
NSR:Quay:11682,Vøyenbrua,59.933062,10.758319,,,NSR:StopPlace:6358,,700,
NSR:Quay:11683,Vøyenbrua,59.932886,10.758364,,,NSR:StopPlace:6358,,700,
NSR:Quay:11684,Huseby skole,59.944870,10.656309,,,NSR:StopPlace:6359,,700,
NSR:Quay:11685,Huseby skole,59.945273,10.655167,,,NSR:StopPlace:6359,,700,
NSR:Quay:11686,Hovseter,59.946430,10.655130,Retning Østerås,,NSR:StopPlace:6360,,401,2
NSR:Quay:11687,Hovseter,59.946353,10.655161,Retning sentrum,,NSR:StopPlace:6360,,401,1
NSR:Quay:11688,Sagene,59.937550,10.751396,,,NSR:StopPlace:59893,,700,B
NSR:Quay:11689,Sagene,59.937630,10.750736,,,NSR:StopPlace:59893,,700,A
NSR:Quay:11690,Hovseter,59.945733,10.655856,,,NSR:StopPlace:6362,,700,B
NSR:Quay:11691,Hovseter,59.946709,10.657591,,,NSR:StopPlace:6362,,700,A
NSR:Quay:11692,Sagene,59.938002,10.750165,,,NSR:StopPlace:6363,,700,D
NSR:Quay:11693,Sagene,59.937846,10.749832,,,NSR:StopPlace:6363,,700,C
NSR:Quay:11694,Esval,60.175863,11.419561,,,NSR:StopPlace:6364,,700,
NSR:Quay:11695,Esval,60.175948,11.419666,,,NSR:StopPlace:6364,,700,
NSR:Quay:11696,Hovseter skole,59.949486,10.656449,,,NSR:StopPlace:6365,,700,
NSR:Quay:11697,Hovseter skole,59.949517,10.656623,,,NSR:StopPlace:6365,,700,
NSR:Quay:11698,Voldsløkka,59.940565,10.750372,,,NSR:StopPlace:6366,,700,
NSR:Quay:11699,Voldsløkka,59.940419,10.750042,,,NSR:StopPlace:6366,,700,
NSR:Quay:11700,Hovseterhjemmet,59.951130,10.657090,,,NSR:StopPlace:6367,,700,
NSR:Quay:11701,Orebakken,59.953804,10.657146,,,NSR:StopPlace:6368,,700,
NSR:Quay:11702,Orebakken,59.953800,10.656848,,,NSR:StopPlace:6368,,700,
NSR:Quay:11703,Bjølsen,59.942828,10.759628,,,NSR:StopPlace:6369,,700,
NSR:Quay:11704,Bjølsen,59.942325,10.759657,,,NSR:StopPlace:6369,,700,
NSR:Quay:11706,Nyhus,60.184274,11.418652,,,NSR:StopPlace:6371,,700,
NSR:Quay:11707,Nyhus,60.184162,11.418529,,,NSR:StopPlace:6371,,700,
NSR:Quay:11708,Advokat Dehlis plass,59.939481,10.758877,,,NSR:StopPlace:6372,,700,
NSR:Quay:11709,Advokat Dehlis plass,59.938743,10.759588,,,NSR:StopPlace:6372,,700,
NSR:Quay:11710,Ostadalsveien,59.945500,10.647729,,,NSR:StopPlace:6373,,700,
NSR:Quay:11711,Ostadalsveien,59.945796,10.648013,,,NSR:StopPlace:6373,,700,
NSR:Quay:11712,Arendalsgata,59.937378,10.757812,,,NSR:StopPlace:6374,,700,
NSR:Quay:11713,Arendalsgata,59.937475,10.759424,,,NSR:StopPlace:6374,,700,
NSR:Quay:11715,Aslakveien,59.942670,10.646988,,,NSR:StopPlace:6375,,700,
NSR:Quay:11716,Aslakveien,59.942660,10.647136,,,NSR:StopPlace:6375,,700,
NSR:Quay:11717,Badebakken,59.945641,10.760306,,,NSR:StopPlace:6376,,700,
NSR:Quay:11718,Badebakken,59.945770,10.760119,,,NSR:StopPlace:6376,,700,
NSR:Quay:11719,Røa næringspark,59.941392,10.649150,,,NSR:StopPlace:6377,,700,
NSR:Quay:11720,Vormlia,60.158676,11.421007,,,NSR:StopPlace:6378,,700,
NSR:Quay:11721,Vormlia,60.158277,11.420784,,,NSR:StopPlace:6378,,700,
NSR:Quay:11722,Ullerntoppen,59.938718,10.648225,,,NSR:StopPlace:6379,,700,
NSR:Quay:11723,Ullerntoppen,59.938627,10.648343,,,NSR:StopPlace:6379,,700,
NSR:Quay:11724,Kristoffer Aamots bro,59.946765,10.764220,,,NSR:StopPlace:6380,,700,
NSR:Quay:11725,Kristoffer Aamots bro,59.946979,10.764142,,,NSR:StopPlace:6380,,700,
NSR:Quay:11726,Røa,59.946770,10.644290,Retning Østerås,,NSR:StopPlace:6381,,401,2
NSR:Quay:11727,Torshov,59.934469,10.764346,,,NSR:StopPlace:6382,,900,
NSR:Quay:11728,Torshov,59.934809,10.764802,,,NSR:StopPlace:6382,,900,
NSR:Quay:11729,Røa,59.946692,10.644234,Retning sentrum,,NSR:StopPlace:6381,,401,1
NSR:Quay:11730,Røa T,59.947247,10.643115,i Vækerøveien,,NSR:StopPlace:6383,,700,B
NSR:Quay:11731,Røa T,59.946725,10.642603,i Vækerøveien,,NSR:StopPlace:6383,,700,A
NSR:Quay:11733,Torshov,59.935039,10.764550,,,NSR:StopPlace:6384,,700,
NSR:Quay:11734,Torshov,59.935168,10.764450,,,NSR:StopPlace:6384,,700,
NSR:Quay:11735,Røa T,59.947897,10.642482,i Griniveien,,NSR:StopPlace:6383,,700,D
NSR:Quay:11736,Røa T,59.947799,10.642456,i Griniveien,,NSR:StopPlace:6383,,700,C
NSR:Quay:11737,Helsesenteret,60.120771,11.477456,,,NSR:StopPlace:6386,,700,
NSR:Quay:11738,Helsesenteret,60.120713,11.477407,,,NSR:StopPlace:6386,,700,
NSR:Quay:11739,Vogts gate,59.931604,10.763251,,,NSR:StopPlace:6387,,700,
NSR:Quay:11740,Vogts gate,59.931740,10.763359,,,NSR:StopPlace:6387,,700,
NSR:Quay:11741,Kristian Auberts vei,59.940666,10.641246,,,NSR:StopPlace:6388,,700,
NSR:Quay:11742,Kristian Auberts vei,59.940795,10.641128,,,NSR:StopPlace:6388,,700,
NSR:Quay:11743,Torshovparken,59.933277,10.768780,,,NSR:StopPlace:6389,,700,
NSR:Quay:11744,Torshovparken,59.933390,10.769147,,,NSR:StopPlace:6389,,700,
NSR:Quay:11745,Røa kirke,59.949419,10.643931,,,NSR:StopPlace:6390,,700,
NSR:Quay:11746,Røa kirke,59.950326,10.644609,,,NSR:StopPlace:6390,,700,
NSR:Quay:11747,Sæveruds plass,59.935246,10.774852,,,NSR:StopPlace:6391,,700,
NSR:Quay:11748,Sæveruds plass,59.935152,10.774761,,,NSR:StopPlace:6391,,700,
NSR:Quay:11749,Ekraveien,59.950680,10.636254,Retning sentrum,,NSR:StopPlace:6392,,401,1
NSR:Quay:11750,Ekraveien,59.950095,10.637475,Retning Østerås,,NSR:StopPlace:6392,,401,2
NSR:Quay:11751,Hagaskogvegen,60.118627,11.474329,,,NSR:StopPlace:6393,,700,
NSR:Quay:11752,Sandaker senter,59.938829,10.768672,,,NSR:StopPlace:6394,,900,
NSR:Quay:11753,Ekraveien,59.951782,10.636533,,,NSR:StopPlace:6395,,700,
NSR:Quay:11754,Ekraveien,59.951545,10.636595,,,NSR:StopPlace:6395,,700,
NSR:Quay:11755,Sandaker senter,59.938668,10.768366,,,NSR:StopPlace:6394,,900,
NSR:Quay:11757,Sandaker senter,59.939298,10.768906,,,NSR:StopPlace:6398,,700,
NSR:Quay:11758,Sandaker senter,59.939370,10.769270,,,NSR:StopPlace:6398,,700,
NSR:Quay:11760,Nordpolen skole,59.940538,10.772352,,,NSR:StopPlace:6400,,700,
NSR:Quay:11761,Nordpolen skole,59.940052,10.772827,,,NSR:StopPlace:6400,,700,
NSR:Quay:11763,Holter,60.204338,11.408092,,,NSR:StopPlace:6402,,700,
NSR:Quay:11764,Holter,60.203567,11.408462,,,NSR:StopPlace:6402,,700,
NSR:Quay:11765,Linhusveien,59.957865,10.641656,,,NSR:StopPlace:6403,,700,
NSR:Quay:11766,Haarklous plass,59.937632,10.773849,,,NSR:StopPlace:6404,,700,
NSR:Quay:11767,Linhusveien,59.957652,10.641589,,,NSR:StopPlace:6403,,700,
NSR:Quay:11768,Haarklous plass,59.937810,10.774155,,,NSR:StopPlace:6404,,700,
NSR:Quay:11769,Grefsenveien,59.942484,10.772974,,,NSR:StopPlace:6405,,900,
NSR:Quay:11770,Grefsenveien,59.942852,10.773656,,,NSR:StopPlace:6405,,900,
NSR:Quay:11771,Vennerstua,59.954535,10.643510,,,NSR:StopPlace:6406,,700,
NSR:Quay:11772,Vennerstua,59.954453,10.643676,,,NSR:StopPlace:6406,,700,
NSR:Quay:11773,Sinsen T,59.938925,10.779557,,,NSR:StopPlace:6407,,700,K
NSR:Quay:11774,Sinsen T,59.938823,10.779695,,,NSR:StopPlace:6407,,700,J
NSR:Quay:11775,Jarbakken,59.954845,10.657226,,,NSR:StopPlace:6408,,700,
NSR:Quay:11776,Jarbakken,59.955032,10.657047,,,NSR:StopPlace:6408,,700,
NSR:Quay:11777,Sandaker,59.942034,10.770383,,,NSR:StopPlace:6409,,700,
NSR:Quay:11778,Sandaker,59.941910,10.770236,,,NSR:StopPlace:6409,,700,
NSR:Quay:11779,Nordre Jarbakken,59.956616,10.654061,,,NSR:StopPlace:6410,,700,
NSR:Quay:11780,Nordre Jarbakken,59.956607,10.654432,,,NSR:StopPlace:6410,,700,
NSR:Quay:11781,Farset,60.208171,11.405013,,,NSR:StopPlace:6411,,700,
NSR:Quay:11782,Farset,60.207468,11.405276,,,NSR:StopPlace:6411,,700,
NSR:Quay:11783,Sagstua,59.960310,10.649861,,,NSR:StopPlace:6412,,700,
NSR:Quay:11784,Sagstua,59.960406,10.649322,,,NSR:StopPlace:6412,,700,
NSR:Quay:11785,Lillo gård,59.944827,10.771910,,,NSR:StopPlace:6413,,700,
NSR:Quay:11786,Lillo gård,59.944905,10.772181,,,NSR:StopPlace:6413,,700,
NSR:Quay:11787,Himstadplassen,59.962687,10.646551,i Ankerveien,,NSR:StopPlace:6414,,700,
NSR:Quay:11788,Himstadplassen,59.963514,10.645714,i Olaf Bulls vei,,NSR:StopPlace:6414,,700,
NSR:Quay:11791,Bogstad Camping,59.961935,10.641986,,,NSR:StopPlace:6416,,700,
NSR:Quay:11792,Bogstad Camping,59.962061,10.642287,,,NSR:StopPlace:6416,,700,
NSR:Quay:11793,Jerpestad,60.214122,11.399622,,,NSR:StopPlace:6417,,700,
NSR:Quay:11794,Jerpestad,60.215695,11.397597,,,NSR:StopPlace:6417,,700,
NSR:Quay:11795,Fernanda Nissen skole,59.946972,10.769624,,,NSR:StopPlace:6418,,700,
NSR:Quay:11796,Fernanda Nissen skole,59.946851,10.769603,,,NSR:StopPlace:6418,,700,
NSR:Quay:11797,Peder Ankers plass,59.961023,10.640846,,,NSR:StopPlace:6419,,700,
NSR:Quay:11798,Peder Ankers plass,59.960568,10.641117,,,NSR:StopPlace:6419,,700,
NSR:Quay:11799,Voksen skog,59.975245,10.644304,,,NSR:StopPlace:6420,,700,
NSR:Quay:11800,Voksen skog,59.975061,10.644456,,,NSR:StopPlace:6420,,700,
NSR:Quay:11801,Storo senter,59.945728,10.776502,,,NSR:StopPlace:6421,,700,G
NSR:Quay:11802,Storo senter,59.946477,10.774605,,,NSR:StopPlace:6421,,700,
NSR:Quay:11803,Grindbakken,59.970889,10.644360,,,NSR:StopPlace:6422,,700,
NSR:Quay:11804,Grindbakken,59.970948,10.644100,,,NSR:StopPlace:6422,,700,
NSR:Quay:11807,Kværnen,60.244642,11.380154,,,NSR:StopPlace:6424,,700,
NSR:Quay:11808,Kværnen,60.244744,11.379808,,,NSR:StopPlace:6424,,700,
NSR:Quay:11809,Åsly,59.968655,10.644398,,,NSR:StopPlace:6425,,700,
NSR:Quay:11810,Åsly,59.968627,10.644558,,,NSR:StopPlace:6425,,700,
NSR:Quay:11813,Liabakken,59.965979,10.644899,,,NSR:StopPlace:6427,,700,
NSR:Quay:11814,Liabakken,59.966661,10.644344,,,NSR:StopPlace:6427,,700,
NSR:Quay:11817,Skøyen stasjon,59.922145,10.678730,,,NSR:StopPlace:6429,,700,C
NSR:Quay:11818,Skøyen stasjon,59.922313,10.679381,,,NSR:StopPlace:6429,,700,
NSR:Quay:11819,Skøyen stasjon,59.922080,10.680596,,,NSR:StopPlace:6429,,700,E
NSR:Quay:11820,Schous plass,59.920687,10.759255,,,NSR:StopPlace:6430,,900,
NSR:Quay:11821,Schous plass,59.920944,10.759370,,,NSR:StopPlace:6430,,900,
NSR:Quay:11822,Inngjerdingen,60.221959,11.410096,,,NSR:StopPlace:6431,,700,
NSR:Quay:11823,Inngjerdingen,60.221538,11.410595,,,NSR:StopPlace:6431,,700,
NSR:Quay:11824,Skøyen stasjon,59.922905,10.678470,,,NSR:StopPlace:6432,,700,D
NSR:Quay:11825,Olaf Ryes plass,59.923033,10.759282,,,NSR:StopPlace:6433,,900,
NSR:Quay:11826,Olaf Ryes plass,59.922799,10.759161,,,NSR:StopPlace:6433,,900,
NSR:Quay:11827,Sjølyst,59.921284,10.675004,,,NSR:StopPlace:6434,,700,B
NSR:Quay:11828,Jakob kirke,59.917326,10.754685,,,NSR:StopPlace:6435,,700,
NSR:Quay:11829,Sjølyst,59.920456,10.676683,,,NSR:StopPlace:6434,,700,A
NSR:Quay:11830,Jakob kirke,59.918179,10.753692,,,NSR:StopPlace:6435,,700,
NSR:Quay:11831,Hovland,60.234653,11.386095,,,NSR:StopPlace:6438,,700,
