agency_id,route_id,route_short_name,route_long_name,route_type,route_color,route_text_color
RUT:Authority:RUT,RUT:Line:3904,4N,Jernbanetorget - Bergkrystallen T,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3905,5N,Jernbanetorget - Vestli T,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3911,11N,Majorstuen - Kjelsås,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3912,12N,Majorstuen - Kjelsås,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3919,19N,Kringsjå - Åsbråten,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:395,395,Slattum - Li - Hagan,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:396,396,Slattum - Li - Skytta,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:3963,63N,Romsås ring,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:397,397,Skillebekk - Skytta,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:3970,70N,Jernbanetorget - Bjørndal,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3981,81N,Nationaltheatret - Ski,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:3983,83N,Nationaltheatret - Fløysbonn,705,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:4,4,Vestli - Bergkrystallen,401,EC700C,FFFFFF
RUT:Authority:RUT,RUT:Line:40,40,Øvre Sogn - Skøyen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:400,400,Oslo lufthavn - Veståsen - Olavsgaard - Oslo,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:405,405,Kløfta - Ask terminal,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:4073,73X,Hauketo stasjon - Maikollen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:41,41,Sørkedalen  - Røa T,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:410,410,Nannestad -  Ask/ Veståsen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:413,413,Bestilling Nannestad,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:42,42,Voksen skog - Tjuvholmen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:420,420,Maura -  Jessheim,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:425,425,Kløfta – Oslo lufthavn,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:426,426,Jessheim ring,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:430,430,Eidsvoll - Jessheim,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:432,432,Servicelinje Finstad - Eidsvoll,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:433,433,Servicelinje Eidsvoll - Bønsdalen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:434,434,Bestilling Ulvin - Minnesund,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:436,436,Bestillings linje Ullensaker,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:437,437,Bestillingslinje Ullensaker,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:438,438,Bestillingslinje Ullensaker,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:439,439,Bestillingslinje Ullensaker,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:440,440,Fenstad/Nordkisa - Oslo lufthavn,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:441,441,Eidsvoll - Årnes,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:442,442,Gullverket - Eidsvoll,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:443,443,Feiring/ Minnesund - Eidsvoll,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:444,444,Bestilling Gullverket - Frislet Eidsvoll,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:445,445,Hurdal - Eidsvoll verk,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:446,446,Hurdal - Jessheim/ Nannestad,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:447,447,Bestilling Hurdal,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:448,448,Langset - Eidsvoll via Østsidavegen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:449,449,Bestilling Feiring - Minnesund - Eidsvoll,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:45,45,Majorstuen - Voksen skog,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:450,450,Årnes - Oslo lufthavn,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:451,451,Dysterud - Årnes,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:452,452,Auli - Årnes - Østgård - Årnes,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:453,453,Rånåsfoss - Årnes,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:455,455,Årnes -Rånåsfoss,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:46,46,Majorstuen - Ullerntoppen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:460,460,Herbergåsen - Kløfta,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:461,461,Bestilling Fenstad øst/ vest (462),704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:463,463,Bestilling Udnes & Haga (464),704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:465,465,Bestilling Skogbygda-Greni/Opaker-Seterstøa (466),704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:470,470,(Rømskog) - Bjørkelangen - Lillestrøm,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:471,471,Skotterud/Rømskog - Sørumsand,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:477,477,Aurskog/Høland nord,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:478,478,Aurskog/Høland øst,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:479,479,Aurskog/Høland sør,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:48,48,Voksenkollen - Tryvann,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:480,480,Bjørkelangen - Løken - Lillestrøm,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:485,485,Hemnes - Løken - Bjørkelangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:490,490,Trøgstad - Lillestrøm,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:5,5,Sognsvann - Vestli,401,EC700C,FFFFFF
RUT:Authority:RUT,RUT:Line:500,500,Drøbak - Oslo,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:505,505,Drøbak - Oslo,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:506,506,Klommestein - Drøbak - Frogn vgs,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:507,507,Elle - Dyrløkke,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:51,51,Maridalen - Nydalen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:510,510,Bøleråsen - Ski - Ås - Drøbak,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:511,511,Sætreskogen - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:515,515,Ski - Oslo,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:516,516,Siggerud - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:517,517,Siggerud - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:520,520,Vinterbro - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:521,521,TusenFryd - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:523,523,Kjærnes - Vinterbro - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:524,524,Ås - Vinterbro - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:525,525,Kråkstad - Ski - Kråkstad,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:526,526,Ellingsrudlia - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:5260,260E,Bødalen - Slemmestad - Holmen - Sandvika- Ullevål,702,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:527,527,Skotbu - Ski stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:530,530,Pepperstad - Vestby stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:531,531,Hvitsten - Vestby stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:532,532,Kaxrud -  Garder - Vestby stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:533,533,Randem - Vestby stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:535,535,Kroer - Ås stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:536,536,Dyster/Eldor - Ås stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:54,54,Kværnerbyen - Kjelsås stasjon,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:540,540,Moss - Son - Vestby stasjon,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:546,546,Sonsveien st. - Deør - Son - Deør - Sonsveien st.,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:550,550,Enebakk - Oslo,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:551,551,Dalefjerdingen - Enebakk kirke,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:56,56,Nydalen - Solemskogen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:560,560,Blylaget - Nesoddtangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:561,561,Drøbak - Nesoddtangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:565,565,Myklerud - Nesoddtangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:570,570,Vinterbro - Nesoddtangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:575,575,Fagerstrand - Nesoddtangen,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:576,576,Fagerstrand - Drøbak,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:58,58,Nydalen - Tveita (- Bøler) via Bjerke,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:580,580,Kolbotn - Ski,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:585,585,Kolbotn - Svartskog,704,76A300,FFFFFF
RUT:Authority:RUT,RUT:Line:60,60,Vippetangen-Tonsenhagen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:62,62,Grorud T - Ammerud ring,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:63,63,Grorud T - Romsås ring,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:64,64,Furuset T - Stovner T via Høybråten,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:65,65,Furuset T - Stovner T via Smedstua,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:66,66,Helsfyr T - Grorud T,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:67,67,Økern-Lørenskog sentrum,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:68,68,Helsfyr T - Grorud T via Alfaset,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:69,69,20231210 Tveita-Lutvann,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:70,70,Nationaltheatret - Skullerud,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:71,71,Bjørndal - Mortensrud T (-Jernbanetorget),704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:72,72,Mortensrud T - Seterbråten,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:73,73,Holmlia stasjon - Brenna,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:74,74,Jernbanetorget - Mortensrud T,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:75,75A,Nordstrand ring,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:76,76,Helsfyr T - Mortensrud T,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:77,77,Holmlia stasjon - Bjørndal,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:78,78A,Østensjø ring,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:79,79,Grorud T - Åsbråten,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:80,80E,Jernbanetorget - Åsbråten,702,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:81,81,Fornebu - Myrvoll stasjon,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:83,83,Jernbanetorget - Tårnåsen,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:84,84E,Jernbanetorget-Oppegård st.,702,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:85,85,Jernbanetorget - Ulvøya,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:87,87,Hauketo stasjon - Kolbotn,704,E60000,FFFFFF
RUT:Authority:RUT,RUT:Line:9842,42N,Voksen skog - Jernbanetorget,705,E60000,FFFFFF
